Rank,Team Name,GP,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OR,DR,REB,AST,STL,BLK,TO,PF,Title
1,Boston Celtics,82,6.5,0.4,-1.4,1.2,4.4,8.8,3.1,1.2,0.4,4.3,0.0,1.3,1.3,3.5,-0.2,1.3,0.7,-0.3,NBA Team Regular Season Stats 2022-23
2,Cleveland Cavaliers,82,5.3,2.5,1.6,2.0,0.3,0.9,-0.1,0.0,0.0,-0.1,0.0,0.0,-0.1,1.9,0.1,0.2,-2.2,-1.4,NBA Team Regular Season Stats 2022-23
3,Philadelphia 76ers,82,4.3,0.4,-1.6,1.4,1.0,-0.7,3.8,2.4,1.4,5.4,-0.8,0.5,-0.2,0.9,1.1,0.1,-0.6,0.8,NBA Team Regular Season Stats 2022-23
4,Memphis Grizzlies,82,3.9,2.9,2.2,2.1,-0.9,-2.3,-0.4,-1.0,0.2,-5.3,1.0,1.1,2.2,-0.3,1.4,0.5,-1.5,0.0,NBA Team Regular Season Stats 2022-23
5,Milwaukee Bucks,82,3.6,0.2,-2.8,1.7,2.7,6.1,1.4,0.3,1.4,-3.3,0.4,4.0,4.4,1.8,-0.6,0.9,2.3,-0.9,NBA Team Regular Season Stats 2022-23
6,Denver Nuggets,82,3.3,1.8,-0.9,2.6,0.4,-1.8,3.4,-0.7,-0.3,-2.4,0.0,2.2,2.1,3.2,-0.3,0.2,0.9,-0.9,NBA Team Regular Season Stats 2022-23
7,New York Knicks,82,2.9,1.2,1.2,0.7,-0.3,-0.7,-0.3,0.8,1.7,-2.0,2.4,2.1,4.5,-2.2,0.3,-0.3,0.0,-0.3,NBA Team Regular Season Stats 2022-23
8,Sacramento Kings,82,2.6,-0.1,-0.6,0.1,1.2,3.9,-0.4,1.7,2.1,0.3,-0.1,0.4,0.2,0.6,-0.2,-0.8,-0.5,-1.1,NBA Team Regular Season Stats 2022-23
9,Phoenix Suns,82,2.0,2.1,4.1,0.1,0.7,0.5,1.7,-2.9,-3.9,0.6,1.5,-0.2,1.3,3.9,0.0,1.2,-0.7,1.3,NBA Team Regular Season Stats 2022-23
10,New Orleans Pelicans,82,1.8,1.0,0.9,0.7,-1.2,-5.9,2.4,0.9,0.7,1.3,0.9,1.0,1.9,0.9,0.9,-0.5,-0.3,0.0,NBA Team Regular Season Stats 2022-23
