Rank,Team Name,GP,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OR,DR,REB,AST,STL,BLK,TO,PF,Title
1,Golden State Warriors,22,5.0,3.8,0.6,4.0,-0.1,-0.4,0.0,-2.4,-3.2,0.4,0.0,2.3,2.2,2.9,0.4,0.0,0.7,2.2,NBA Team Postseason Stats 2021-22
2,Miami Heat,18,3.8,3.3,7.5,0.0,-0.6,0.7,-2.5,-2.2,-2.3,-1.2,1.7,-1.1,0.6,1.3,2.1,-0.9,-2.8,0.0,NBA Team Postseason Stats 2021-22
3,Boston Celtics,24,3.5,-0.8,-4.4,1.3,2.5,3.0,4.1,2.8,3.1,1.7,-1.2,1.7,0.5,3.6,-1.7,1.5,1.5,-1.0,NBA Team Postseason Stats 2021-22
4,Memphis Grizzlies,12,2.4,0.6,4.7,-1.6,-0.5,-1.7,0.1,1.6,4.3,-6.6,2.8,-2.2,0.5,0.1,2.3,-0.6,-4.4,-3.0,NBA Team Postseason Stats 2021-22
5,Milwaukee Bucks,12,1.5,1.9,1.0,1.6,-2.9,-7.3,-1.3,0.5,2.6,-7.5,1.9,5.2,7.1,-3.1,-0.3,-1.0,1.0,-1.0,NBA Team Postseason Stats 2021-22
6,Dallas Mavericks,18,0.7,-2.6,-0.8,-2.8,5.5,12.5,2.7,0.5,1.4,-2.8,-3.6,-4.8,-8.5,-4.3,2.1,-0.7,-3.4,-0.9,NBA Team Postseason Stats 2021-22
7,Philadelphia 76ers,12,0.3,-2.0,-6.4,1.0,2.7,1.0,7.3,1.7,0.9,4.4,-2.3,1.3,-1.0,0.6,-1.0,0.1,3.0,0.0,NBA Team Postseason Stats 2021-22
8,Phoenix Suns,13,-1.0,3.0,0.1,3.5,-2.8,-6.0,-2.0,-4.1,-6.3,4.1,-1.4,1.0,-0.4,6.3,-1.0,0.7,0.6,1.2,NBA Team Postseason Stats 2021-22
9,New Orleans Pelicans,6,-1.5,-4.3,1.5,-6.0,0.6,-0.8,3.5,6.5,9.0,-2.6,7.6,2.3,10.0,-5.5,-1.5,-0.5,3.6,-1.5,NBA Team Postseason Stats 2021-22
10,Brooklyn Nets,4,-4.5,-2.0,-6.2,1.3,-0.7,-7.2,6.6,0.2,3.0,-8.6,-2.5,-3.0,-5.5,-3.5,-0.7,2.5,0.7,0.2,NBA Team Postseason Stats 2021-22
11,Minnesota Timberwolves,6,-5.5,-3.5,-5.8,-1.0,2.3,4.0,2.4,-0.8,-4.3,8.2,-5.5,-0.8,-6.3,-3.0,0.0,1.6,1.8,3.6,NBA Team Postseason Stats 2021-22
12,Utah Jazz,6,-5.6,-0.8,-1.6,-0.1,-7.3,-11.9,-9.6,3.3,4.3,-0.3,3.3,3.8,7.1,-2.1,-2.5,1.3,3.6,-1.1,NBA Team Postseason Stats 2021-22
13,Denver Nuggets,5,-8.0,-2.6,1.2,-3.8,-4.0,-4.6,-6.5,1.1,-1.6,9.2,4.1,1.8,6.0,-3.6,-2.4,-2.8,3.2,1.8,NBA Team Postseason Stats 2021-22
14,Toronto Raptors,6,-8.3,0.1,7.8,-4.2,-3.8,-0.6,-10.8,-4.8,-4.3,-5.5,1.6,-6.0,-4.3,-3.3,1.5,0.0,-4.1,1.8,NBA Team Postseason Stats 2021-22
15,Atlanta Hawks,5,-12.0,-5.3,-7.3,-2.5,-1.7,-3.3,-1.8,0.5,0.8,-0.1,0.4,-1.0,-0.6,-6.7,-3.6,-0.6,3.7,-1.7,NBA Team Postseason Stats 2021-22
16,Chicago Bulls,5,-14.5,-4.2,4.2,-6.8,-3.6,0.0,-9.7,-2.5,-6.7,14.4,0.0,-7.8,-7.7,-0.3,1.3,-1.5,-2.4,0.8,NBA Team Postseason Stats 2021-22
