Team Name,W,L,PCT,GB,HOME,AWAY,DIV,CONF,PPG,OPP PPG,DIFF,STRK,L10,Title
Atlanta Hawks,7,1,.875,-,3-1,4-0,5-0,5-0,101.9,96.4,+5.5,W4,7-1,NBA Standings Pre Season 2007-08
Orlando Magic,6,1,.857,0.5,4-1,2-0,2-1,4-1,103.3,87.7,+15.6,W6,6-1,NBA Standings Pre Season 2007-08
olden State Warriors,7,2,.778,0.5,1-1,6-1,5-1,6-2,111.3,106.7,+4.6,W2,7-2,NBA Standings Pre Season 2007-08
Indiana Pacers,6,2,.750,1,3-1,3-1,0-1,0-1,110.1,102.9,+7.2,W2,6-2,NBA Standings Pre Season 2007-08
an Antonio Spurs,5,2,.714,1.5,4-0,1-2,1-1,2-1,99.0,92.6,+6.4,W1,5-2,NBA Standings Pre Season 2007-08
Toronto Raptors,5,2,.714,1.5,4-0,1-2,0-1,3-1,98.1,86.1,+12.0,W4,5-2,NBA Standings Pre Season 2007-08
ew Jersey Nets,4,2,.667,2,2-1,2-1,4-1,4-2,92.3,88.0,+4.3,W1,4-2,NBA Standings Pre Season 2007-08
Denver Nuggets,5,3,.625,2,3-0,2-3,2-0,3-1,114.6,107.3,+7.3,W1,5-3,NBA Standings Pre Season 2007-08
Dallas Mavericks,5,3,.625,2,4-0,1-3,2-1,3-1,97.3,92.4,+4.9,W3,5-3,NBA Standings Pre Season 2007-08
Phoenix Suns,5,3,.625,2,2-1,3-2,2-1,4-3,110.4,105.0,+5.4,L1,5-3,NBA Standings Pre Season 2007-08
Memphis Grizzlies,5,3,.625,2,3-1,2-2,2-0,3-0,104.4,103.1,+1.3,L1,5-3,NBA Standings Pre Season 2007-08
Boston Celtics,4,3,.571,2.5,3-1,1-2,2-3,3-3,90.3,84.0,+6.3,W1,4-3,NBA Standings Pre Season 2007-08
ew York Knicks,4,3,.571,2.5,3-1,1-2,3-3,3-3,93.0,95.3,-2.3,L1,4-3,NBA Standings Pre Season 2007-08
Portland Trail Blazers,4,3,.571,2.5,3-1,1-2,1-2,3-3,105.3,105.3,0.0,L1,4-3,NBA Standings Pre Season 2007-08
Chicago Bulls,4,3,.571,2.5,4-0,0-3,2-1,3-2,93.1,88.3,+4.8,W1,4-3,NBA Standings Pre Season 2007-08
HUtah Jazz,4,3,.571,2.5,1-2,3-1,0-0,1-2,95.4,93.7,+1.7,W1,4-3,NBA Standings Pre Season 2007-08
ew Orleans Hornets,4,4,.500,3,2-2,2-2,1-1,2-1,100.4,101.4,-1.0,W1,4-4,NBA Standings Pre Season 2007-08
Detroit Pistons,4,4,.500,3,4-1,0-3,0-1,2-1,98.0,101.1,-3.1,W1,4-4,NBA Standings Pre Season 2007-08
LA Clippers,4,4,.500,3,2-2,2-2,4-2,4-4,102.8,104.4,-1.6,L1,4-4,NBA Standings Pre Season 2007-08
Washington Wizards,4,4,.500,3,2-0,2-4,0-1,2-4,87.0,90.8,-3.8,L3,4-4,NBA Standings Pre Season 2007-08
Houston Rockets,3,4,.429,3.5,2-1,1-3,1-4,2-4,101.3,93.1,+8.2,L3,3-4,NBA Standings Pre Season 2007-08
Milwaukee Bucks,3,5,.375,4,2-2,1-3,1-1,1-1,89.1,97.4,-8.3,L3,3-5,NBA Standings Pre Season 2007-08
Sacramento Kings,3,5,.375,4,2-2,1-3,0-3,3-5,97.8,97.6,+0.2,L2,3-5,NBA Standings Pre Season 2007-08
Minnesota Timberwolves,3,5,.375,4,1-2,2-3,0-0,0-1,93.3,98.0,-4.7,W1,3-5,NBA Standings Pre Season 2007-08
Los Angeles Lakers,3,6,.333,4.5,3-6,0-0,1-5,2-6,105.4,107.8,-2.4,W1,3-6,NBA Standings Pre Season 2007-08
Philadelphia 76ers,2,5,.286,4.5,0-3,2-2,2-3,2-4,90.3,91.9,-1.6,W1,2-5,NBA Standings Pre Season 2007-08
Charlotte Bobcats,2,6,.250,5,2-2,0-4,1-3,2-3,96.3,102.5,-6.2,L4,2-6,NBA Standings Pre Season 2007-08
Seattle SuperSonics,2,6,.250,5,1-2,1-4,0-1,1-5,103.9,109.6,-5.7,W1,2-6,NBA Standings Pre Season 2007-08
Cleveland Cavaliers,1,6,.143,5.5,1-3,0-3,1-0,1-5,83.6,97.4,-13.8,L5,1-6,NBA Standings Pre Season 2007-08
Miami Heat,0,7,.000,6.5,0-3,0-4,0-3,0-4,85.9,100.4,-14.5,L7,0-7,NBA Standings Pre Season 2007-08
