Team Name,W,L,PCT,GB,HOME,AWAY,DIV,CONF,PPG,OPP PPG,DIFF,STRK,L10,Title
CHIChicago Bulls,50,16,.758,-,26-7,24-9,13-1,38-10,96.3,88.2,+8.1,W3,7-3,NBA Standings Regular Season 2011-12
SASan Antonio Spurs,50,16,.758,-,28-5,22-11,12-4,35-13,103.7,96.5,+7.2,W10,10-0,NBA Standings Regular Season 2011-12
OKCOklahoma City Thunder,47,19,.712,3,26-7,21-12,10-3,34-14,103.1,96.9,+6.2,L1,6-4,NBA Standings Regular Season 2011-12
MIAMiami Heat,46,20,.697,4,28-5,18-15,9-5,35-13,98.5,92.5,+6.0,L2,6-4,NBA Standings Regular Season 2011-12
INDIndiana Pacers,42,24,.636,8,23-10,19-14,9-4,29-19,97.7,94.4,+3.3,L1,8-2,NBA Standings Regular Season 2011-12
LALLos Angeles Lakers,41,25,.621,9,26-7,15-18,9-5,32-16,97.3,95.9,+1.4,L1,6-4,NBA Standings Regular Season 2011-12
MEMMemphis Grizzlies,41,25,.621,9,26-7,15-18,7-8,26-22,95.0,93.0,+2.0,W6,8-2,NBA Standings Regular Season 2011-12
ATLAtlanta Hawks,40,26,.606,10,23-10,17-16,11-3,31-17,96.6,93.2,+3.4,W2,7-3,NBA Standings Regular Season 2011-12
LACLA Clippers,40,26,.606,10,24-9,16-17,7-7,29-19,97.5,95.0,+2.5,L2,6-4,NBA Standings Regular Season 2011-12
BOSBoston Celtics,39,27,.591,11,24-9,15-18,8-6,32-16,91.8,89.3,+2.5,W2,7-3,NBA Standings Regular Season 2011-12
DENDenver Nuggets,38,28,.576,12,20-13,18-15,6-7,22-26,104.1,101.2,+2.9,W4,8-2,NBA Standings Regular Season 2011-12
ORLOrlando Magic,37,29,.561,13,21-12,16-17,8-7,30-18,94.2,93.4,+0.8,L1,4-6,NBA Standings Regular Season 2011-12
DALDallas Mavericks,36,30,.545,14,23-10,13-20,8-5,26-22,95.8,94.8,+1.0,L2,5-5,NBA Standings Regular Season 2011-12
NYNew York Knicks,36,30,.545,14,22-11,14-19,8-6,28-20,97.8,94.7,+3.1,W3,7-3,NBA Standings Regular Season 2011-12
UTAHUtah Jazz,36,30,.545,14,25-8,11-22,9-4,25-23,99.7,99.0,+0.7,W5,7-3,NBA Standings Regular Season 2011-12
PHIPhiladelphia 76ers,35,31,.530,15,19-14,16-17,7-6,28-20,93.6,89.4,+4.2,L1,6-4,NBA Standings Regular Season 2011-12
Houston Rockets,34,32,.515,16,22-11,12-21,6-8,23-25,98.1,97.9,+0.2,W1,3-7,NBA Standings Regular Season 2011-12
Phoenix Suns,33,33,.500,17,19-14,14-19,9-5,23-25,98.4,98.6,-0.2,L3,4-6,NBA Standings Regular Season 2011-12
Milwaukee Bucks,31,35,.470,19,17-16,14-19,7-8,24-24,99.0,98.7,+0.3,L2,3-7,NBA Standings Regular Season 2011-12
Portland Trail Blazers,28,38,.424,22,20-13,8-25,4-10,20-28,97.2,97.8,-0.6,L7,1-9,NBA Standings Regular Season 2011-12
Minnesota Timberwolves,26,40,.394,24,13-20,13-20,4-9,19-29,97.9,100.1,-2.2,L2,1-9,NBA Standings Regular Season 2011-12
Detroit Pistons,25,41,.379,25,18-15,7-26,4-11,20-28,90.9,95.7,-4.8,W1,4-6,NBA Standings Regular Season 2011-12
Toronto Raptors,23,43,.348,27,13-20,10-23,7-8,15-33,90.7,94.0,-3.3,W1,3-7,NBA Standings Regular Season 2011-12
olden State Warriors,23,43,.348,27,12-21,11-22,7-8,16-32,97.8,101.2,-3.4,L2,1-9,NBA Standings Regular Season 2011-12
ew Jersey Nets,22,44,.333,28,9-24,13-20,5-9,16-32,93.1,99.1,-6.0,L6,3-7,NBA Standings Regular Season 2011-12
Sacramento Kings,22,44,.333,28,16-17,6-27,3-10,16-32,98.8,104.4,-5.6,W1,3-7,NBA Standings Regular Season 2011-12
Cleveland Cavaliers,21,45,.318,29,11-22,10-23,3-12,13-35,93.0,100.2,-7.2,L4,2-8,NBA Standings Regular Season 2011-12
ew Orleans Hornets,21,45,.318,29,11-22,10-23,3-11,14-34,89.6,93.4,-3.8,L1,6-4,NBA Standings Regular Season 2011-12
Washington Wizards,20,46,.303,30,11-22,9-24,7-7,16-32,93.6,98.4,-4.8,W6,8-2,NBA Standings Regular Season 2011-12
Charlotte Bobcats,7,59,.106,43,4-29,3-30,1-14,5-43,87.0,100.9,-13.9,L23,0-10,NBA Standings Regular Season 2011-12
