Team Name,W,L,PCT,GB,HOME,AWAY,DIV,CONF,PPG,OPP PPG,DIFF,STRK,L10,Title
Orlando Magic,8,0,1.000,-,4-0,4-0,2-0,4-0,109.6,91.9,+17.7,W8,8-0,NBA Standings Pre Season 2009-10
Los Angeles Lakers,6,2,.750,2,6-2,0-0,4-1,5-2,104.5,101.6,+2.9,L1,6-2,NBA Standings Pre Season 2009-10
Boston Celtics,6,2,.750,2,3-0,3-2,5-1,6-1,97.9,90.1,+7.8,W1,6-2,NBA Standings Pre Season 2009-10
HUtah Jazz,6,2,.750,2,2-0,4-2,3-0,4-1,102.6,95.0,+7.6,W3,6-2,NBA Standings Pre Season 2009-10
Chicago Bulls,6,2,.750,2,4-1,2-1,2-1,3-2,95.4,91.9,+3.5,W1,6-2,NBA Standings Pre Season 2009-10
LA Clippers,6,2,.750,2,5-0,1-2,1-2,5-2,103.1,99.3,+3.8,W2,6-2,NBA Standings Pre Season 2009-10
Atlanta Hawks,5,2,.714,2.5,3-0,2-2,3-1,3-2,101.1,99.0,+2.1,L1,5-2,NBA Standings Pre Season 2009-10
Dallas Mavericks,5,2,.714,2.5,3-1,2-1,2-0,2-0,101.7,98.9,+2.8,W1,5-2,NBA Standings Pre Season 2009-10
ew York Knicks,5,2,.714,2.5,4-1,1-1,4-2,4-2,97.6,95.9,+1.7,W4,5-2,NBA Standings Pre Season 2009-10
Philadelphia 76ers,5,3,.625,3,2-1,3-2,4-1,4-2,97.9,95.4,+2.5,L2,5-3,NBA Standings Pre Season 2009-10
an Antonio Spurs,4,3,.571,3.5,2-2,2-1,0-1,1-2,101.9,98.3,+3.6,L1,4-3,NBA Standings Pre Season 2009-10
Portland Trail Blazers,4,4,.500,4,2-2,2-2,1-2,4-4,97.5,96.9,+0.6,W1,4-4,NBA Standings Pre Season 2009-10
Detroit Pistons,4,4,.500,4,3-2,1-2,2-0,4-1,98.6,102.8,-4.2,W1,4-4,NBA Standings Pre Season 2009-10
Houston Rockets,4,4,.500,4,2-2,2-2,1-1,2-1,102.3,99.8,+2.5,L1,4-4,NBA Standings Pre Season 2009-10
olden State Warriors,4,4,.500,4,2-0,2-4,3-4,4-4,108.4,105.1,+3.3,W1,4-4,NBA Standings Pre Season 2009-10
Washington Wizards,4,4,.500,4,1-1,3-3,0-1,3-3,96.8,101.5,-4.7,L1,4-4,NBA Standings Pre Season 2009-10
Cleveland Cavaliers,4,4,.500,4,3-2,1-2,0-0,2-2,95.9,93.3,+2.6,L1,4-4,NBA Standings Pre Season 2009-10
Phoenix Suns,4,4,.500,4,3-3,1-1,1-1,2-3,109.0,108.4,+0.6,L1,4-4,NBA Standings Pre Season 2009-10
Denver Nuggets,4,4,.500,4,3-0,1-4,1-2,2-3,106.8,102.5,+4.3,W1,4-4,NBA Standings Pre Season 2009-10
Indiana Pacers,3,4,.429,4.5,3-1,0-3,0-1,0-2,107.0,111.0,-4.0,W1,3-4,NBA Standings Pre Season 2009-10
Milwaukee Bucks,3,5,.375,5,2-1,1-4,1-3,1-4,96.0,96.4,-0.4,L2,3-5,NBA Standings Pre Season 2009-10
Memphis Grizzlies,3,5,.375,5,2-2,1-3,0-1,1-1,97.5,100.5,-3.0,W1,3-5,NBA Standings Pre Season 2009-10
Minnesota Timberwolves,3,5,.375,5,2-2,1-3,0-1,0-1,100.6,105.3,-4.7,W2,3-5,NBA Standings Pre Season 2009-10
Miami Heat,2,5,.286,5.5,2-2,0-3,0-2,0-3,90.9,90.6,+0.3,L1,2-5,NBA Standings Pre Season 2009-10
Sacramento Kings,2,5,.286,5.5,1-2,1-3,1-2,2-5,97.3,100.9,-3.6,L1,2-5,NBA Standings Pre Season 2009-10
Oklahoma City Thunder,2,5,.286,5.5,2-2,0-3,0-0,1-5,93.1,101.6,-8.5,L3,2-5,NBA Standings Pre Season 2009-10
Charlotte Bobcats,2,6,.250,6,2-3,0-3,0-1,1-3,94.6,98.1,-3.5,L1,2-6,NBA Standings Pre Season 2009-10
Toronto Raptors,2,6,.250,6,1-3,1-3,0-4,1-4,95.4,101.3,-5.9,L4,2-6,NBA Standings Pre Season 2009-10
ew Orleans Hornets,2,6,.250,6,2-1,0-5,0-0,1-2,93.3,103.3,-10.0,L2,2-6,NBA Standings Pre Season 2009-10
ew Jersey Nets,1,6,.143,6.5,1-2,0-4,1-6,1-6,95.9,96.3,-0.4,W1,1-6,NBA Standings Pre Season 2009-10
