Rank,Team Name,GP,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OR,DR,REB,AST,STL,BLK,TO,PF,Title
1,Denver Nuggets,66,104.1,39.0,81.9,47.6,6.6,19.9,33.2,19.6,26.7,73.5,11.2,31.9,43.1,24.0,8.2,5.0,15.4,19.7,NBA Team Regular Season Stats 2011-12
2,San Antonio Spurs,66,103.7,39.6,82.8,47.8,8.4,21.3,39.3,16.2,21.6,74.8,10.3,32.6,43.0,23.2,7.4,4.4,13.6,17.3,NBA Team Regular Season Stats 2011-12
3,Oklahoma City Thunder,66,103.1,37.3,79.2,47.1,7.2,20.0,35.8,21.3,26.4,80.6,11.0,32.7,43.7,18.5,7.5,8.2,16.3,20.5,NBA Team Regular Season Stats 2011-12
4,Utah Jazz,66,99.7,38.2,83.8,45.6,4.1,12.8,32.3,19.1,25.3,75.4,13.0,31.1,44.2,21.8,8.3,5.8,14.2,21.8,NBA Team Regular Season Stats 2011-12
5,Milwaukee Bucks,66,99.0,37.9,85.6,44.3,6.6,19.2,34.5,16.6,21.4,77.4,12.4,30.0,42.5,23.5,8.3,5.1,14.1,19.3,NBA Team Regular Season Stats 2011-12
6,Sacramento Kings,66,98.8,37.7,86.5,43.6,6.2,19.7,31.6,17.1,23.2,73.6,13.4,29.5,42.9,19.3,8.5,4.9,14.4,19.5,NBA Team Regular Season Stats 2011-12
7,Miami Heat,66,98.5,37.1,79.0,46.9,5.6,15.6,35.9,18.8,24.2,77.5,10.4,31.2,41.6,20.0,8.9,5.4,15.2,19.4,NBA Team Regular Season Stats 2011-12
8,Phoenix Suns,66,98.4,37.8,82.5,45.8,6.7,19.6,34.3,16.0,21.2,75.7,10.9,30.8,41.7,22.5,6.5,5.5,14.1,18.7,NBA Team Regular Season Stats 2011-12
9,Houston Rockets,66,98.1,37.7,84.0,44.9,7.2,20.2,35.9,15.4,19.7,78.2,11.7,30.5,42.2,21.3,7.5,4.8,14.5,20.4,NBA Team Regular Season Stats 2011-12
10,Minnesota Timberwolves,66,97.9,35.7,82.3,43.3,7.2,21.6,33.2,19.4,25.2,77.1,12.1,31.7,43.7,19.5,6.6,4.4,15.2,18.4,NBA Team Regular Season Stats 2011-12
11,New York Knicks,66,97.8,35.8,80.8,44.3,7.8,23.3,33.6,18.3,24.8,74.1,11.3,30.5,41.7,20.1,9.4,4.2,16.0,21.1,NBA Team Regular Season Stats 2011-12
12,Golden State Warriors,66,97.8,37.7,82.5,45.7,7.9,20.5,38.8,14.4,18.7,77.0,9.7,29.5,39.2,22.3,8.0,5.5,13.9,21.4,NBA Team Regular Season Stats 2011-12
13,Indiana Pacers,66,97.7,35.7,81.4,43.8,5.9,16.1,36.8,20.4,26.1,78.2,12.5,31.4,43.9,18.6,7.9,5.4,14.0,21.7,NBA Team Regular Season Stats 2011-12
14,LA Clippers,66,97.5,37.0,81.3,45.5,7.8,21.8,35.7,15.8,23.3,68.0,12.1,29.4,41.6,21.0,8.4,4.8,13.3,21.2,NBA Team Regular Season Stats 2011-12
15,Los Angeles Lakers,66,97.3,36.8,80.6,45.7,5.5,16.8,32.6,18.2,24.1,75.6,12.1,34.1,46.2,22.5,5.9,5.3,15.1,16.8,NBA Team Regular Season Stats 2011-12
16,Portland Trail Blazers,66,97.2,36.4,82.1,44.3,7.2,20.9,34.6,17.2,21.6,79.6,11.1,29.5,40.7,20.4,8.0,4.9,14.2,19.0,NBA Team Regular Season Stats 2011-12
17,Atlanta Hawks,66,96.6,36.8,81.0,45.4,7.5,20.2,37.0,15.5,21.0,74.0,9.9,31.3,41.2,22.4,8.1,4.6,14.0,17.8,NBA Team Regular Season Stats 2011-12
18,Chicago Bulls,66,96.3,37.4,82.8,45.2,6.3,16.9,37.5,15.2,21.1,72.2,13.9,32.8,46.7,23.1,6.9,5.9,14.0,17.3,NBA Team Regular Season Stats 2011-12
19,Dallas Mavericks,66,95.8,36.3,82.0,44.3,7.5,22.2,33.9,15.6,20.2,77.1,10.1,32.7,42.8,20.9,8.6,5.1,14.0,18.6,NBA Team Regular Season Stats 2011-12
20,Memphis Grizzlies,66,95.0,36.7,82.2,44.7,4.2,12.9,32.6,17.3,22.8,75.9,12.6,29.5,42.0,19.5,9.6,5.2,14.5,19.9,NBA Team Regular Season Stats 2011-12
21,Orlando Magic,66,94.2,34.5,78.2,44.1,10.2,27.0,37.5,15.1,22.8,66.0,11.2,31.2,42.5,20.0,6.8,4.2,14.9,17.7,NBA Team Regular Season Stats 2011-12
22,Philadelphia 76ers,66,93.6,37.4,83.6,44.8,5.3,14.6,36.2,13.5,18.2,74.2,10.7,32.5,43.2,22.0,8.0,5.2,11.2,17.5,NBA Team Regular Season Stats 2011-12
23,Washington Wizards,66,93.6,36.6,83.0,44.1,5.2,16.3,32.0,15.3,21.0,72.7,11.7,29.9,41.7,19.1,8.0,6.3,15.3,21.3,NBA Team Regular Season Stats 2011-12
24,New Jersey Nets,66,93.1,34.3,80.6,42.5,7.7,22.4,34.2,16.9,21.7,77.7,11.9,28.5,40.3,19.9,7.5,3.9,15.1,19.2,NBA Team Regular Season Stats 2011-12
25,Cleveland Cavaliers,66,93.0,34.3,81.2,42.2,6.7,19.3,34.6,17.8,24.9,71.6,12.7,29.5,42.3,19.8,7.1,4.0,15.4,20.0,NBA Team Regular Season Stats 2011-12
26,Boston Celtics,66,91.8,35.5,77.1,46.0,5.5,15.0,36.7,15.4,19.8,77.8,7.7,31.1,38.8,23.6,7.5,5.5,14.8,19.9,NBA Team Regular Season Stats 2011-12
27,Detroit Pistons,66,90.9,34.7,79.3,43.8,4.8,13.9,34.6,16.6,22.1,75.2,11.7,28.5,40.3,18.7,7.0,4.2,15.7,19.6,NBA Team Regular Season Stats 2011-12
28,Toronto Raptors,66,90.7,34.4,78.1,44.0,5.5,16.3,34.0,16.4,21.4,76.9,10.6,31.4,42.0,20.9,6.5,4.9,15.2,23.2,NBA Team Regular Season Stats 2011-12
29,New Orleans Hornets,66,89.6,34.8,77.3,45.1,3.9,11.8,33.3,16.0,21.2,75.7,11.0,30.2,41.1,20.7,7.4,4.8,15.5,20.1,NBA Team Regular Season Stats 2011-12
30,Charlotte Bobcats,66,87.0,33.2,80.2,41.4,4.0,13.5,29.5,16.5,22.2,74.6,10.3,28.7,39.0,20.1,6.0,5.5,14.5,18.9,NBA Team Regular Season Stats 2011-12
