Rank,Team Name,GP,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OR,DR,REB,AST,STL,BLK,TO,PF,Title
1,Dallas Mavericks,82,105.2,39.0,84.5,46.2,7.6,20.1,37.8,19.6,24.3,80.6,11.2,31.3,42.5,22.1,7.1,4.8,12.1,22.5,NBA Team Regular Season Stats 2001-02
2,Sacramento Kings,82,104.6,39.8,85.4,46.7,5.2,14.1,36.7,19.7,26.3,75.1,12.4,33.0,45.3,23.9,9.0,4.6,13.8,19.0,NBA Team Regular Season Stats 2001-02
3,Los Angeles Lakers,82,101.3,38.4,83.4,46.1,6.2,17.5,35.4,18.2,26.1,69.9,12.5,31.8,44.3,23.0,7.6,5.8,12.7,22.2,NBA Team Regular Season Stats 2001-02
4,Orlando Magic,82,100.5,37.6,84.1,44.8,7.6,20.2,37.3,17.6,23.4,75.4,11.5,29.8,41.2,22.0,8.1,4.7,13.6,20.7,NBA Team Regular Season Stats 2001-02
5,Minnesota Timberwolves,82,99.3,38.7,84.0,46.1,4.8,12.8,37.8,17.1,21.4,79.8,12.9,31.2,44.2,24.3,6.4,5.2,13.4,21.2,NBA Team Regular Season Stats 2001-02
6,Seattle SuperSonics,82,97.7,38.2,81.5,46.9,6.0,15.8,37.8,15.4,20.4,75.5,11.8,28.5,40.3,23.5,8.5,4.4,13.7,21.1,NBA Team Regular Season Stats 2001-02
7,Golden State Warriors,82,97.7,36.6,85.2,42.9,3.9,12.1,32.2,20.6,28.6,72.2,16.3,30.4,46.7,20.8,7.9,6.4,16.8,23.0,NBA Team Regular Season Stats 2001-02
8,Milwaukee Bucks,82,97.5,37.1,80.2,46.2,7.2,19.3,37.5,16.1,21.5,74.8,10.3,31.2,41.4,22.5,7.3,4.7,14.1,21.8,NBA Team Regular Season Stats 2001-02
9,Indiana Pacers,82,96.8,35.8,80.2,44.6,4.9,14.6,33.9,20.3,26.3,77.2,11.3,31.3,42.7,23.0,8.0,5.3,15.2,22.9,NBA Team Regular Season Stats 2001-02
10,San Antonio Spurs,82,96.7,35.5,77.6,45.8,5.3,14.8,36.2,20.3,27.4,74.2,11.1,31.3,42.4,20.0,7.6,6.5,14.4,19.2,NBA Team Regular Season Stats 2001-02
11,Portland Trail Blazers,82,96.6,36.6,81.4,45.0,5.7,16.1,35.4,17.7,23.2,76.3,13.2,29.8,43.0,23.5,8.6,4.5,14.3,19.7,NBA Team Regular Season Stats 2001-02
12,Boston Celtics,82,96.4,34.8,82.1,42.4,8.5,23.7,35.9,18.3,23.9,76.4,10.9,31.3,42.2,21.0,9.7,3.6,13.6,21.7,NBA Team Regular Season Stats 2001-02
13,New Jersey Nets,82,96.2,37.1,83.1,44.6,4.9,14.6,33.8,17.1,23.3,73.5,12.7,30.7,43.3,24.3,8.7,6.0,14.5,21.1,NBA Team Regular Season Stats 2001-02
14,Utah Jazz,82,96.0,35.0,77.7,45.0,3.4,10.3,33.3,22.6,29.6,76.3,13.5,28.6,42.2,24.4,9.1,6.4,16.5,24.0,NBA Team Regular Season Stats 2001-02
15,LA Clippers,82,95.7,36.2,81.3,44.5,5.0,14.0,35.6,18.3,24.7,73.9,13.2,30.2,43.4,20.9,6.2,6.6,14.8,19.8,NBA Team Regular Season Stats 2001-02
16,Cleveland Cavaliers,82,95.3,36.0,80.3,44.8,4.7,12.5,37.7,18.6,24.1,77.2,11.8,30.3,42.1,23.1,7.0,5.7,14.6,21.4,NBA Team Regular Season Stats 2001-02
17,Phoenix Suns,82,95.1,37.8,84.6,44.7,4.4,13.4,32.7,15.2,19.9,76.7,13.1,29.6,42.7,22.4,8.1,4.9,14.7,21.8,NBA Team Regular Season Stats 2001-02
18,Detroit Pistons,82,94.3,34.7,76.8,45.2,6.9,18.4,37.6,18.0,23.8,75.6,9.9,28.9,38.7,21.5,7.9,6.9,14.5,20.7,NBA Team Regular Season Stats 2001-02
19,Atlanta Hawks,82,94.0,35.4,80.6,43.9,5.2,14.6,35.4,18.1,23.7,76.5,11.6,29.8,41.5,20.2,8.1,4.3,15.5,20.8,NBA Team Regular Season Stats 2001-02
