Rank,Team Name,GP,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OR,DR,REB,AST,STL,BLK,TO,PF,Title
1,Portland Trail Blazers,6,119.5,42.0,88.3,47.5,16.2,39.2,41.3,19.3,22.7,85.3,9.3,32.3,41.7,22.8,5.2,5.5,11.7,23.2,NBA Team Postseason Stats 2020-21
2,Utah Jazz,11,116.9,39.7,84.2,47.2,18.0,43.6,41.3,19.5,24.3,80.2,9.4,33.0,42.4,19.6,5.2,4.1,12.5,21.5,NBA Team Postseason Stats 2020-21
3,Philadelphia 76ers,12,116.3,42.5,85.8,49.6,11.2,28.4,39.3,20.1,29.3,68.5,9.0,35.7,44.7,24.9,8.0,6.2,12.3,23.0,NBA Team Postseason Stats 2020-21
4,Memphis Grizzlies,5,115.0,44.2,94.4,46.8,10.4,31.6,32.9,16.2,20.4,79.4,11.2,30.0,41.2,22.0,8.0,4.0,10.4,20.6,NBA Team Postseason Stats 2020-21
5,Denver Nuggets,10,114.8,42.1,92.2,45.7,14.7,38.5,38.2,15.9,20.9,76.1,11.7,31.9,43.6,24.9,6.1,4.3,10.7,20.4,NBA Team Postseason Stats 2020-21
6,Brooklyn Nets,12,112.5,40.7,86.2,47.2,13.6,35.6,38.2,17.6,20.3,86.8,8.3,34.3,42.6,22.6,7.1,4.8,10.8,21.2,NBA Team Postseason Stats 2020-21
7,Boston Celtics,5,112.2,38.4,88.2,43.5,12.8,36.6,35.0,22.6,27.4,82.5,12.6,28.8,41.4,21.0,6.4,7.0,12.2,21.0,NBA Team Postseason Stats 2020-21
8,LA Clippers,19,111.6,39.1,81.9,47.7,13.8,36.4,38.1,19.5,23.7,82.3,8.8,32.4,41.2,20.8,6.8,4.3,9.5,19.5,NBA Team Postseason Stats 2020-21
9,Milwaukee Bucks,23,110.3,42.1,91.1,46.2,11.2,35.0,32.1,14.9,20.8,71.8,12.8,36.1,49.0,22.8,7.8,4.2,12.1,18.0,NBA Team Postseason Stats 2020-21
10,Washington Wizards,5,110.0,40.6,88.6,45.8,7.0,24.2,28.9,21.8,29.0,75.2,10.6,32.8,43.4,22.4,4.8,4.8,12.8,24.0,NBA Team Postseason Stats 2020-21
11,Phoenix Suns,22,109.0,40.9,85.0,48.1,11.2,29.7,37.6,16.0,18.6,86.1,8.0,34.7,42.7,23.2,6.5,4.2,11.4,19.7,NBA Team Postseason Stats 2020-21
12,Atlanta Hawks,18,106.3,38.9,86.8,44.9,11.7,34.2,34.3,16.7,20.9,79.8,9.1,33.3,42.4,20.2,6.7,4.4,11.9,21.2,NBA Team Postseason Stats 2020-21
13,Dallas Mavericks,7,106.0,39.1,86.0,45.5,13.6,35.0,38.8,14.1,20.0,70.7,10.3,30.3,40.6,20.7,5.6,2.1,10.3,20.3,NBA Team Postseason Stats 2020-21
14,Miami Heat,4,98.0,35.3,89.3,39.5,12.0,35.8,33.6,15.5,20.3,76.5,9.0,33.3,42.3,21.5,7.3,3.5,13.8,20.5,NBA Team Postseason Stats 2020-21
15,Los Angeles Lakers,6,97.5,34.3,83.0,41.4,9.8,32.8,29.9,19.0,24.5,77.6,10.5,32.7,43.2,19.3,6.7,4.0,13.2,20.5,NBA Team Postseason Stats 2020-21
16,New York Knicks,5,97.0,34.4,86.4,39.8,10.4,30.4,34.2,17.8,21.8,81.7,11.8,34.6,46.4,18.6,5.8,2.8,11.4,19.8,NBA Team Postseason Stats 2020-21
