Rank,Team Name,GP,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OR,DR,REB,AST,STL,BLK,TO,PF,Title
1,Golden State Warriors,82,114.9,42.5,87.3,48.7,13.1,31.6,41.6,16.7,21.8,76.3,10.0,36.2,46.2,28.9,8.4,6.1,14.9,20.7,NBA Team Regular Season Stats 2015-16
2,Oklahoma City Thunder,82,110.2,41.1,86.4,47.6,8.3,23.7,34.8,19.7,25.2,78.2,13.1,35.6,48.6,23.0,7.4,5.9,15.5,20.6,NBA Team Regular Season Stats 2015-16
3,Sacramento Kings,82,106.6,40.0,86.4,46.3,8.0,22.4,35.9,18.5,25.5,72.5,10.6,33.7,44.2,24.5,8.9,4.5,15.5,20.4,NBA Team Regular Season Stats 2015-16
4,Houston Rockets,82,106.5,37.7,83.5,45.2,10.7,30.9,34.7,20.4,29.4,69.4,11.3,31.7,43.1,22.2,10.0,5.2,15.2,21.8,NBA Team Regular Season Stats 2015-16
5,Boston Celtics,82,105.7,39.2,89.2,43.9,8.7,26.1,33.5,18.5,23.5,78.8,11.6,33.3,44.9,24.2,9.2,4.2,13.5,21.9,NBA Team Regular Season Stats 2015-16
6,Portland Trail Blazers,82,105.1,38.6,85.9,45.0,10.5,28.5,37.0,17.4,23.0,75.4,11.6,33.9,45.5,21.3,6.9,4.6,14.1,21.7,NBA Team Regular Season Stats 2015-16
7,LA Clippers,82,104.5,38.3,82.4,46.5,9.7,26.7,36.4,18.2,26.2,69.2,8.8,33.3,42.0,22.8,8.6,5.6,12.4,21.3,NBA Team Regular Season Stats 2015-16
8,Cleveland Cavaliers,82,104.3,38.7,84.0,46.0,10.7,29.6,36.2,16.3,21.7,74.8,10.6,33.9,44.5,22.7,6.7,3.9,12.9,20.3,NBA Team Regular Season Stats 2015-16
9,Washington Wizards,82,104.1,39.5,85.8,46.0,8.6,24.2,35.8,16.5,22.5,73.0,9.1,32.8,41.8,24.5,8.6,3.9,13.9,20.8,NBA Team Regular Season Stats 2015-16
10,San Antonio Spurs,82,103.5,40.1,82.9,48.4,7.0,18.5,37.5,16.4,20.4,80.3,9.4,34.5,43.9,24.5,8.3,5.9,12.5,17.5,NBA Team Regular Season Stats 2015-16
11,Charlotte Hornets,82,103.4,37.0,84.4,43.9,10.6,29.4,36.2,18.7,23.7,79.0,9.0,35.0,43.9,21.7,7.3,5.3,11.9,18.1,NBA Team Regular Season Stats 2015-16
12,Atlanta Hawks,82,102.8,38.6,84.4,45.8,9.9,28.4,35.0,15.6,20.0,78.3,8.3,33.8,42.1,25.6,9.1,5.9,14.5,19.1,NBA Team Regular Season Stats 2015-16
13,New Orleans Pelicans,82,102.7,38.5,85.9,44.8,8.6,23.8,36.0,17.3,22.2,77.6,9.5,33.1,42.6,22.2,7.7,4.2,13.0,20.9,NBA Team Regular Season Stats 2015-16
14,Toronto Raptors,82,102.7,36.7,81.3,45.1,8.6,23.4,37.0,20.8,26.7,77.7,10.2,33.2,43.4,18.7,7.8,5.5,12.1,19.6,NBA Team Regular Season Stats 2015-16
15,Minnesota Timberwolves,82,102.4,37.7,81.3,46.4,5.5,16.4,33.8,21.4,27.0,79.2,10.0,31.5,41.6,23.4,8.0,4.6,14.4,20.7,NBA Team Regular Season Stats 2015-16
16,Dallas Mavericks,82,102.3,37.4,84.1,44.4,9.8,28.6,34.4,17.7,22.3,79.4,9.2,33.9,43.1,22.1,6.8,3.7,12.3,19.5,NBA Team Regular Season Stats 2015-16
17,Indiana Pacers,82,102.2,38.3,85.2,45.0,8.1,23.0,35.1,17.4,22.8,76.4,10.3,33.9,44.2,21.2,9.0,4.8,14.3,20.0,NBA Team Regular Season Stats 2015-16
18,Orlando Magic,82,102.1,39.5,86.8,45.5,7.8,22.2,35.0,15.2,20.1,75.7,10.3,33.0,43.3,23.6,8.2,5.1,13.6,20.7,NBA Team Regular Season Stats 2015-16
19,Detroit Pistons,82,102.0,37.9,86.4,43.9,9.0,26.2,34.5,17.1,25.5,66.8,12.5,33.9,46.3,19.4,7.0,3.7,13.0,19.0,NBA Team Regular Season Stats 2015-16
20,Denver Nuggets,82,101.9,37.7,85.4,44.2,8.0,23.7,33.8,18.5,24.1,76.6,11.5,33.1,44.6,22.7,7.4,4.8,14.2,21.0,NBA Team Regular Season Stats 2015-16
