Rank,Team Name,GP,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OR,DR,REB,AST,STL,BLK,TO,PF,Title
1,Golden State Warriors,24,107.7,38.9,85.6,45.5,12.8,32.4,39.3,17.1,23.3,73.5,10.5,32.7,43.2,24.3,8.0,5.5,14.0,22.0,NBA Team Postseason Stats 2015-16
2,Oklahoma City Thunder,18,106.4,38.2,84.5,45.2,8.3,24.9,33.3,21.7,27.6,78.6,12.5,34.4,46.9,20.5,7.7,5.4,13.9,20.3,NBA Team Postseason Stats 2015-16
3,Portland Trail Blazers,11,105.0,37.1,89.1,41.6,11.9,31.3,38.1,18.9,25.5,74.0,12.9,34.7,47.6,21.5,6.2,3.9,13.1,23.5,NBA Team Postseason Stats 2015-16
4,Cleveland Cavaliers,21,104.8,38.3,81.8,46.9,12.3,30.2,40.6,15.8,21.8,72.5,10.7,32.6,43.3,21.2,7.8,4.2,12.5,19.6,NBA Team Postseason Stats 2015-16
5,San Antonio Spurs,10,102.0,38.7,82.5,46.9,8.2,19.1,42.9,16.4,20.5,80.0,7.9,31.6,39.5,21.3,9.1,7.0,11.6,18.2,NBA Team Postseason Stats 2015-16
6,Atlanta Hawks,10,100.1,36.6,84.8,43.2,10.6,31.8,33.3,16.3,20.5,79.5,8.9,35.4,44.3,22.6,7.5,7.6,14.4,20.2,NBA Team Postseason Stats 2015-16
7,LA Clippers,6,98.3,37.2,85.0,43.7,5.7,19.5,29.1,18.3,29.3,62.5,11.3,34.8,46.2,18.2,8.5,4.7,9.7,20.5,NBA Team Postseason Stats 2015-16
8,Miami Heat,14,96.9,36.9,80.5,45.8,6.9,19.1,35.8,16.3,21.3,76.5,9.1,35.1,44.2,16.4,5.4,5.9,13.1,21.2,NBA Team Postseason Stats 2015-16
9,Detroit Pistons,4,95.0,36.0,75.3,47.8,8.8,23.3,37.6,14.3,22.0,64.8,7.0,30.8,37.8,21.8,5.3,3.3,10.5,19.0,NBA Team Postseason Stats 2015-16
10,Boston Celtics,6,93.8,34.3,89.5,38.4,8.7,31.5,27.5,16.5,21.0,78.6,10.7,35.3,46.0,21.0,6.3,6.5,14.7,22.0,NBA Team Postseason Stats 2015-16
11,Dallas Mavericks,5,93.8,35.4,81.2,43.6,6.2,21.4,29.0,16.8,24.2,69.4,9.2,25.8,35.0,20.6,6.0,2.4,11.8,24.0,NBA Team Postseason Stats 2015-16
12,Indiana Pacers,7,93.7,33.0,74.9,44.1,8.1,21.3,38.3,19.6,23.9,82.0,9.1,30.1,39.3,18.1,7.6,5.6,14.4,22.3,NBA Team Postseason Stats 2015-16
13,Toronto Raptors,20,93.4,34.3,81.4,42.1,6.9,23.0,29.8,18.1,24.5,73.7,10.8,29.6,40.4,15.7,7.5,3.7,13.0,21.9,NBA Team Postseason Stats 2015-16
14,Houston Rockets,5,91.2,33.0,85.6,38.6,7.6,28.4,26.8,17.6,27.4,64.2,14.4,33.0,47.4,18.0,8.4,4.2,19.0,25.6,NBA Team Postseason Stats 2015-16
15,Charlotte Hornets,7,90.3,31.9,80.4,39.6,5.7,18.6,30.8,20.9,24.9,83.9,7.1,29.7,36.9,13.6,5.7,3.3,9.4,17.4,NBA Team Postseason Stats 2015-16
16,Memphis Grizzlies,4,81.0,32.0,81.3,39.4,4.8,16.0,29.7,12.3,17.5,70.0,13.8,27.3,41.0,16.5,7.8,4.0,15.5,21.5,NBA Team Postseason Stats 2015-16
