Rank,Team Name,GP,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OR,DR,REB,AST,STL,BLK,TO,PF,Title
1,Golden State Warriors,82,115.9,43.1,87.1,49.5,12.0,31.2,38.3,17.8,22.6,78.8,9.4,35.0,44.4,30.4,9.6,6.8,14.4,19.3,NBA Team Regular Season Stats 2016-17
2,Houston Rockets,82,115.3,40.3,87.2,46.2,14.4,40.3,35.7,20.3,26.5,76.6,10.9,33.5,44.4,25.2,8.2,4.3,14.5,19.9,NBA Team Regular Season Stats 2016-17
3,Denver Nuggets,82,111.7,41.2,87.7,46.9,10.6,28.8,36.8,18.7,24.2,77.4,11.8,34.6,46.4,25.3,6.9,3.9,14.5,19.1,NBA Team Regular Season Stats 2016-17
4,Cleveland Cavaliers,82,110.3,39.9,84.9,47.0,13.0,33.9,38.4,17.5,23.3,74.8,9.3,34.4,43.8,22.7,6.6,4.0,13.2,18.1,NBA Team Regular Season Stats 2016-17
5,Washington Wizards,82,109.2,41.3,87.0,47.5,9.2,24.8,37.2,17.3,22.1,78.4,10.3,32.6,42.9,23.9,8.5,4.1,13.5,21.3,NBA Team Regular Season Stats 2016-17
6,LA Clippers,82,108.7,39.5,83.2,47.5,10.3,27.4,37.5,19.3,26.0,74.5,9.0,34.0,43.0,22.5,7.5,4.2,12.5,19.8,NBA Team Regular Season Stats 2016-17
7,Boston Celtics,82,108.0,38.6,85.1,45.4,12.0,33.4,35.9,18.7,23.2,80.7,9.1,32.9,42.0,25.2,7.5,4.1,12.6,20.6,NBA Team Regular Season Stats 2016-17
8,Portland Trail Blazers,82,107.9,39.5,86.1,45.9,10.4,27.7,37.5,18.5,23.7,78.0,10.1,33.5,43.7,21.1,7.0,5.0,13.1,21.2,NBA Team Regular Season Stats 2016-17
9,Phoenix Suns,82,107.7,39.9,88.5,45.0,7.5,22.6,33.2,20.4,26.3,77.6,11.9,33.1,45.0,19.6,8.2,4.9,14.9,24.8,NBA Team Regular Season Stats 2016-17
10,Toronto Raptors,82,106.9,39.2,84.4,46.4,8.8,24.3,36.3,19.7,24.7,79.6,10.6,32.6,43.3,18.5,8.3,4.9,11.8,20.8,NBA Team Regular Season Stats 2016-17
11,Oklahoma City Thunder,82,106.6,39.5,87.4,45.2,8.4,25.8,32.7,19.2,25.8,74.5,12.2,34.4,46.6,21.0,7.9,5.0,14.6,20.9,NBA Team Regular Season Stats 2016-17
12,Brooklyn Nets,82,105.8,37.8,85.2,44.4,10.7,31.6,33.8,19.4,24.6,78.8,8.8,35.1,43.9,21.4,7.2,4.7,15.9,21.0,NBA Team Regular Season Stats 2016-17
13,Minnesota Timberwolves,82,105.6,39.5,84.4,46.7,7.3,21.0,34.9,19.3,24.2,79.9,11.4,31.0,42.4,23.7,8.0,4.5,13.4,20.1,NBA Team Regular Season Stats 2016-17
