Rank,Team Name,GP,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OR,DR,REB,AST,STL,BLK,TO,PF,Title
1,Milwaukee Bucks,5,118.8,44.0,92.6,47.5,15.6,41.2,37.9,15.2,21.4,71.0,10.2,34.2,44.4,26.8,6.6,3.6,14.2,18.8,NBA Team Postseason Stats 2022-23
2,Atlanta Hawks,6,115.8,44.0,96.3,45.7,14.0,37.3,37.5,13.8,17.0,81.4,12.2,31.7,43.8,24.5,7.7,4.8,12.3,16.3,NBA Team Postseason Stats 2022-23
3,LA Clippers,5,115.6,40.8,88.6,46.0,12.2,33.8,36.1,21.8,26.4,82.6,11.8,28.2,40.0,21.6,6.6,4.2,13.8,23.0,NBA Team Postseason Stats 2022-23
4,Phoenix Suns,11,114.2,43.1,86.8,49.6,9.4,25.8,36.3,18.6,23.4,79.8,9.2,30.8,40.0,24.5,6.3,5.6,11.4,22.0,NBA Team Postseason Stats 2022-23
5,Sacramento Kings,7,113.7,41.0,95.6,42.9,12.1,39.7,30.6,19.6,25.7,76.1,14.0,33.7,47.7,22.0,7.7,4.3,14.0,22.6,NBA Team Postseason Stats 2022-23
6,Denver Nuggets,20,113.5,42.3,86.0,49.2,11.3,30.0,37.5,17.7,22.1,80.1,10.1,34.7,44.8,25.8,6.9,4.2,10.6,19.3,NBA Team Postseason Stats 2022-23
7,Golden State Warriors,13,113.1,41.9,93.6,44.8,14.5,42.5,34.0,14.8,19.7,75.0,12.5,34.5,47.1,28.2,7.2,4.6,13.7,22.9,NBA Team Postseason Stats 2022-23
8,Los Angeles Lakers,16,112.3,41.1,87.1,47.1,10.1,30.3,33.5,20.1,24.8,80.9,9.1,35.6,44.6,24.9,6.8,6.4,11.3,17.4,NBA Team Postseason Stats 2022-23
9,Boston Celtics,20,112.0,40.9,85.5,47.8,14.1,38.7,36.4,16.2,20.0,81.0,9.5,33.6,43.1,24.2,6.0,6.4,12.1,17.2,NBA Team Postseason Stats 2022-23
10,Miami Heat,23,108.3,39.7,86.8,45.8,12.8,33.7,38.0,16.1,19.8,81.3,9.2,31.0,40.3,23.6,7.0,3.6,11.0,20.1,NBA Team Postseason Stats 2022-23
11,Minnesota Timberwolves,5,105.4,37.8,82.6,45.8,11.2,32.2,34.8,18.6,24.2,76.9,8.4,30.8,39.2,22.6,6.6,4.8,12.4,21.6,NBA Team Postseason Stats 2022-23
12,Memphis Grizzlies,6,104.7,38.3,95.3,40.2,12.0,38.5,31.2,16.0,19.2,83.5,13.2,33.3,46.5,23.3,6.7,3.5,13.0,20.5,NBA Team Postseason Stats 2022-23
13,Philadelphia 76ers,11,102.5,36.7,84.0,43.7,12.2,33.9,35.9,16.9,19.1,88.6,10.0,33.0,43.0,19.1,7.6,5.3,10.7,18.7,NBA Team Postseason Stats 2022-23
14,New York Knicks,11,100.1,35.3,81.5,43.3,9.5,32.7,29.2,20.0,26.8,74.6,12.9,32.5,45.4,18.7,7.0,4.5,13.3,19.5,NBA Team Postseason Stats 2022-23
15,Cleveland Cavaliers,5,94.2,35.2,78.4,44.9,10.0,30.6,32.7,13.8,18.6,74.2,9.2,28.0,37.2,22.0,6.8,4.0,15.2,20.4,NBA Team Postseason Stats 2022-23
16,Brooklyn Nets,4,92.5,34.0,77.3,44.0,11.3,34.5,32.6,13.3,18.3,72.6,5.8,29.3,35.0,22.3,5.3,3.8,11.5,15.5,NBA Team Postseason Stats 2022-23
