Rank,Team Name,GP,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OR,DR,REB,AST,STL,BLK,TO,PF,Title
1,Golden State Warriors,21,110.4,41.2,86.0,48.0,11.2,31.4,35.7,16.8,20.4,82.2,9.1,35.9,45.0,26.0,7.9,5.8,12.9,19.7,NBA Team Postseason Stats 2017-18
2,New Orleans Pelicans,9,110.0,42.9,89.8,47.8,9.9,27.0,36.6,14.3,18.3,78.2,7.9,37.7,45.6,26.9,8.1,5.0,14.4,19.3,NBA Team Postseason Stats 2017-18
3,Philadelphia 76ers,10,108.8,38.7,88.5,43.7,9.9,29.3,33.8,21.5,28.3,76.0,13.4,36.1,49.5,25.8,7.8,4.1,14.6,22.8,NBA Team Postseason Stats 2017-18
4,Toronto Raptors,10,107.3,38.9,82.3,47.3,10.4,26.7,39.0,19.1,23.9,79.9,9.4,30.7,40.1,21.8,5.7,6.1,14.0,22.6,NBA Team Postseason Stats 2017-18
5,Washington Wizards,6,107.2,39.7,85.2,46.6,8.0,21.8,36.6,19.8,23.3,85.0,8.5,31.5,40.0,23.3,7.8,5.2,13.5,21.0,NBA Team Postseason Stats 2017-18
6,Portland Trail Blazers,4,105.5,41.3,91.0,45.3,10.8,32.3,33.3,12.3,15.8,77.8,11.3,32.3,43.5,19.0,8.3,3.8,14.5,20.5,NBA Team Postseason Stats 2017-18
7,Houston Rockets,17,104.9,37.2,85.3,43.6,13.4,39.8,33.7,17.2,22.2,77.2,8.8,34.2,43.0,18.8,8.1,5.5,12.1,19.1,NBA Team Postseason Stats 2017-18
8,Miami Heat,5,103.4,36.6,82.8,44.2,10.8,27.6,39.1,19.4,28.6,67.8,9.6,31.4,41.0,23.8,8.8,6.4,16.0,29.2,NBA Team Postseason Stats 2017-18
9,Utah Jazz,11,102.4,37.7,82.9,45.5,10.7,29.9,35.9,16.2,23.5,68.7,9.4,35.6,45.0,20.3,7.5,5.0,15.5,20.5,NBA Team Postseason Stats 2017-18
10,Milwaukee Bucks,7,101.9,39.1,78.3,50.0,9.6,25.7,37.2,14.0,19.9,70.5,5.6,33.0,38.6,22.0,6.6,6.7,13.1,22.9,NBA Team Postseason Stats 2017-18
11,Minnesota Timberwolves,5,101.6,38.0,82.6,46.0,9.0,21.8,41.3,16.6,22.8,72.8,8.6,36.6,45.2,22.4,5.0,3.2,12.6,18.2,NBA Team Postseason Stats 2017-18
12,Boston Celtics,19,101.4,36.4,83.3,43.7,10.5,30.6,34.3,18.1,23.5,76.7,8.8,32.8,41.7,21.2,6.8,4.1,11.6,20.4,NBA Team Postseason Stats 2017-18
13,Oklahoma City Thunder,6,101.2,37.2,86.5,43.0,10.5,28.8,36.4,16.3,21.2,77.2,9.3,34.7,44.0,16.3,8.8,4.2,14.0,21.7,NBA Team Postseason Stats 2017-18
14,Cleveland Cavaliers,22,101.1,36.9,81.9,45.0,10.0,30.3,33.1,17.4,23.1,75.2,9.8,31.6,41.4,19.2,6.0,4.4,12.7,19.5,NBA Team Postseason Stats 2017-18
15,Indiana Pacers,7,100.6,38.6,80.1,48.1,9.7,27.1,35.8,13.7,19.3,71.1,8.1,31.9,40.0,21.1,8.1,2.7,13.1,21.9,NBA Team Postseason Stats 2017-18
16,San Antonio Spurs,5,96.8,34.6,83.8,41.3,8.4,28.2,29.8,19.2,23.0,83.5,8.4,29.2,37.6,19.0,7.6,3.0,11.0,20.4,NBA Team Postseason Stats 2017-18
