Rank,Team Name,GP,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OR,DR,REB,AST,STL,BLK,TO,PF,Title
1,Chicago Bulls,7,108.3,38.4,87.1,44.1,7.3,19.3,37.8,24.1,29.9,80.9,10.4,35.1,45.6,19.9,6.7,8.1,16.1,24.6,NBA Team Postseason Stats 2008-09
2,Denver Nuggets,16,107.9,37.3,78.4,47.5,8.1,21.1,38.3,25.4,33.4,75.9,10.7,29.6,40.3,22.6,9.2,5.2,12.1,25.8,NBA Team Postseason Stats 2008-09
3,Los Angeles Lakers,23,102.4,37.4,80.5,46.5,7.0,18.4,37.7,20.6,27.5,74.7,11.1,30.9,42.0,19.4,7.9,6.3,13.0,23.5,NBA Team Postseason Stats 2008-09
4,Boston Celtics,14,102.1,37.4,84.1,44.5,6.7,18.6,36.0,20.6,26.0,79.1,10.9,32.4,43.2,22.9,7.8,4.9,13.6,24.3,NBA Team Postseason Stats 2008-09
5,Dallas Mavericks,10,101.6,35.6,75.7,47.0,7.3,20.6,35.4,23.1,28.4,81.3,9.2,31.5,40.7,18.1,6.5,3.8,13.0,22.8,NBA Team Postseason Stats 2008-09
6,Cleveland Cavaliers,14,97.6,34.8,75.1,46.3,6.6,19.8,33.6,21.4,28.8,74.2,10.1,30.2,40.3,19.1,6.6,4.6,12.4,20.6,NBA Team Postseason Stats 2008-09
7,Utah Jazz,5,97.4,35.0,81.0,43.2,5.0,14.6,34.2,22.4,30.2,74.2,13.2,29.4,42.6,25.4,9.8,3.4,14.6,23.8,NBA Team Postseason Stats 2008-09
8,Orlando Magic,24,97.0,34.5,75.4,45.7,8.4,23.3,36.0,19.6,27.1,72.2,8.3,30.0,38.4,18.9,6.8,4.8,13.2,21.4,NBA Team Postseason Stats 2008-09
9,Houston Rockets,13,91.5,34.0,76.1,44.7,6.6,20.2,32.8,16.8,21.9,76.8,9.7,30.8,40.5,17.0,6.2,3.2,14.2,20.1,NBA Team Postseason Stats 2008-09
10,San Antonio Spurs,5,90.4,35.0,76.6,45.7,5.8,17.6,33.0,14.6,20.6,70.9,8.8,28.8,37.6,16.0,5.6,3.0,11.0,22.0,NBA Team Postseason Stats 2008-09
11,Philadelphia 76ers,6,88.5,34.0,75.0,45.3,5.8,15.8,36.8,14.7,20.7,71.0,8.0,28.8,36.8,17.8,6.2,3.0,14.7,23.0,NBA Team Postseason Stats 2008-09
12,Miami Heat,7,88.1,31.3,69.6,45.0,7.1,20.0,35.7,18.4,22.6,81.6,8.9,29.9,38.7,15.0,6.1,5.7,13.4,22.1,NBA Team Postseason Stats 2008-09
13,Portland Trail Blazers,6,87.2,33.3,74.5,44.7,5.5,14.2,38.8,15.0,19.7,76.3,9.8,26.5,36.3,14.7,6.0,7.5,11.3,21.7,NBA Team Postseason Stats 2008-09
14,New Orleans Hornets,5,84.2,27.8,70.2,39.6,6.0,18.4,32.6,22.6,28.0,80.7,9.2,27.8,37.0,15.8,6.6,2.6,18.4,24.8,NBA Team Postseason Stats 2008-09
15,Atlanta Hawks,11,84.0,30.1,73.6,40.9,6.1,17.5,34.7,17.7,23.8,74.4,10.7,24.2,34.9,16.9,6.9,3.4,12.1,21.4,NBA Team Postseason Stats 2008-09
16,Detroit Pistons,4,78.0,31.5,77.0,40.9,3.0,12.3,24.5,12.0,14.5,82.8,7.5,26.0,33.5,16.5,4.3,3.0,11.3,23.8,NBA Team Postseason Stats 2008-09
