Rank,Team Name,GP,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OR,DR,REB,AST,STL,BLK,TO,PF,Title
1,Los Angeles Lakers,21,102.4,36.8,78.6,46.8,7.0,19.0,36.7,22.0,29.1,75.3,8.8,30.8,39.6,20.8,7.2,5.3,13.3,23.3,NBA Team Postseason Stats 2007-08
2,Denver Nuggets,4,101.5,37.8,88.5,42.7,4.5,18.0,25.0,21.5,29.0,74.1,16.5,32.3,48.8,18.5,6.3,4.8,14.5,25.5,NBA Team Postseason Stats 2007-08
3,Phoenix Suns,5,100.4,38.0,82.4,46.1,5.0,14.8,33.8,19.4,30.4,63.8,9.4,32.2,41.6,18.8,5.2,7.0,12.4,22.6,NBA Team Postseason Stats 2007-08
4,Toronto Raptors,5,99.4,37.2,85.6,43.5,8.4,24.0,35.0,16.6,19.2,86.5,9.8,29.4,39.2,24.0,7.2,2.4,10.0,22.8,NBA Team Postseason Stats 2007-08
5,Utah Jazz,12,98.9,36.4,81.8,44.5,5.8,16.7,35.0,20.3,27.0,75.0,14.5,29.8,44.3,21.4,6.5,5.8,12.9,25.5,NBA Team Postseason Stats 2007-08
6,Orlando Magic,10,97.1,35.4,75.4,47.0,9.0,25.3,35.6,17.3,24.3,71.2,11.7,31.2,42.9,17.4,4.8,4.9,14.5,20.5,NBA Team Postseason Stats 2007-08
7,New Orleans Hornets,12,96.6,37.6,81.0,46.4,5.8,14.0,41.1,15.7,20.3,77.4,10.3,31.8,42.1,19.3,7.3,5.1,8.8,20.7,NBA Team Postseason Stats 2007-08
8,San Antonio Spurs,17,94.1,35.5,79.7,44.6,7.5,20.1,37.5,15.5,20.8,74.5,9.0,32.8,41.8,20.4,5.3,4.1,12.8,22.5,NBA Team Postseason Stats 2007-08
9,Boston Celtics,26,94.0,33.6,75.1,44.7,6.0,16.8,35.9,20.8,26.6,78.3,11.1,28.9,40.0,21.5,7.6,4.3,12.8,24.3,NBA Team Postseason Stats 2007-08
10,Dallas Mavericks,5,94.0,31.6,78.8,40.1,7.2,20.8,34.6,23.6,30.0,78.7,14.4,30.8,45.2,19.4,4.0,4.0,11.6,20.6,NBA Team Postseason Stats 2007-08
11,Washington Wizards,6,92.2,32.0,75.2,42.6,6.0,19.7,30.5,22.2,29.0,76.4,9.7,27.7,37.3,15.7,7.2,4.8,12.3,22.8,NBA Team Postseason Stats 2007-08
12,Detroit Pistons,17,91.4,33.9,74.5,45.5,4.5,13.3,34.1,19.1,23.8,80.2,10.6,25.6,36.2,20.5,7.4,5.8,12.9,23.3,NBA Team Postseason Stats 2007-08
13,Cleveland Cavaliers,13,89.9,31.1,74.1,42.0,6.7,19.4,34.5,21.1,29.2,72.1,11.8,29.2,40.9,20.2,6.0,4.8,13.8,22.1,NBA Team Postseason Stats 2007-08
14,Houston Rockets,6,88.0,32.2,78.7,40.9,5.8,20.0,29.2,17.8,26.2,68.2,13.0,29.0,42.0,15.5,6.8,5.5,10.8,21.2,NBA Team Postseason Stats 2007-08
15,Atlanta Hawks,7,87.1,29.3,71.3,41.1,4.0,12.4,32.2,24.6,31.4,78.2,11.6,26.7,38.3,17.4,4.3,5.7,15.9,20.1,NBA Team Postseason Stats 2007-08
16,Philadelphia 76ers,6,85.8,31.2,74.7,41.7,1.8,7.8,23.4,21.7,30.0,72.2,13.5,24.7,38.2,15.8,8.8,3.7,14.8,19.2,NBA Team Postseason Stats 2007-08
