Rank,Team Name,GP,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OR,DR,REB,AST,STL,BLK,TO,PF,Title
1,LA Clippers,6,114.7,39.8,89.2,44.7,11.5,31.7,36.3,23.5,28.8,81.5,10.0,30.2,40.2,25.3,8.0,3.3,15.0,25.0,NBA Team Postseason Stats 2018-19
2,Golden State Warriors,22,114.1,41.1,86.1,47.7,12.2,32.7,37.2,19.8,24.3,81.3,10.1,33.2,43.3,28.4,7.4,5.7,14.9,23.2,NBA Team Postseason Stats 2018-19
3,Milwaukee Bucks,15,112.8,39.8,88.3,45.1,12.8,38.1,33.6,20.4,28.0,72.9,10.1,41.8,51.9,25.0,6.7,6.4,13.0,21.8,NBA Team Postseason Stats 2018-19
4,Brooklyn Nets,5,111.4,38.4,91.4,42.0,11.0,34.0,32.4,23.6,29.2,80.8,11.2,29.2,40.4,19.2,7.6,2.8,14.2,22.8,NBA Team Postseason Stats 2018-19
5,Portland Trail Blazers,16,109.7,39.4,90.4,43.6,11.8,32.8,36.0,19.0,24.8,76.6,11.4,33.8,45.2,19.8,6.9,5.1,12.9,22.8,NBA Team Postseason Stats 2018-19
6,Denver Nuggets,14,109.1,39.9,90.2,44.3,9.6,27.8,34.4,19.7,25.2,78.2,13.1,34.6,47.7,24.0,5.7,4.6,9.8,21.3,NBA Team Postseason Stats 2018-19
7,Philadelphia 76ers,12,108.7,39.4,85.8,45.9,9.4,28.4,33.1,20.4,25.8,79.0,11.4,37.1,48.5,24.4,6.3,5.4,16.5,22.4,NBA Team Postseason Stats 2018-19
8,Houston Rockets,11,108.5,37.2,83.8,44.4,15.6,42.7,36.6,18.5,24.3,76.4,9.6,33.3,42.9,18.3,8.5,5.1,15.8,21.6,NBA Team Postseason Stats 2018-19
9,Toronto Raptors,24,106.6,37.7,84.8,44.4,11.9,34.5,34.6,19.3,23.3,83.0,8.3,34.0,42.3,22.5,8.0,4.6,12.1,22.6,NBA Team Postseason Stats 2018-19
10,Oklahoma City Thunder,5,105.2,37.8,86.0,44.0,10.4,31.4,33.1,19.2,25.4,75.6,10.2,33.0,43.2,22.6,6.6,5.4,15.2,24.2,NBA Team Postseason Stats 2018-19
11,San Antonio Spurs,7,103.3,39.4,85.1,46.3,6.7,19.9,33.8,17.7,23.0,77.0,10.7,34.4,45.1,21.1,4.6,4.0,8.4,19.4,NBA Team Postseason Stats 2018-19
12,Boston Celtics,9,102.1,35.7,84.1,42.4,11.3,33.0,34.3,19.4,24.2,80.3,7.4,40.3,47.8,21.4,5.9,3.8,14.8,20.8,NBA Team Postseason Stats 2018-19
13,Detroit Pistons,4,98.0,37.5,96.8,38.8,11.0,33.3,33.1,12.0,16.5,72.7,10.8,31.5,42.3,23.0,7.3,4.0,10.5,24.3,NBA Team Postseason Stats 2018-19
14,Utah Jazz,5,97.8,34.6,86.4,40.0,9.4,35.8,26.3,19.2,25.6,75.0,11.8,35.4,47.2,23.0,9.2,5.4,15.2,21.8,NBA Team Postseason Stats 2018-19
15,Orlando Magic,5,92.0,32.2,83.0,38.8,10.4,34.8,29.9,17.2,22.2,77.5,9.6,33.8,43.4,19.0,6.6,4.0,15.6,18.8,NBA Team Postseason Stats 2018-19
16,Indiana Pacers,4,91.8,33.5,83.5,40.1,10.0,29.8,33.6,14.8,20.5,72.0,8.0,32.3,40.3,20.8,8.3,3.5,12.0,20.0,NBA Team Postseason Stats 2018-19
