DATE,OPPONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Sat, Apr 17", Memphis ,W98-74  ,Duncan  26,Duncan  9,Parker  8,A,San Antonio Spurs 2003-04 Postseason NBA Schedule
"Mon, Apr 19", Memphis ,W87-70  ,Parker  27,Duncan  12,Parker  7,A,San Antonio Spurs 2003-04 Postseason NBA Schedule
"Thu, Apr 22",Memphis ,W95-93  ,Duncan  22,Duncan  13,Parker  6,H,San Antonio Spurs 2003-04 Postseason NBA Schedule
"Sun, Apr 25",Memphis ,W110-97  ,Parker  29,Duncan  6,Parker  13,H,San Antonio Spurs 2003-04 Postseason NBA Schedule
DATE,PONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,H,San Antonio Spurs 2003-04 Postseason NBA Schedule
"Sun, May 2", Los Angeles ,W88-78  ,Duncan  30,Duncan  11,Parker  9,A,San Antonio Spurs 2003-04 Postseason NBA Schedule
"Wed, May 5", Los Angeles ,W95-85  ,Parker  30,Duncan  7,Ginobili  6,A,San Antonio Spurs 2003-04 Postseason NBA Schedule
"Sun, May 9",Los Angeles ,L105-81  ,Ginobili  17,Duncan  13,Parker  5,H,San Antonio Spurs 2003-04 Postseason NBA Schedule
"Tue, May 11",Los Angeles ,L98-90  ,Ginobili  21,Duncan  10,Duncan  8,H,San Antonio Spurs 2003-04 Postseason NBA Schedule
"Thu, May 13", Los Angeles ,L74-73  ,Duncan  21,Duncan  21,Parker  6,A,San Antonio Spurs 2003-04 Postseason NBA Schedule
"Sat, May 15",Los Angeles ,L88-76  ,Duncan  20,Duncan  11,Ginobili  4,H,San Antonio Spurs 2003-04 Postseason NBA Schedule
