DATE,OPPONENT,RESULT,W-L,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Thu, Oct 21", Dallas ,W113-87  ,1-0,Reddish  20,Capela  13,Young  14,A,Atlanta Hawks 2021-22 Regular Season NBA Schedule
"Sat, Oct 23",Cleveland ,L101-95  ,1-1,Young  24,Capela  14,Young  7,H,Atlanta Hawks 2021-22 Regular Season NBA Schedule
"Mon, Oct 25", Detroit ,W122-104  ,2-1,Young  32,Dieng  12,Young  9,A,Atlanta Hawks 2021-22 Regular Season NBA Schedule
"Wed, Oct 27",New Orleans ,W102-99  ,3-1,Young  31,Collins  12,Young  7,H,Atlanta Hawks 2021-22 Regular Season NBA Schedule
"Thu, Oct 28",Washington ,L122-111  ,3-2,Collins  28,Collins  12,Young  13,H,Atlanta Hawks 2021-22 Regular Season NBA Schedule
"Sat, Oct 30",Philadelphia ,L122-94  ,3-3,Reddish  16,Capela  12,Young  10,H,Atlanta Hawks 2021-22 Regular Season NBA Schedule
"Mon, Nov 1", Washington ,W118-111  ,4-3,Young  26,Capela  12,Young  6,A,Atlanta Hawks 2021-22 Regular Season NBA Schedule
"Wed, Nov 3",Brooklyn ,L117-108  ,4-4,Hunter  26,Capela  16,Young  10,H,Atlanta Hawks 2021-22 Regular Season NBA Schedule
"Thu, Nov 4", Utah ,L116-98  ,4-5,Young  21,Capela  10,Young  7,A,Atlanta Hawks 2021-22 Regular Season NBA Schedule
"Sat, Nov 6",Phoenix ,L121-117  ,4-6,Young  31,Capela  13,Young  13,H,Atlanta Hawks 2021-22 Regular Season NBA Schedule
"Mon, Nov 8",Golden State ,L127-113  ,4-7,Young  28,Collins  6,Young  9,H,Atlanta Hawks 2021-22 Regular Season NBA Schedule
"Tue, Nov 9",Utah ,L110-98  ,4-8,Huerter  28,Capela  12,Young  6,H,Atlanta Hawks 2021-22 Regular Season NBA Schedule
"Fri, Nov 12",Denver ,L105-96  ,4-9,Young  30,Capela  13,Young  9,H,Atlanta Hawks 2021-22 Regular Season NBA Schedule
"Sun, Nov 14", Milwaukee ,W120-100  ,5-9,Young  42,Capela  13,Young  10,A,Atlanta Hawks 2021-22 Regular Season NBA Schedule
"Mon, Nov 15", Orlando ,W129-111  ,6-9,Young  23,Capela  16,Young  6,A,Atlanta Hawks 2021-22 Regular Season NBA Schedule
"Wed, Nov 17", Boston ,W110-99  ,7-9,Collins  20,Capela  12,Young  11,A,Atlanta Hawks 2021-22 Regular Season NBA Schedule
"Sat, Nov 20", Charlotte ,W115-105  ,8-9,Capela  20,Capela  15,Young  9,A,Atlanta Hawks 2021-22 Regular Season NBA Schedule
"Mon, Nov 22", Oklahoma City ,W113-101  ,9-9,Young  30,Capela  14,Young  6,A,Atlanta Hawks 2021-22 Regular Season NBA Schedule
"Wed, Nov 24",San Antonio ,W124-106  ,10-9,Young  31,Capela  13,Young  11,H,Atlanta Hawks 2021-22 Regular Season NBA Schedule
"Fri, Nov 26",Memphis ,W132-100  ,11-9,Young  31,Capela  17,Young  10,H,Atlanta Hawks 2021-22 Regular Season NBA Schedule
"Sat, Nov 27", New York ,L99-90  ,11-10,Young  33,Capela  22,Young  7,A,Atlanta Hawks 2021-22 Regular Season NBA Schedule
"Wed, Dec 1",Indiana ,W114-111  ,12-10,Young  33,Capela  9,Young  10,H,Atlanta Hawks 2021-22 Regular Season NBA Schedule
"Fri, Dec 3", Philadelphia ,L98-96  ,12-11,Young  25,Capela  11,Young  10,A,Atlanta Hawks 2021-22 Regular Season NBA Schedule
"Sun, Dec 5", Charlotte ,L130-127  ,12-12,Collins  31,Capela  14,Young  15,A,Atlanta Hawks 2021-22 Regular Season NBA Schedule
"Mon, Dec 6",Minnesota ,W121-110  ,13-12,Young  29,Capela  16,Young  11,H,Atlanta Hawks 2021-22 Regular Season NBA Schedule
"Fri, Dec 10", Brooklyn ,L113-105  ,13-13,Young  31,Capela  16,Young  10,A,Atlanta Hawks 2021-22 Regular Season NBA Schedule
"Mon, Dec 13", Houston ,L132-126  ,13-14,Young  41,Capela  16,Young  9,A,Atlanta Hawks 2021-22 Regular Season NBA Schedule
"Wed, Dec 15",Orlando ,W111-99  ,14-14,Young  28,Capela  11,Huerter  5,H,Atlanta Hawks 2021-22 Regular Season NBA Schedule
"Fri, Dec 17", Denver ,L133-115  ,14-15,Young  34,Capela  11,Young  10,A,Atlanta Hawks 2021-22 Regular Season NBA Schedule
"Wed, Dec 22", Orlando ,L104-98  ,14-16,Reddish  34,Collins  12,Stephenson  5,A,Atlanta Hawks 2021-22 Regular Season NBA Schedule
"Thu, Dec 23",Philadelphia ,W98-96  ,15-16,Reddish  18,Mays  11,Wright  6,H,Atlanta Hawks 2021-22 Regular Season NBA Schedule
"Sat, Dec 25",New York ,L101-87  ,15-17,Collins  20,Capela  9,Dieng  5,H,Atlanta Hawks 2021-22 Regular Season NBA Schedule
"Mon, Dec 27", Chicago ,L130-118  ,15-18,Reddish  33,Capela  16,Young  9,A,Atlanta Hawks 2021-22 Regular Season NBA Schedule
"Wed, Dec 29",Chicago ,L131-117  ,15-19,Young  26,Capela  15,Young  11,H,Atlanta Hawks 2021-22 Regular Season NBA Schedule
"Fri, Dec 31",Cleveland ,W121-118  ,16-19,Young  35,Capela  23,Young  11,H,Atlanta Hawks 2021-22 Regular Season NBA Schedule
"Mon, Jan 3",Portland ,L136-131  ,16-20,Young  56,Capela  11,Young  14,H,Atlanta Hawks 2021-22 Regular Season NBA Schedule
"Wed, Jan 5",Sacramento ,W108-102  ,17-20,Huerter  25,Capela  14,Huerter  5,H,Atlanta Hawks 2021-22 Regular Season NBA Schedule
"Fri, Jan 7",Los Angeles ,L134-118  ,17-21,Young  25,Capela  12,Young  14,H,Atlanta Hawks 2021-22 Regular Season NBA Schedule
"Sun, Jan 9",LA ,L106-93  ,17-22,Bogdanovic  19,Okongwu  10,Young  7,H,Atlanta Hawks 2021-22 Regular Season NBA Schedule
"Wed, Jan 12", Miami ,L115-91  ,17-23,Collins  16,Collins  11,Young  5,A,Atlanta Hawks 2021-22 Regular Season NBA Schedule
"Fri, Jan 14",Miami ,L124-118  ,17-24,Young  24,Okongwu  6,Young  9,H,Atlanta Hawks 2021-22 Regular Season NBA Schedule
"Sat, Jan 15", New York ,L117-108  ,17-25,Young  29,Huerter  6,Huerter  6,A,Atlanta Hawks 2021-22 Regular Season NBA Schedule
"Mon, Jan 17", Milwaukee ,W121-114  ,18-25,Young  30,Collins  12,Young  11,A,Atlanta Hawks 2021-22 Regular Season NBA Schedule
"Wed, Jan 19", Minnesota ,W134-122  ,19-25,Young  37,Collins  12,Young  14,A,Atlanta Hawks 2021-22 Regular Season NBA Schedule
"Fri, Jan 21", Miami ,W110-108  ,20-25,Young  28,Hunter  10,Young  7,A,Atlanta Hawks 2021-22 Regular Season NBA Schedule
"Sun, Jan 23",Charlotte ,W113-91  ,21-25,Young  30,Capela  8,Collins  5,H,Atlanta Hawks 2021-22 Regular Season NBA Schedule
"Wed, Jan 26", Sacramento ,W121-104  ,22-25,Okongwu  18,Gallinari  9,Young  10,A,Atlanta Hawks 2021-22 Regular Season NBA Schedule
"Fri, Jan 28", Boston ,W108-92  ,23-25,Young  21,Young  9,Young  5,A,Atlanta Hawks 2021-22 Regular Season NBA Schedule
"Sun, Jan 30", Los Angeles ,W129-121  ,24-25,Young  36,Collins  11,Young  12,A,Atlanta Hawks 2021-22 Regular Season NBA Schedule
"Mon, Jan 31", Toronto ,L106-100  ,24-26,Huerter  26,Okongwu  9,Wright  7,A,Atlanta Hawks 2021-22 Regular Season NBA Schedule
"Thu, Feb 3", Phoenix ,W124-115  ,25-26,Young  43,Capela  12,Bogdanovic  6,A,Atlanta Hawks 2021-22 Regular Season NBA Schedule
"Fri, Feb 4",Toronto ,L125-114  ,25-27,Collins  23,Capela  9,Young  13,H,Atlanta Hawks 2021-22 Regular Season NBA Schedule
"Sun, Feb 6",Dallas ,L103-94  ,25-28,Collins  22,Collins  18,Young  11,H,Atlanta Hawks 2021-22 Regular Season NBA Schedule
"Tue, Feb 8", Indiana ,W133-112  ,26-28,Young  34,Capela  12,Young  11,A,Atlanta Hawks 2021-22 Regular Season NBA Schedule
"Fri, Feb 11", San Antonio ,L136-121  ,26-29,Bogdanovic  23,Capela  11,Young  11,A,Atlanta Hawks 2021-22 Regular Season NBA Schedule
"Sun, Feb 13",Boston ,L105-95  ,26-30,Young  30,Capela  17,Young  10,H,Atlanta Hawks 2021-22 Regular Season NBA Schedule
"Tue, Feb 15", Cleveland ,W124-116  ,27-30,Young  41,Bogdanovic  7,Young  9,A,Atlanta Hawks 2021-22 Regular Season NBA Schedule
"Wed, Feb 16",Orlando ,W130-109  ,28-30,Bogdanovic  23,Capela  9,Bogdanovic  6,H,Atlanta Hawks 2021-22 Regular Season NBA Schedule
"Thu, Feb 24",Chicago ,L112-108  ,28-31,Bogdanovic  27,Capela  17,Young  10,H,Atlanta Hawks 2021-22 Regular Season NBA Schedule
"Sat, Feb 26", Toronto ,W127-100  ,29-31,Young  41,Capela  9,Young  11,A,Atlanta Hawks 2021-22 Regular Season NBA Schedule
"Tue, Mar 1",Boston ,L107-98  ,29-32,Young  31,Capela  11,Young  6,H,Atlanta Hawks 2021-22 Regular Season NBA Schedule
