DATE,OPPONENT,RESULT,W-L,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Tue, Oct 24", Phoenix ,L108-104  ,0-1,Curry  27,Looney  11,Paul  9,A,Golden State Warriors 2023-24 Regular Season NBA Schedule
"Fri, Oct 27",Sacramento ,W122-114  ,1-1,Curry  41,Looney  12,Paul  12,H,Golden State Warriors 2023-24 Regular Season NBA Schedule
"Sun, Oct 29",Houston ,W106-95  ,2-1,Curry  24,Looney  11,Paul  7,H,Golden State Warriors 2023-24 Regular Season NBA Schedule
"Mon, Oct 30",New Orleans ,W130-102  ,3-1,Curry  42,Saric  10,Green  7,H,Golden State Warriors 2023-24 Regular Season NBA Schedule
"Wed, Nov 1", Sacramento ,W102-101  ,4-1,Curry  21,Looney  9,Green  9,A,Golden State Warriors 2023-24 Regular Season NBA Schedule
"Fri, Nov 3",Oklahoma City ,W141-139  ,5-1,Curry  30,Curry  8,Paul  13,H,Golden State Warriors 2023-24 Regular Season NBA Schedule
"Sun, Nov 5",Cleveland ,L115-104  ,5-2,Curry  28,Looney  11,Green  8,H,Golden State Warriors 2023-24 Regular Season NBA Schedule
"Mon, Nov 6",Detroit ,W120-109  ,6-2,Curry  34,Green  9,Green  8,H,Golden State Warriors 2023-24 Regular Season NBA Schedule
"Wed, Nov 8",Denver ,L108-105  ,6-3,Curry  23,Looney  8,Curry  4,H,Golden State Warriors 2023-24 Regular Season NBA Schedule
"Sat, Nov 11", Cleveland ,L118-110  ,6-4,Curry  30,Looney  13,Paul  9,A,Golden State Warriors 2023-24 Regular Season NBA Schedule
"Sun, Nov 12", Minnesota ,L116-110  ,6-5,Curry  38,Saric  10,Green  7,A,Golden State Warriors 2023-24 Regular Season NBA Schedule
"Tue, Nov 14", Minnesota ,L104-101  ,6-6,Podziemski  23,Looney  12,Podziemski  5,A,Golden State Warriors 2023-24 Regular Season NBA Schedule
"Thu, Nov 16", Oklahoma City ,L128-109  ,6-7,Kuminga  21,Looney  11,Paul  8,A,Golden State Warriors 2023-24 Regular Season NBA Schedule
"Sat, Nov 18", Oklahoma City ,L130-123 OT ,6-8,Wiggins  31,Looney  16,Paul  11,A,Golden State Warriors 2023-24 Regular Season NBA Schedule
"Mon, Nov 20", Houston ,W121-116  ,7-8,Curry  32,Wiggins  7,Paul  12,A,Golden State Warriors 2023-24 Regular Season NBA Schedule
"Wed, Nov 22",Phoenix ,L123-115  ,7-9,Thompson  23,Moody  9,Curry  6,H,Golden State Warriors 2023-24 Regular Season NBA Schedule
"Fri, Nov 24", San Antonio ,W118-112  ,8-9,Curry  35,Looney  8,Paul  10,A,Golden State Warriors 2023-24 Regular Season NBA Schedule
"Tue, Nov 28",Sacramento ,L124-123  ,8-10,Curry  29,Curry  10,Curry  6,H,Golden State Warriors 2023-24 Regular Season NBA Schedule
"Thu, Nov 30", LA ,W120-114  ,9-10,Curry  26,Podziemski  8,Curry  8,A,Golden State Warriors 2023-24 Regular Season NBA Schedule
"Sat, Dec 2",LA ,L113-112  ,9-11,Curry  22,Green  9,Curry  11,H,Golden State Warriors 2023-24 Regular Season NBA Schedule
"Wed, Dec 6", Portland ,W110-106  ,10-11,Curry  31,Green  10,Green  9,A,Golden State Warriors 2023-24 Regular Season NBA Schedule
"Fri, Dec 8",Oklahoma City ,L138-136 OT ,10-12,Curry  34,Kuminga  12,Green  13,H,Golden State Warriors 2023-24 Regular Season NBA Schedule
"Tue, Dec 12",Phoenix ,L119-116  ,10-13,Curry  24,Podziemski  11,Paul  11,H,Golden State Warriors 2023-24 Regular Season NBA Schedule
"Thu, Dec 14",LA ,L121-113  ,10-14,Thompson  30,Looney  7,Thompson  5,H,Golden State Warriors 2023-24 Regular Season NBA Schedule
"Sat, Dec 16", Brooklyn ,W124-120  ,11-14,Curry  37,Looney  7,Paul  11,A,Golden State Warriors 2023-24 Regular Season NBA Schedule
"Sun, Dec 17",Portland ,W118-114  ,12-14,Thompson  28,Jackson-Davis  8,Curry  8,H,Golden State Warriors 2023-24 Regular Season NBA Schedule
"Tue, Dec 19", Boston ,W132-126 OT ,13-14,Curry  33,Jackson-Davis  13,Paul  12,A,Golden State Warriors 2023-24 Regular Season NBA Schedule
"Fri, Dec 22", Washington ,W129-118  ,14-14,Curry  30,Jackson-Davis  15,Paul  10,A,Golden State Warriors 2023-24 Regular Season NBA Schedule
"Sat, Dec 23", Portland ,W126-106  ,15-14,Thompson  28,Looney  11,Paul  11,A,Golden State Warriors 2023-24 Regular Season NBA Schedule
"Mon, Dec 25",Denver ,L120-114  ,15-15,Wiggins  22,Podziemski  9,Podziemski  6,H,Golden State Warriors 2023-24 Regular Season NBA Schedule
"Thu, Dec 28", Miami ,L114-102  ,15-16,Curry  13,Jackson-Davis  11,Podziemski  6,A,Golden State Warriors 2023-24 Regular Season NBA Schedule
"Sat, Dec 30", Dallas ,L132-122  ,15-17,Curry  25,Kuminga  9,Curry  7,A,Golden State Warriors 2023-24 Regular Season NBA Schedule
"Tue, Jan 2", Orlando ,W121-115  ,16-17,Curry  36,Kuminga  6,Curry  6,A,Golden State Warriors 2023-24 Regular Season NBA Schedule
"Thu, Jan 4", Denver ,L130-127  ,16-18,Curry  30,Saric  7,Curry  6,A,Golden State Warriors 2023-24 Regular Season NBA Schedule
"Fri, Jan 5", Detroit ,W113-109  ,17-18,Curry  26,Jackson-Davis  9,Podziemski  5,A,Golden State Warriors 2023-24 Regular Season NBA Schedule
"Sun, Jan 7", Toronto ,L133-118  ,17-19,Thompson  25,Jackson-Davis  11,Curry  6,A,Golden State Warriors 2023-24 Regular Season NBA Schedule
"Wed, Jan 10", New Orleans ,L141-105  ,17-20,Moody  21,Podziemski  9,Curry  6,A,Golden State Warriors 2023-24 Regular Season NBA Schedule
"Fri, Jan 12",Chicago ,W140-131  ,18-20,Thompson  30,Jackson-Davis  7,Curry  9,H,Golden State Warriors 2023-24 Regular Season NBA Schedule
"Sat, Jan 13",Milwaukee ,L129-118  ,18-21,Kuminga  28,Podziemski  10,Saric  6,H,Golden State Warriors 2023-24 Regular Season NBA Schedule
"Mon, Jan 15",Memphis ,L116-107  ,18-22,Curry  26,Kuminga  11,Curry  8,H,Golden State Warriors 2023-24 Regular Season NBA Schedule
"Wed, Jan 24", Atlanta ,W134-112  ,19-22,Kuminga  25,Kuminga  9,Curry  8,A,Golden State Warriors 2023-24 Regular Season NBA Schedule
"Thu, Jan 25", Sacramento ,L134-133  ,19-23,Curry  33,Curry  6,Green  11,A,Golden State Warriors 2023-24 Regular Season NBA Schedule
"Sat, Jan 27", Los Angeles ,L145-144 2OT ,19-24,Curry  46,Green  14,Green  11,A,Golden State Warriors 2023-24 Regular Season NBA Schedule
"Tue, Jan 30", Philadelphia ,W119-107  ,20-24,Curry  37,Curry  8,Curry  7,A,Golden State Warriors 2023-24 Regular Season NBA Schedule
"Fri, Feb 2",Memphis ,W121-101  ,21-24,Kuminga  29,Green  12,Podziemski  14,H,Golden State Warriors 2023-24 Regular Season NBA Schedule
"Sat, Feb 3",Atlanta ,L141-134 OT ,21-25,Curry  60,Podziemski  11,Green  8,H,Golden State Warriors 2023-24 Regular Season NBA Schedule
"Mon, Feb 5",Brooklyn ,W109-98  ,22-25,Curry  29,Podziemski  11,Green  7,H,Golden State Warriors 2023-24 Regular Season NBA Schedule
"Wed, Feb 7",Philadelphia ,W127-104  ,23-25,Wiggins  21,Wiggins  10,Kuminga  5,H,Golden State Warriors 2023-24 Regular Season NBA Schedule
"Thu, Feb 8",Indiana ,W131-109  ,24-25,Curry  42,Santos  8,Podziemski  7,H,Golden State Warriors 2023-24 Regular Season NBA Schedule
"Sat, Feb 10", Phoenix ,W113-112  ,25-25,Curry  30,Curry  9,Green  9,A,Golden State Warriors 2023-24 Regular Season NBA Schedule
"Mon, Feb 12",Utah ,W129-107  ,26-25,Thompson  26,Green  10,Curry  10,H,Golden State Warriors 2023-24 Regular Season NBA Schedule
"Wed, Feb 14", LA ,L130-125  ,26-26,Curry  41,Green  10,Podziemski  8,A,Golden State Warriors 2023-24 Regular Season NBA Schedule
"Thu, Feb 15",Utah ,W140-137  ,27-26,Thompson  35,Wiggins  7,Curry  10,H,Golden State Warriors 2023-24 Regular Season NBA Schedule
"Thu, Feb 22", Los Angeles ,W128-110  ,28-26,Curry  32,Podziemski  9,Curry  8,A,Golden State Warriors 2023-24 Regular Season NBA Schedule
"Fri, Feb 23", Charlotte ,W97-84  ,29-26,Curry  15,Green  13,Podziemski  6,A,Golden State Warriors 2023-24 Regular Season NBA Schedule
"Sun, Feb 25", Denver ,L119-103  ,29-27,Thompson  23,Kuminga  6,Curry  4,A,Golden State Warriors 2023-24 Regular Season NBA Schedule
"Tue, Feb 27",Washington ,W123-112  ,30-27,Thompson  25,Green  8,Green  8,H,Golden State Warriors 2023-24 Regular Season NBA Schedule
"Thu, Feb 29",New York ,W110-99  ,31-27,Curry  31,Curry  11,Paul  6,H,Golden State Warriors 2023-24 Regular Season NBA Schedule
"Fri, Mar 1",Toronto ,W120-105  ,32-27,Curry  25,Green  13,Curry  6,H,Golden State Warriors 2023-24 Regular Season NBA Schedule
"Sun, Mar 3",Boston ,L140-88  ,32-28,Quinones  17,Santos  9,Paul  7,H,Golden State Warriors 2023-24 Regular Season NBA Schedule
"Wed, Mar 6", Milwaukee ,W125-90  ,33-28,Curry  29,Curry  8,Paul  9,A,Golden State Warriors 2023-24 Regular Season NBA Schedule
"Thu, Mar 7", Chicago ,L125-122  ,33-29,Thompson  25,Kuminga  10,Green  12,A,Golden State Warriors 2023-24 Regular Season NBA Schedule
"Sat, Mar 9", San Antonio ,L126-113  ,33-30,Thompson  27,Wiggins  6,Paul  9,A,Golden State Warriors 2023-24 Regular Season NBA Schedule
"Mon, Mar 11",San Antonio ,W112-102  ,34-30,Kuminga  22,Jackson-Davis  10,Paul  8,H,Golden State Warriors 2023-24 Regular Season NBA Schedule
"Wed, Mar 13",Dallas ,L109-99  ,34-31,Kuminga  27,Jackson-Davis  9,Podziemski  6,H,Golden State Warriors 2023-24 Regular Season NBA Schedule
"Sat, Mar 16",Los Angeles ,W128-121  ,35-31,Curry  31,Green  12,Green  13,H,Golden State Warriors 2023-24 Regular Season NBA Schedule
