DATE,OPPONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Sun, Apr 20", Orlando ,L99-94  ,Hamilton  28,Wallace  13,Billups  8,A,Detroit Pistons 2002-03 Postseason NBA Schedule
"Wed, Apr 23", Orlando ,W89-77  ,Hamilton  30,Wallace  16,Hamilton  5,A,Detroit Pistons 2002-03 Postseason NBA Schedule
"Fri, Apr 25",Orlando ,L89-80  ,Hamilton  22,Wallace  22,Billups  5,H,Detroit Pistons 2002-03 Postseason NBA Schedule
"Sun, Apr 27",Orlando ,L100-92  ,Billups  25,Wallace  24,Billups  3,H,Detroit Pistons 2002-03 Postseason NBA Schedule
"Wed, Apr 30", Orlando ,W98-67  ,Hamilton  24,Wallace  21,Billups  4,A,Detroit Pistons 2002-03 Postseason NBA Schedule
"Fri, May 2",Orlando ,W103-88  ,Billups  40,Wallace  17,Billups  4,H,Detroit Pistons 2002-03 Postseason NBA Schedule
"Sun, May 4", Orlando ,W108-93  ,Billups  37,Wallace  12,Curry  6,A,Detroit Pistons 2002-03 Postseason NBA Schedule
"Tue, May 6", Philadelphia ,W98-87  ,Hamilton  25,Wallace  12,Billups  4,A,Detroit Pistons 2002-03 Postseason NBA Schedule
"Thu, May 8", Philadelphia ,W104-97 OT ,Atkins  23,Wallace  15,Hamilton  6,A,Detroit Pistons 2002-03 Postseason NBA Schedule
"Sat, May 10",Philadelphia ,L93-83  ,Hamilton  24,Okur  10,Hamilton  4,H,Detroit Pistons 2002-03 Postseason NBA Schedule
"Sun, May 11",Philadelphia ,L95-82  ,Hamilton  30,Wallace  15,Hamilton  3,H,Detroit Pistons 2002-03 Postseason NBA Schedule
"Wed, May 14", Philadelphia ,W78-77  ,Hamilton  20,Wallace  17,Hamilton  5,A,Detroit Pistons 2002-03 Postseason NBA Schedule
"Fri, May 16",Philadelphia ,W93-89 OT ,Billups  28,Wallace  18,Billups  5,H,Detroit Pistons 2002-03 Postseason NBA Schedule
"Sun, May 18", New Jersey ,L76-74  ,Hamilton  24,Wallace  22,Billups  6,A,Detroit Pistons 2002-03 Postseason NBA Schedule
"Tue, May 20", New Jersey ,L88-86  ,Hamilton  24,Wallace  19,Billups  10,A,Detroit Pistons 2002-03 Postseason NBA Schedule
"Thu, May 22",New Jersey ,L97-85  ,Hamilton  21,Wallace  15,Hamilton  3,H,Detroit Pistons 2002-03 Postseason NBA Schedule
"Sat, May 24",New Jersey ,L102-82  ,Robinson  21,Wallace  13,Billups  6,H,Detroit Pistons 2002-03 Postseason NBA Schedule
