DATE,OPPONENT,RESULT,W-L,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Tue, Oct 25", San Antonio ,L129-100  ,0-1,Durant  27,Green  12,Green  6,A,Golden State Warriors 2016-17 Regular Season NBA Schedule
"Fri, Oct 28",New Orleans ,W122-114  ,1-1,Durant  30,Durant  17,Curry  8,H,Golden State Warriors 2016-17 Regular Season NBA Schedule
"Sun, Oct 30",Phoenix ,W106-100  ,2-1,Durant  37,Green  13,Green  9,H,Golden State Warriors 2016-17 Regular Season NBA Schedule
"Tue, Nov 1",Portland ,W127-104  ,3-1,Curry  28,Green  8,Green  9,H,Golden State Warriors 2016-17 Regular Season NBA Schedule
"Thu, Nov 3", Oklahoma City ,W122-96  ,4-1,Durant  39,Green  10,Curry  7,A,Golden State Warriors 2016-17 Regular Season NBA Schedule
"Fri, Nov 4",Los Angeles ,L117-97  ,4-2,Durant  27,Green  9,Curry  10,H,Golden State Warriors 2016-17 Regular Season NBA Schedule
"Mon, Nov 7", New Orleans ,W116-106  ,5-2,Curry  46,Green  12,Green  11,A,Golden State Warriors 2016-17 Regular Season NBA Schedule
"Wed, Nov 9", Dallas ,W116-95  ,6-2,Durant  28,Durant  10,Curry  6,A,Golden State Warriors 2016-17 Regular Season NBA Schedule
"Thu, Nov 10",Denver ,W125-101  ,7-2,Curry  33,Durant  9,Curry  6,H,Golden State Warriors 2016-17 Regular Season NBA Schedule
"Sun, Nov 13", Phoenix ,W133-120  ,8-2,Curry  30,Durant  9,Green  11,A,Golden State Warriors 2016-17 Regular Season NBA Schedule
"Wed, Nov 16",Toronto ,W127-121  ,9-2,Curry  35,Durant  9,Curry  7,H,Golden State Warriors 2016-17 Regular Season NBA Schedule
"Fri, Nov 18",Boston ,W104-88  ,10-2,Thompson  28,Pachulia  13,Curry  8,H,Golden State Warriors 2016-17 Regular Season NBA Schedule
"Sat, Nov 19",Milwaukee ,W124-121  ,11-2,Durant  33,Pachulia  10,Durant  5,H,Golden State Warriors 2016-17 Regular Season NBA Schedule
"Mon, Nov 21",Indiana ,W120-83  ,12-2,Thompson  25,Durant  11,Green  7,H,Golden State Warriors 2016-17 Regular Season NBA Schedule
"Wed, Nov 23", Los Angeles ,W149-106  ,13-2,Curry  31,Green  9,Green  11,A,Golden State Warriors 2016-17 Regular Season NBA Schedule
"Fri, Nov 25",Los Angeles ,W109-85  ,14-2,Durant  29,Green  8,Durant  9,H,Golden State Warriors 2016-17 Regular Season NBA Schedule
"Sat, Nov 26", Minnesota ,W115-102  ,15-2,Curry  34,Durant  10,Curry  6,A,Golden State Warriors 2016-17 Regular Season NBA Schedule
"Mon, Nov 28", Atlanta ,W105-100  ,16-2,Durant  25,Durant  14,Green  7,A,Golden State Warriors 2016-17 Regular Season NBA Schedule
"Thu, Dec 1", Houston ,L132-127 2OT ,16-3,Durant  39,Green  15,Green  9,A,Golden State Warriors 2016-17 Regular Season NBA Schedule
"Sat, Dec 3", Phoenix ,W138-109  ,17-3,Curry  31,Iguodala  6,Green  14,A,Golden State Warriors 2016-17 Regular Season NBA Schedule
"Mon, Dec 5", Indiana ,W142-106  ,18-3,Thompson  60,Durant  8,Curry  11,A,Golden State Warriors 2016-17 Regular Season NBA Schedule
"Wed, Dec 7",LA ,W115-98  ,19-3,Thompson  24,Durant  8,Durant  7,H,Golden State Warriors 2016-17 Regular Season NBA Schedule
"Thu, Dec 8",Utah ,W106-99  ,20-3,Curry  26,Durant  11,Green  8,H,Golden State Warriors 2016-17 Regular Season NBA Schedule
