DATE,OPPONENT,RESULT,W-L,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Wed, Oct 18", Brooklyn ,W140-131  ,1-0,Oladipo  22,Turner  14,Collison  11,A,Indiana Pacers 2017-18 Regular Season NBA Schedule
"Fri, Oct 20", Portland ,L114-96  ,1-1,Oladipo  17,Sabonis  8,Collison  4,A,Indiana Pacers 2017-18 Regular Season NBA Schedule
"Sat, Oct 21",Miami ,L112-108  ,1-2,Oladipo  28,Sabonis  12,Collison  8,H,Indiana Pacers 2017-18 Regular Season NBA Schedule
"Tue, Oct 24",Minnesota ,W130-107  ,2-2,Oladipo  28,Sabonis  11,Collison  16,H,Indiana Pacers 2017-18 Regular Season NBA Schedule
"Wed, Oct 25",Oklahoma City ,L114-96  ,2-3,Oladipo  35,Sabonis  11,Collison  3,H,Indiana Pacers 2017-18 Regular Season NBA Schedule
"Sun, Oct 29", San Antonio ,W97-94  ,3-3,Oladipo  23,Sabonis  12,Collison  6,A,Indiana Pacers 2017-18 Regular Season NBA Schedule
"Tue, Oct 31", Sacramento ,W101-83  ,4-3,Bogdanovic  17,Sabonis  16,Sabonis  5,A,Indiana Pacers 2017-18 Regular Season NBA Schedule
"Wed, Nov 1",Cleveland ,W124-107  ,5-3,Young  26,Sabonis  12,Collison  8,H,Indiana Pacers 2017-18 Regular Season NBA Schedule
"Fri, Nov 3",Philadelphia ,L121-110  ,5-4,Oladipo  31,Turner  9,Oladipo  7,H,Indiana Pacers 2017-18 Regular Season NBA Schedule
"Sun, Nov 5",New York ,L108-101  ,5-5,Young  18,Sabonis  8,Collison  10,H,Indiana Pacers 2017-18 Regular Season NBA Schedule
"Tue, Nov 7", New Orleans ,L117-112  ,5-6,Turner  21,Turner  12,Collison  6,A,Indiana Pacers 2017-18 Regular Season NBA Schedule
"Wed, Nov 8",Detroit ,L114-97  ,5-7,Oladipo  21,Bogdanovic  7,Joseph  6,H,Indiana Pacers 2017-18 Regular Season NBA Schedule
"Fri, Nov 10",Chicago ,W105-87  ,6-7,Oladipo  25,Turner  9,Joseph  7,H,Indiana Pacers 2017-18 Regular Season NBA Schedule
"Sun, Nov 12", Houston ,L118-95  ,6-8,Oladipo  28,Stephenson  10,Stephenson  3,A,Indiana Pacers 2017-18 Regular Season NBA Schedule
"Wed, Nov 15",Memphis ,W116-113  ,7-8,Collison  30,Stephenson  7,Collison  8,H,Indiana Pacers 2017-18 Regular Season NBA Schedule
"Fri, Nov 17", Detroit ,W107-100  ,8-8,Oladipo  21,Oladipo  15,Collison  6,A,Indiana Pacers 2017-18 Regular Season NBA Schedule
"Sun, Nov 19",Miami ,W120-95  ,9-8,Bogdanovic  26,Sabonis  10,Collison  10,H,Indiana Pacers 2017-18 Regular Season NBA Schedule
"Mon, Nov 20",Orlando ,W105-97  ,10-8,Oladipo  29,Stephenson  10,Collison  8,H,Indiana Pacers 2017-18 Regular Season NBA Schedule
"Fri, Nov 24", Toronto ,W107-104  ,11-8,Oladipo  21,Turner  10,Collison  8,A,Indiana Pacers 2017-18 Regular Season NBA Schedule
"Sat, Nov 25", Boston ,L108-98  ,11-9,Turner  19,Stephenson  8,Stephenson  5,A,Indiana Pacers 2017-18 Regular Season NBA Schedule
"Mon, Nov 27", Orlando ,W121-109  ,12-9,Oladipo  26,Sabonis  8,Oladipo  5,A,Indiana Pacers 2017-18 Regular Season NBA Schedule
"Wed, Nov 29",Houston ,L118-97  ,12-10,Young  23,Turner  10,Oladipo  5,H,Indiana Pacers 2017-18 Regular Season NBA Schedule
"Fri, Dec 1",Toronto ,L120-115  ,12-11,Oladipo  36,Sabonis  8,Oladipo  6,H,Indiana Pacers 2017-18 Regular Season NBA Schedule
"Mon, Dec 4", New York ,W115-97  ,13-11,Young  20,Sabonis  12,Collison  10,A,Indiana Pacers 2017-18 Regular Season NBA Schedule
"Wed, Dec 6", Chicago ,W98-96  ,14-11,Oladipo  27,Young  9,Turner  6,A,Indiana Pacers 2017-18 Regular Season NBA Schedule
"Fri, Dec 8", Cleveland ,W106-102  ,15-11,Oladipo  33,Sabonis  9,Oladipo  5,A,Indiana Pacers 2017-18 Regular Season NBA Schedule
