DATE,OPPONENT,RESULT,W-L,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Tue, Oct 8", Sacramento ,W103-94  ,1-0,,,,A,Dallas Mavericks 2002-03 Preseason NBA Schedule
"Thu, Oct 10", Denver ,W91-81  ,2-0,,,,A,Dallas Mavericks 2002-03 Preseason NBA Schedule
"Fri, Oct 11",Milwaukee ,L84-77  ,2-1,,,,H,Dallas Mavericks 2002-03 Preseason NBA Schedule
"Tue, Oct 15",Detroit ,L106-102  ,2-2,,,,H,Dallas Mavericks 2002-03 Preseason NBA Schedule
"Thu, Oct 17", Detroit ,L83-80  ,2-3,,,,A,Dallas Mavericks 2002-03 Preseason NBA Schedule
"Sat, Oct 19", Milwaukee ,W103-95  ,3-3,,,,A,Dallas Mavericks 2002-03 Preseason NBA Schedule
"Wed, Oct 23",Boston ,W105-97  ,4-3,,,,H,Dallas Mavericks 2002-03 Preseason NBA Schedule
"Thu, Oct 24",Orlando ,W102-95  ,5-3,,,,H,Dallas Mavericks 2002-03 Preseason NBA Schedule
