DATE,OPPONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Sat, Apr 19", Portland ,W96-86  ,Nowitzki  46,Nowitzki  10,Nash  9,A,Dallas Mavericks 2002-03 Postseason NBA Schedule
"Wed, Apr 23", Portland ,W103-99  ,Nash  28,Nowitzki  9,Nash  8,A,Dallas Mavericks 2002-03 Postseason NBA Schedule
"Fri, Apr 25",Portland ,W115-103  ,Nowitzki  42,Nowitzki  10,Nash  10,H,Dallas Mavericks 2002-03 Postseason NBA Schedule
"Sun, Apr 27",Portland ,L98-79  ,Nowitzki  26,Nowitzki  11,Van Exel  7,H,Dallas Mavericks 2002-03 Postseason NBA Schedule
"Wed, Apr 30", Portland ,L103-99  ,Nowitzki  35,Nowitzki  11,Nash  11,A,Dallas Mavericks 2002-03 Postseason NBA Schedule
"Fri, May 2",Portland ,L125-103  ,Nash  21,Griffin  8,Nash  6,H,Dallas Mavericks 2002-03 Postseason NBA Schedule
"Sun, May 4", Portland ,W107-95  ,Nowitzki  31,Nowitzki  11,Nash  7,A,Dallas Mavericks 2002-03 Postseason NBA Schedule
"Tue, May 6", Sacramento ,L124-113  ,Finley  20,Nowitzki  11,Nash  7,A,Dallas Mavericks 2002-03 Postseason NBA Schedule
"Thu, May 8", Sacramento ,W132-110  ,Van Exel  36,Nowitzki  12,Nash  7,A,Dallas Mavericks 2002-03 Postseason NBA Schedule
"Sat, May 10",Sacramento ,W141-137 2OT ,Van Exel  40,Nowitzki  20,Nash  11,H,Dallas Mavericks 2002-03 Postseason NBA Schedule
"Sun, May 11",Sacramento ,L99-83  ,Finley  16,Nowitzki  11,Nash  6,H,Dallas Mavericks 2002-03 Postseason NBA Schedule
"Tue, May 13", Sacramento ,W112-93  ,Nash  25,Nowitzki  15,Nowitzki  9,A,Dallas Mavericks 2002-03 Postseason NBA Schedule
"Thu, May 15",Sacramento ,L115-109  ,Van Exel  35,Nowitzki  12,Finley  4,H,Dallas Mavericks 2002-03 Postseason NBA Schedule
"Sat, May 17", Sacramento ,W112-99  ,Nowitzki  30,Nowitzki  19,Nash  13,A,Dallas Mavericks 2002-03 Postseason NBA Schedule
"Mon, May 19",San Antonio ,W113-110  ,Nowitzki  38,Nowitzki  15,Nash  3,H,Dallas Mavericks 2002-03 Postseason NBA Schedule
"Wed, May 21",San Antonio ,L119-106  ,Finley  29,Finley  10,Nash  8,H,Dallas Mavericks 2002-03 Postseason NBA Schedule
"Fri, May 23", San Antonio ,L96-83  ,Van Exel  16,Nowitzki  9,Nash  9,A,Dallas Mavericks 2002-03 Postseason NBA Schedule
"Sun, May 25", San Antonio ,L102-95  ,Finley  25,Van Exel  8,Van Exel  3,A,Dallas Mavericks 2002-03 Postseason NBA Schedule
"Tue, May 27",San Antonio ,W103-91  ,Finley  31,Finley  8,Nash  6,H,Dallas Mavericks 2002-03 Postseason NBA Schedule
"Thu, May 29", San Antonio ,L90-78  ,Van Exel  19,LaFrentz  12,Nash  11,A,Dallas Mavericks 2002-03 Postseason NBA Schedule
