DATE,OPPONENT,RESULT,W-L,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Wed, Oct 28", Dallas ,L111-95  ,0-1,Knight  15,Len  8,Bledsoe  4,A,Phoenix Suns 2015-16 Regular Season NBA Schedule
"Fri, Oct 30", Portland ,W110-92  ,1-1,Bledsoe  22,Chandler  13,Knight  4,A,Phoenix Suns 2015-16 Regular Season NBA Schedule
"Sat, Oct 31",Portland ,W101-90  ,2-1,Bledsoe  33,Chandler  11,Bledsoe  6,H,Phoenix Suns 2015-16 Regular Season NBA Schedule
"Mon, Nov 2",LA ,L102-96  ,2-2,Morris  19,Chandler  17,Knight  8,H,Phoenix Suns 2015-16 Regular Season NBA Schedule
"Wed, Nov 4", Sacramento ,W118-97  ,3-2,Bledsoe  19,Chandler  11,Bledsoe  8,A,Phoenix Suns 2015-16 Regular Season NBA Schedule
"Fri, Nov 6", Detroit ,L100-92  ,3-3,Bledsoe  22,Tucker  10,Bledsoe  4,A,Phoenix Suns 2015-16 Regular Season NBA Schedule
"Sun, Nov 8",Oklahoma City ,L124-103  ,3-4,Bledsoe  28,Chandler  8,Bledsoe  11,H,Phoenix Suns 2015-16 Regular Season NBA Schedule
"Thu, Nov 12", LA ,W118-104  ,4-4,Knight  37,Leuer  11,Bledsoe  9,A,Phoenix Suns 2015-16 Regular Season NBA Schedule
"Sat, Nov 14", Denver ,W105-81  ,5-4,Bledsoe  30,Teletovic  9,Bledsoe  4,A,Phoenix Suns 2015-16 Regular Season NBA Schedule
"Mon, Nov 16", Los Angeles ,W120-101  ,6-4,Knight  30,Knight  10,Knight  15,A,Phoenix Suns 2015-16 Regular Season NBA Schedule
"Wed, Nov 18", Chicago ,L103-97  ,6-5,Knight  23,Chandler  9,Bledsoe  7,A,Phoenix Suns 2015-16 Regular Season NBA Schedule
"Fri, Nov 20",Denver ,W114-107  ,7-5,Knight  38,Knight  11,Knight  6,H,Phoenix Suns 2015-16 Regular Season NBA Schedule
"Sun, Nov 22",New Orleans ,L122-116  ,7-6,Bledsoe  29,Chandler  10,Knight  7,H,Phoenix Suns 2015-16 Regular Season NBA Schedule
"Mon, Nov 23",San Antonio ,L98-84  ,7-7,Morris  28,Morris  8,Knight  8,H,Phoenix Suns 2015-16 Regular Season NBA Schedule
"Wed, Nov 25", New Orleans ,L120-114  ,7-8,Knight  29,Leuer  12,Knight  10,A,Phoenix Suns 2015-16 Regular Season NBA Schedule
"Fri, Nov 27", Golden State ,L135-116  ,7-9,Warren  28,Warren  6,Bledsoe  7,A,Phoenix Suns 2015-16 Regular Season NBA Schedule
"Sun, Nov 29",Toronto ,W107-102  ,8-9,Bledsoe  20,Warren  11,Bledsoe  11,H,Phoenix Suns 2015-16 Regular Season NBA Schedule
"Tue, Dec 1",Brooklyn ,L94-91  ,8-10,Knight  26,Len  14,Bledsoe  7,H,Phoenix Suns 2015-16 Regular Season NBA Schedule
"Wed, Dec 2",Detroit ,L127-122 OT ,8-11,Knight  22,Len  7,Bledsoe  9,H,Phoenix Suns 2015-16 Regular Season NBA Schedule
"Fri, Dec 4",Washington ,L109-106  ,8-12,Bledsoe  22,Tucker  13,Bledsoe  7,H,Phoenix Suns 2015-16 Regular Season NBA Schedule
"Sun, Dec 6",Memphis ,L95-93  ,8-13,Bledsoe  23,Leuer  11,Bledsoe  6,H,Phoenix Suns 2015-16 Regular Season NBA Schedule
