DATE,OPPONENT,RESULT,W-L,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Wed, Oct 18", Miami ,W116-109  ,1-0,Fournier  23,Vucevic  12,Payton  9,A,Orlando Magic 2017-18 Regular Season NBA Schedule
"Fri, Oct 20",Brooklyn ,L126-121  ,1-1,Vucevic  41,Vucevic  12,Fournier  5,H,Orlando Magic 2017-18 Regular Season NBA Schedule
"Sat, Oct 21",Cleveland ,W114-93  ,2-1,Vucevic  23,Vucevic  7,Augustin  10,H,Orlando Magic 2017-18 Regular Season NBA Schedule
"Tue, Oct 24", Brooklyn ,W125-121  ,3-1,Gordon  41,Gordon  14,Augustin  6,A,Orlando Magic 2017-18 Regular Season NBA Schedule
"Fri, Oct 27", San Antonio ,W114-87  ,4-1,Fournier  25,Biyombo  8,Augustin  6,A,Orlando Magic 2017-18 Regular Season NBA Schedule
"Sun, Oct 29",Charlotte ,L120-113  ,4-2,Simmons  27,Vucevic  10,Fournier  5,H,Orlando Magic 2017-18 Regular Season NBA Schedule
"Mon, Oct 30",New Orleans ,W115-99  ,5-2,Vucevic  20,Vucevic  8,Simmons  4,H,Orlando Magic 2017-18 Regular Season NBA Schedule
"Wed, Nov 1",Memphis ,W101-99  ,6-2,Fournier  22,Fournier  8,Mack  8,H,Orlando Magic 2017-18 Regular Season NBA Schedule
"Fri, Nov 3", Chicago ,L105-83  ,6-3,Fournier  21,Gordon  7,Mack  8,A,Orlando Magic 2017-18 Regular Season NBA Schedule
"Sun, Nov 5", Boston ,L104-88  ,6-4,Gordon  18,Gordon  12,Vucevic  7,A,Orlando Magic 2017-18 Regular Season NBA Schedule
"Wed, Nov 8", New York ,W112-99  ,7-4,Vucevic  24,Payton  6,Payton  11,A,Orlando Magic 2017-18 Regular Season NBA Schedule
"Fri, Nov 10",Phoenix ,W128-112  ,8-4,Gordon  22,Gordon  7,Payton  7,H,Orlando Magic 2017-18 Regular Season NBA Schedule
"Sat, Nov 11",Denver ,L125-107  ,8-5,Speights  19,Afflalo  8,Mack  8,H,Orlando Magic 2017-18 Regular Season NBA Schedule
"Mon, Nov 13",Golden State ,L110-100  ,8-6,Vucevic  20,Gordon  10,Mack  7,H,Orlando Magic 2017-18 Regular Season NBA Schedule
"Wed, Nov 15",Portland ,L99-94  ,8-7,Fournier  22,Vucevic  10,Payton  5,H,Orlando Magic 2017-18 Regular Season NBA Schedule
"Sat, Nov 18", Utah ,L125-85  ,8-8,Gordon  18,Gordon  9,Afflalo  4,A,Orlando Magic 2017-18 Regular Season NBA Schedule
"Mon, Nov 20", Indiana ,L105-97  ,8-9,Vucevic  25,Vucevic  13,Payton  7,A,Orlando Magic 2017-18 Regular Season NBA Schedule
"Wed, Nov 22",Minnesota ,L124-118  ,8-10,Gordon  26,Vucevic  14,Payton  13,H,Orlando Magic 2017-18 Regular Season NBA Schedule
"Fri, Nov 24",Boston ,L118-103  ,8-11,Simmons  14,Vucevic  11,Mack  8,H,Orlando Magic 2017-18 Regular Season NBA Schedule
"Sat, Nov 25",Philadelphia ,L130-111  ,8-12,Payton  22,Vucevic  14,Payton  9,H,Orlando Magic 2017-18 Regular Season NBA Schedule
"Mon, Nov 27",Indiana ,L121-109  ,8-13,Simmons  21,Vucevic  12,Payton  5,H,Orlando Magic 2017-18 Regular Season NBA Schedule
"Wed, Nov 29", Oklahoma City ,W121-108  ,9-13,Gordon  40,Gordon  15,Vucevic  7,A,Orlando Magic 2017-18 Regular Season NBA Schedule
"Fri, Dec 1", Golden State ,L133-112  ,9-14,Gordon  29,Gordon  7,Payton  9,A,Orlando Magic 2017-18 Regular Season NBA Schedule
"Sun, Dec 3",New York ,W105-100  ,10-14,Vucevic  34,Vucevic  12,Payton  5,H,Orlando Magic 2017-18 Regular Season NBA Schedule
"Mon, Dec 4",Charlotte ,L104-94  ,10-15,Fournier  18,Vucevic  8,Payton  7,H,Orlando Magic 2017-18 Regular Season NBA Schedule
"Wed, Dec 6", Atlanta ,W110-106 OT ,11-15,Fournier  27,Vucevic  16,Payton  6,A,Orlando Magic 2017-18 Regular Season NBA Schedule
"Fri, Dec 8", Denver ,L103-89  ,11-16,Vucevic  21,Vucevic  17,Payton  6,A,Orlando Magic 2017-18 Regular Season NBA Schedule
"Sat, Dec 9",Atlanta ,L117-110  ,11-17,Vucevic  31,Vucevic  13,Vucevic  10,H,Orlando Magic 2017-18 Regular Season NBA Schedule
"Wed, Dec 13", LA ,L106-95  ,11-18,Simmons  20,Vucevic  12,Simmons  8,A,Orlando Magic 2017-18 Regular Season NBA Schedule
"Fri, Dec 15", Portland ,L95-88  ,11-19,Vucevic  26,Vucevic  14,Augustin  4,A,Orlando Magic 2017-18 Regular Season NBA Schedule
