DATE,OPPONENT,RESULT,W-L,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Wed, Apr 12",New Orleans ,W123-118  ,40-42,Gilgeous-Alexander  32,Giddey  9,Giddey  10,H,Oklahoma City Thunder 2022-23 Play-In NBA Schedule
"Fri, Apr 14",Minnesota ,L120-95  ,40-42,Gilgeous-Alexander  22,Dort  8,Williams  5,H,Oklahoma City Thunder 2022-23 Play-In NBA Schedule
