DATE,OPPONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Sat, Apr 19", Phoenix ,W117-115 2OT ,Duncan  40,Duncan  15,Duncan  5,A,San Antonio Spurs 2007-08 Postseason NBA Schedule
"Tue, Apr 22", Phoenix ,W102-96  ,Parker  32,Duncan  17,Parker  7,A,San Antonio Spurs 2007-08 Postseason NBA Schedule
"Fri, Apr 25",Phoenix ,W115-99  ,Parker  41,Duncan  10,Parker  12,H,San Antonio Spurs 2007-08 Postseason NBA Schedule
"Sun, Apr 27",Phoenix ,L105-86  ,Parker  18,Duncan  10,Parker  3,H,San Antonio Spurs 2007-08 Postseason NBA Schedule
"Tue, Apr 29", Phoenix ,W92-87  ,Parker  31,Duncan  17,Parker  8,A,San Antonio Spurs 2007-08 Postseason NBA Schedule
DATE,PONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,H,San Antonio Spurs 2007-08 Postseason NBA Schedule
"Sat, May 3",New Orleans ,L101-82  ,Parker  23,Ginobili  6,Ginobili  7,H,San Antonio Spurs 2007-08 Postseason NBA Schedule
"Mon, May 5",New Orleans ,L102-84  ,Duncan  18,Duncan  8,Ginobili  7,H,San Antonio Spurs 2007-08 Postseason NBA Schedule
"Thu, May 8", New Orleans ,W110-99  ,Parker  31,Duncan  13,Parker  11,A,San Antonio Spurs 2007-08 Postseason NBA Schedule
"Sun, May 11", New Orleans ,W100-80  ,Duncan  22,Duncan  15,Parker  8,A,San Antonio Spurs 2007-08 Postseason NBA Schedule
"Tue, May 13",New Orleans ,L101-79  ,Ginobili  20,Duncan  23,Ginobili  7,H,San Antonio Spurs 2007-08 Postseason NBA Schedule
"Thu, May 15", New Orleans ,W99-80  ,Ginobili  25,Duncan  15,Duncan  6,A,San Antonio Spurs 2007-08 Postseason NBA Schedule
"Mon, May 19",New Orleans ,W91-82  ,Ginobili  26,Duncan  14,Ginobili  5,H,San Antonio Spurs 2007-08 Postseason NBA Schedule
DATE,PONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,H,San Antonio Spurs 2007-08 Postseason NBA Schedule
"Wed, May 21",Los Angeles ,L89-85  ,Duncan  30,Duncan  18,Parker  6,H,San Antonio Spurs 2007-08 Postseason NBA Schedule
"Fri, May 23",Los Angeles ,L101-71  ,Parker  13,Duncan  16,Parker  4,H,San Antonio Spurs 2007-08 Postseason NBA Schedule
"Sun, May 25", Los Angeles ,W103-84  ,Ginobili  30,Duncan  21,Duncan  5,A,San Antonio Spurs 2007-08 Postseason NBA Schedule
"Tue, May 27", Los Angeles ,L93-91  ,Duncan  29,Duncan  17,Parker  9,A,San Antonio Spurs 2007-08 Postseason NBA Schedule
"Thu, May 29",Los Angeles ,L100-92  ,Parker  23,Duncan  15,Duncan  10,H,San Antonio Spurs 2007-08 Postseason NBA Schedule
