DATE,OPPONENT,RESULT,W-L,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Fri, Nov 2", Miami ,W104-84  ,1-0,Anthony  30,Anthony  10,Felton  9,A,New York Knicks 2012-13 Regular Season NBA Schedule
"Sun, Nov 4", Philadelphia ,W100-84  ,2-0,Anthony  27,Smith  9,Kidd  6,A,New York Knicks 2012-13 Regular Season NBA Schedule
"Mon, Nov 5",Philadelphia ,W110-88  ,3-0,Anthony  21,Brewer  10,Felton  8,H,New York Knicks 2012-13 Regular Season NBA Schedule
"Fri, Nov 9", Dallas ,W104-94  ,4-0,Anthony  31,Chandler  9,Felton  9,A,New York Knicks 2012-13 Regular Season NBA Schedule
"Tue, Nov 13",Orlando ,W99-89  ,5-0,Anthony  25,Anthony  8,Felton  5,H,New York Knicks 2012-13 Regular Season NBA Schedule
"Thu, Nov 15",San Antonio ,W104-100  ,6-0,Felton  25,Chandler  12,Felton  7,H,New York Knicks 2012-13 Regular Season NBA Schedule
"Fri, Nov 16",Memphis ,L105-95  ,6-1,Anthony  20,Smith  7,Felton  5,H,New York Knicks 2012-13 Regular Season NBA Schedule
"Sun, Nov 18", Indiana ,W88-76  ,7-1,Anthony  26,Anthony  9,Felton  8,A,New York Knicks 2012-13 Regular Season NBA Schedule
"Tue, Nov 20",New Orleans ,W102-80  ,8-1,Anthony  29,Chandler  12,Felton  6,H,New York Knicks 2012-13 Regular Season NBA Schedule
"Wed, Nov 21",Dallas ,L114-111  ,8-2,Anthony  23,Chandler  13,Felton  11,H,New York Knicks 2012-13 Regular Season NBA Schedule
"Fri, Nov 23",Houston ,L131-103  ,8-3,Anthony  37,Chandler  7,Felton  8,H,New York Knicks 2012-13 Regular Season NBA Schedule
"Sun, Nov 25", Detroit ,W121-100  ,9-3,Anthony  29,Smith  10,Felton  10,A,New York Knicks 2012-13 Regular Season NBA Schedule
"Mon, Nov 26",Brooklyn ,L96-89 OT ,9-4,Anthony  35,Anthony  13,Felton  5,H,New York Knicks 2012-13 Regular Season NBA Schedule
"Wed, Nov 28",Milwaukee ,W102-88  ,10-4,Anthony  29,Anthony  8,Felton  7,H,New York Knicks 2012-13 Regular Season NBA Schedule
"Fri, Nov 30", Washington ,W108-87  ,11-4,Anthony  20,Chandler  10,Smith  6,A,New York Knicks 2012-13 Regular Season NBA Schedule
"Sun, Dec 2", Phoenix ,W106-99  ,12-4,Anthony  34,Chandler  13,Felton  7,A,New York Knicks 2012-13 Regular Season NBA Schedule
"Wed, Dec 5",Charlotte ,W100-98  ,13-4,Anthony  23,Chandler  17,Felton  9,H,New York Knicks 2012-13 Regular Season NBA Schedule
"Thu, Dec 6",Miami ,W112-92  ,14-4,Felton  27,Chandler  9,Felton  7,H,New York Knicks 2012-13 Regular Season NBA Schedule
"Sat, Dec 8",Chicago ,L93-85  ,14-5,Felton  27,Chandler  18,Felton  5,H,New York Knicks 2012-13 Regular Season NBA Schedule
"Sun, Dec 9", Denver ,W112-106  ,15-5,Anthony  34,Chandler  12,Kidd  7,A,New York Knicks 2012-13 Regular Season NBA Schedule
"Tue, Dec 11",Brooklyn ,W100-97  ,16-5,Anthony  45,Chandler  7,Felton  7,H,New York Knicks 2012-13 Regular Season NBA Schedule
