DATE,OPPONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Sat, Apr 28",Chicago ,L103-91  ,Brand  19,Brand  7,Turner  5,H,Philadelphia 76ers 2011-12 Postseason NBA Schedule
"Tue, May 1",Chicago ,W109-92  ,Holiday  26,Allen  9,Holiday  6,H,Philadelphia 76ers 2011-12 Postseason NBA Schedule
"Fri, May 4", Chicago ,W79-74  ,Hawes  21,Young  11,Holiday  6,A,Philadelphia 76ers 2011-12 Postseason NBA Schedule
"Sun, May 6", Chicago ,W89-82  ,Hawes  22,Iguodala  12,Holiday  6,A,Philadelphia 76ers 2011-12 Postseason NBA Schedule
"Tue, May 8",Chicago ,L77-69  ,Holiday  16,Hawes  14,Holiday  4,H,Philadelphia 76ers 2011-12 Postseason NBA Schedule
"Thu, May 10", Chicago ,W79-78  ,Iguodala  20,Hawes  10,Iguodala  7,A,Philadelphia 76ers 2011-12 Postseason NBA Schedule
DATE,PONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,H,Philadelphia 76ers 2011-12 Postseason NBA Schedule
"Sat, May 12",Boston ,L92-91  ,Iguodala  19,Turner  10,Iguodala  6,H,Philadelphia 76ers 2011-12 Postseason NBA Schedule
"Mon, May 14",Boston ,W82-81  ,Holiday  18,Hawes  10,Iguodala  7,H,Philadelphia 76ers 2011-12 Postseason NBA Schedule
"Wed, May 16", Boston ,L107-91  ,Young  22,Turner  8,Holiday  9,A,Philadelphia 76ers 2011-12 Postseason NBA Schedule
"Fri, May 18", Boston ,W92-83  ,Turner  16,Allen  10,Williams  8,A,Philadelphia 76ers 2011-12 Postseason NBA Schedule
"Mon, May 21",Boston ,L101-85  ,Brand  19,Turner  10,Holiday  7,H,Philadelphia 76ers 2011-12 Postseason NBA Schedule
"Wed, May 23", Boston ,W82-75  ,Holiday  20,Brand  10,Holiday  6,A,Philadelphia 76ers 2011-12 Postseason NBA Schedule
"Sat, May 26",Boston ,L85-75  ,Iguodala  18,Young  10,Holiday  9,H,Philadelphia 76ers 2011-12 Postseason NBA Schedule
