DATE,OPPONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Sat, Apr 15", Atlanta ,W112-99  ,Brown  29,Brown  12,White  7,A,Boston Celtics 2022-23 Postseason NBA Schedule
"Tue, Apr 18", Atlanta ,W119-106  ,Tatum  29,Tatum  10,Brogdon  8,A,Boston Celtics 2022-23 Postseason NBA Schedule
"Fri, Apr 21",Atlanta ,L130-122  ,Tatum  29,Tatum  10,Smart  8,H,Boston Celtics 2022-23 Postseason NBA Schedule
"Sun, Apr 23",Atlanta ,W129-121  ,Tatum  31,Williams III  15,Horford  5,H,Boston Celtics 2022-23 Postseason NBA Schedule
"Tue, Apr 25", Atlanta ,L119-117  ,Brown  35,Tatum  8,Tatum  8,A,Boston Celtics 2022-23 Postseason NBA Schedule
"Thu, Apr 27",Atlanta ,W128-120  ,Brown  32,Tatum  14,Tatum  7,H,Boston Celtics 2022-23 Postseason NBA Schedule
DATE,PONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,H,Boston Celtics 2022-23 Postseason NBA Schedule
"Mon, May 1", Philadelphia ,L119-115  ,Tatum  39,Tatum  11,Smart  7,A,Boston Celtics 2022-23 Postseason NBA Schedule
"Wed, May 3", Philadelphia ,W121-87  ,Brown  25,Tatum  7,Brown  4,A,Boston Celtics 2022-23 Postseason NBA Schedule
"Fri, May 5",Philadelphia ,W114-102  ,Tatum  27,Tatum  10,Brogdon  6,H,Boston Celtics 2022-23 Postseason NBA Schedule
"Sun, May 7",Philadelphia ,L116-115 OT ,Tatum  24,Tatum  18,Smart  7,H,Boston Celtics 2022-23 Postseason NBA Schedule
"Tue, May 9", Philadelphia ,L115-103  ,Tatum  36,Tatum  10,Tatum  5,A,Boston Celtics 2022-23 Postseason NBA Schedule
"Thu, May 11",Philadelphia ,W95-86  ,Smart  22,Horford  11,Smart  7,H,Boston Celtics 2022-23 Postseason NBA Schedule
"Sun, May 14", Philadelphia ,W112-88  ,Tatum  51,Tatum  13,Tatum  5,A,Boston Celtics 2022-23 Postseason NBA Schedule
DATE,PONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,H,Boston Celtics 2022-23 Postseason NBA Schedule
"Wed, May 17", Miami ,L123-116  ,Tatum  30,Brown  9,Smart  11,A,Boston Celtics 2022-23 Postseason NBA Schedule
"Fri, May 19", Miami ,L111-105  ,Tatum  34,Tatum  13,Tatum  8,A,Boston Celtics 2022-23 Postseason NBA Schedule
"Sun, May 21",Miami ,L128-102  ,Tatum  14,Tatum  10,Smart  8,H,Boston Celtics 2022-23 Postseason NBA Schedule
"Tue, May 23",Miami ,W116-99  ,Tatum  33,Tatum  11,Tatum  7,H,Boston Celtics 2022-23 Postseason NBA Schedule
"Thu, May 25", Miami ,W110-97  ,White  24,Horford  11,Tatum  11,A,Boston Celtics 2022-23 Postseason NBA Schedule
"Sat, May 27",Miami ,W104-103  ,Tatum  31,Tatum  12,White  6,H,Boston Celtics 2022-23 Postseason NBA Schedule
"Mon, May 29", Miami ,L103-84  ,Brown  19,Tatum  11,Brown  5,A,Boston Celtics 2022-23 Postseason NBA Schedule
