DATE,OPPONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Sun, May 23", Memphis ,L112-109  ,Bogdanovic  29,Gobert  15,Conley  11,A,Utah Jazz 2020-21 Postseason NBA Schedule
"Wed, May 26", Memphis ,W141-129  ,Mitchell  25,Gobert  13,Conley  15,A,Utah Jazz 2020-21 Postseason NBA Schedule
"Sat, May 29",Memphis ,W121-111  ,Mitchell  29,Gobert  14,Conley  8,H,Utah Jazz 2020-21 Postseason NBA Schedule
"Mon, May 31",Memphis ,W120-113  ,Mitchell  30,O'Neale  9,Mitchell  8,H,Utah Jazz 2020-21 Postseason NBA Schedule
"Wed, Jun 2", Memphis ,W126-110  ,Mitchell  30,Gobert  15,Mitchell  10,A,Utah Jazz 2020-21 Postseason NBA Schedule
DATE,PONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,H,Utah Jazz 2020-21 Postseason NBA Schedule
"Tue, Jun 8", LA ,W112-109  ,Mitchell  45,Gobert  12,Ingles  7,A,Utah Jazz 2020-21 Postseason NBA Schedule
"Thu, Jun 10", LA ,W117-111  ,Mitchell  37,Gobert  20,Mitchell  4,A,Utah Jazz 2020-21 Postseason NBA Schedule
"Sat, Jun 12",LA ,L132-106  ,Mitchell  30,Gobert  10,Mitchell  4,H,Utah Jazz 2020-21 Postseason NBA Schedule
"Mon, Jun 14",LA ,L118-104  ,Mitchell  37,Gobert  8,Mitchell  5,H,Utah Jazz 2020-21 Postseason NBA Schedule
"Wed, Jun 16", LA ,L119-111  ,Bogdanovic  32,Gobert  10,Ingles  6,A,Utah Jazz 2020-21 Postseason NBA Schedule
"Fri, Jun 18",LA ,L131-119  ,Mitchell  39,O'Neale  10,Mitchell  9,H,Utah Jazz 2020-21 Postseason NBA Schedule
