DATE,OPPONENT,RESULT,W-L,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Fri, Sep 30", RA'ANANA,W121-81  ,1-0,Kennard  16,Brown  13,Preston  10,N,LA Clippers 2022-23 Preseason NBA Schedule
"Mon, Oct 3", Portland,W102-97  ,2-0,Coffey  15,Diabate  11,Moon  4,N,LA Clippers 2022-23 Preseason NBA Schedule
"Sun, Oct 9", Minnesota ,L119-117  ,2-1,Wall  20,Zubac  8,George  4,A,LA Clippers 2022-23 Preseason NBA Schedule
"Wed, Oct 12", Denver,L126-115  ,2-2,Powell  34,George  6,Wall  4,N,LA Clippers 2022-23 Preseason NBA Schedule
