DATE,OPPONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Sat, Apr 23",Boston ,L102-82  ,Jackson  25,Davis  10,Johnson  5,H,Indiana Pacers 2004-05 Postseason NBA Schedule
"Mon, Apr 25",Boston ,W82-79  ,Miller  28,Johnson  7,Johnson  7,H,Indiana Pacers 2004-05 Postseason NBA Schedule
"Thu, Apr 28", Boston ,W99-76  ,Miller  33,O'Neal  11,Johnson  8,A,Indiana Pacers 2004-05 Postseason NBA Schedule
"Sat, Apr 30", Boston ,L110-79  ,Jackson  24,Jones  9,Johnson  7,A,Indiana Pacers 2004-05 Postseason NBA Schedule
"Tue, May 3",Boston ,W90-85  ,O'Neal  19,O'Neal  10,Tinsley  7,H,Indiana Pacers 2004-05 Postseason NBA Schedule
"Thu, May 5", Boston ,L92-89 OT ,O'Neal  26,Davis  14,Johnson  4,A,Indiana Pacers 2004-05 Postseason NBA Schedule
"Sat, May 7",Boston ,W97-70  ,Jackson  24,Foster  12,O'Neal  6,H,Indiana Pacers 2004-05 Postseason NBA Schedule
DATE,PONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,H,Indiana Pacers 2004-05 Postseason NBA Schedule
"Mon, May 9",Detroit ,L96-81  ,O'Neal  22,Foster  13,Miller  3,H,Indiana Pacers 2004-05 Postseason NBA Schedule
"Wed, May 11",Detroit ,W92-83  ,O'Neal  22,Foster  20,Tinsley  12,H,Indiana Pacers 2004-05 Postseason NBA Schedule
"Fri, May 13", Detroit ,W79-74  ,Miller  17,Foster  12,Tinsley  6,A,Indiana Pacers 2004-05 Postseason NBA Schedule
"Sun, May 15", Detroit ,L89-76  ,Jackson  23,O'Neal  13,Johnson  6,A,Indiana Pacers 2004-05 Postseason NBA Schedule
"Tue, May 17",Detroit ,L86-67  ,O'Neal  14,Davis  9,Tinsley  5,H,Indiana Pacers 2004-05 Postseason NBA Schedule
"Thu, May 19", Detroit ,L88-79  ,Miller  27,O'Neal  11,Tinsley  10,A,Indiana Pacers 2004-05 Postseason NBA Schedule
