DATE,OPPONENT,RESULT,W-L,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Thu, Oct 20",Philadelphia ,W90-88  ,1-0,Antetokounmpo  21,Antetokounmpo  13,Antetokounmpo  8,H,Milwaukee Bucks 2022-23 Regular Season NBA Schedule
"Sat, Oct 22", Houston ,W125-105  ,2-0,Antetokounmpo  44,Antetokounmpo  12,Holiday  10,A,Milwaukee Bucks 2022-23 Regular Season NBA Schedule
"Wed, Oct 26", Brooklyn ,W110-99  ,3-0,Antetokounmpo  43,Antetokounmpo  14,Antetokounmpo  5,A,Milwaukee Bucks 2022-23 Regular Season NBA Schedule
"Fri, Oct 28", New York ,W119-108  ,4-0,Antetokounmpo  30,Antetokounmpo  14,Antetokounmpo  9,A,Milwaukee Bucks 2022-23 Regular Season NBA Schedule
"Sat, Oct 29", Atlanta ,W123-115  ,5-0,Antetokounmpo  34,Antetokounmpo  17,Holiday  12,A,Milwaukee Bucks 2022-23 Regular Season NBA Schedule
"Mon, Oct 31", Detroit ,W110-108  ,6-0,Antetokounmpo  31,Portis  12,Holiday  10,A,Milwaukee Bucks 2022-23 Regular Season NBA Schedule
"Wed, Nov 2", Detroit ,W116-91  ,7-0,Antetokounmpo  32,Antetokounmpo  12,Antetokounmpo  4,A,Milwaukee Bucks 2022-23 Regular Season NBA Schedule
"Fri, Nov 4",Minnesota ,W115-102  ,8-0,Holiday  29,Antetokounmpo  14,Antetokounmpo  11,H,Milwaukee Bucks 2022-23 Regular Season NBA Schedule
"Sat, Nov 5", Oklahoma City ,W108-94  ,9-0,Lopez  25,Portis  21,Holiday  13,A,Milwaukee Bucks 2022-23 Regular Season NBA Schedule
"Mon, Nov 7",Atlanta ,L117-98  ,9-1,Antetokounmpo  25,Portis  10,Holiday  7,H,Milwaukee Bucks 2022-23 Regular Season NBA Schedule
"Wed, Nov 9",Oklahoma City ,W136-132 2OT ,10-1,Carter  36,Lopez  13,Carter  12,H,Milwaukee Bucks 2022-23 Regular Season NBA Schedule
"Fri, Nov 11",San Antonio ,L111-93  ,10-2,Carter  21,Portis  12,Carter  6,H,Milwaukee Bucks 2022-23 Regular Season NBA Schedule
"Mon, Nov 14", Atlanta ,L121-106  ,10-3,Antetokounmpo  27,Portis  10,Carter  6,A,Milwaukee Bucks 2022-23 Regular Season NBA Schedule
"Wed, Nov 16", Cleveland ,W113-98  ,11-3,Lopez  29,Antetokounmpo  12,Antetokounmpo  8,A,Milwaukee Bucks 2022-23 Regular Season NBA Schedule
"Fri, Nov 18",Philadelphia ,L110-102  ,11-4,Antetokounmpo  25,Antetokounmpo  14,Antetokounmpo  4,H,Milwaukee Bucks 2022-23 Regular Season NBA Schedule
"Mon, Nov 21", Portland ,W119-111  ,12-4,Antetokounmpo  37,Allen  8,Antetokounmpo  6,A,Milwaukee Bucks 2022-23 Regular Season NBA Schedule
"Wed, Nov 23", Chicago ,L118-113  ,12-5,Antetokounmpo  36,Portis  12,Holiday  11,A,Milwaukee Bucks 2022-23 Regular Season NBA Schedule
"Fri, Nov 25", Cleveland ,W117-102  ,13-5,Antetokounmpo  38,Antetokounmpo  9,Antetokounmpo  6,A,Milwaukee Bucks 2022-23 Regular Season NBA Schedule
"Sun, Nov 27", Dallas ,W124-115  ,14-5,Antetokounmpo  30,Antetokounmpo  11,Holiday  6,A,Milwaukee Bucks 2022-23 Regular Season NBA Schedule
"Wed, Nov 30",New York ,W109-103  ,15-5,Antetokounmpo  37,Antetokounmpo  13,Antetokounmpo  7,H,Milwaukee Bucks 2022-23 Regular Season NBA Schedule
"Fri, Dec 2", Los Angeles ,L133-129  ,15-6,Antetokounmpo  40,Portis  10,Holiday  9,A,Milwaukee Bucks 2022-23 Regular Season NBA Schedule
"Sat, Dec 3",Charlotte ,W105-96  ,16-6,Portis  20,Portis  8,Portis  7,H,Milwaukee Bucks 2022-23 Regular Season NBA Schedule
"Mon, Dec 5",Orlando ,W109-102  ,17-6,Antetokounmpo  34,Antetokounmpo  13,Holiday  10,H,Milwaukee Bucks 2022-23 Regular Season NBA Schedule
"Wed, Dec 7", Sacramento ,W126-113  ,18-6,Antetokounmpo  35,Lopez  9,Antetokounmpo  7,A,Milwaukee Bucks 2022-23 Regular Season NBA Schedule
"Fri, Dec 9",Dallas ,W106-105  ,19-6,Antetokounmpo  28,Antetokounmpo  10,Holiday  6,H,Milwaukee Bucks 2022-23 Regular Season NBA Schedule
"Sun, Dec 11",Houston ,L97-92  ,19-7,Holiday  25,Antetokounmpo  18,Holiday  8,H,Milwaukee Bucks 2022-23 Regular Season NBA Schedule
"Tue, Dec 13", Golden State ,W128-111  ,20-7,Antetokounmpo  30,Antetokounmpo  12,Antetokounmpo  5,A,Milwaukee Bucks 2022-23 Regular Season NBA Schedule
"Thu, Dec 15",Memphis ,L142-101  ,20-8,Portis  19,Portis  7,Antetokounmpo  5,H,Milwaukee Bucks 2022-23 Regular Season NBA Schedule
"Sat, Dec 17", Utah ,W123-97  ,21-8,Portis  22,Portis  14,Holiday  8,A,Milwaukee Bucks 2022-23 Regular Season NBA Schedule
"Mon, Dec 19",New Orleans ,W128-119  ,22-8,Antetokounmpo  42,Antetokounmpo  10,Holiday  11,H,Milwaukee Bucks 2022-23 Regular Season NBA Schedule
