DATE,OPPONENT,RESULT,W-L,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Wed, Oct 31", San Antonio ,L99-95  ,0-1,Davis  21,Lopez  9,Vasquez  13,A,New Orleans Pelicans 2012-13 Regular Season NBA Schedule
"Fri, Nov 2", Utah ,W88-86  ,1-1,Lopez  19,Aminu  8,Vasquez  10,A,New Orleans Pelicans 2012-13 Regular Season NBA Schedule
"Sat, Nov 3",Chicago ,W89-82  ,2-1,Vasquez  18,Anderson  13,Vasquez  6,H,New Orleans Pelicans 2012-13 Regular Season NBA Schedule
"Wed, Nov 7", Philadelphia ,L77-62  ,2-2,Aminu  10,Aminu  16,Vasquez  7,A,New Orleans Pelicans 2012-13 Regular Season NBA Schedule
"Fri, Nov 9", Charlotte ,W107-99  ,3-2,Anderson  25,Davis  11,Roberts  8,A,New Orleans Pelicans 2012-13 Regular Season NBA Schedule
"Wed, Nov 14",Houston ,L100-96  ,3-3,Vasquez  24,Anderson  12,Vasquez  9,H,New Orleans Pelicans 2012-13 Regular Season NBA Schedule
"Fri, Nov 16", Oklahoma City ,L110-95  ,3-4,Anderson  15,Davis  11,Roberts  7,A,New Orleans Pelicans 2012-13 Regular Season NBA Schedule
"Sat, Nov 17",Milwaukee ,L117-113  ,3-5,Davis  28,Davis  11,Vasquez  11,H,New Orleans Pelicans 2012-13 Regular Season NBA Schedule
"Tue, Nov 20", New York ,L102-80  ,3-6,Anderson  15,Anderson  8,Vasquez  6,A,New Orleans Pelicans 2012-13 Regular Season NBA Schedule
"Wed, Nov 21",Indiana ,L115-107 OT ,3-7,Lopez  21,Lopez  13,Vasquez  8,H,New Orleans Pelicans 2012-13 Regular Season NBA Schedule
"Fri, Nov 23",Phoenix ,L111-108 OT ,3-8,Anderson  34,Anderson  11,Vasquez  14,H,New Orleans Pelicans 2012-13 Regular Season NBA Schedule
"Sun, Nov 25",Denver ,L102-84  ,3-9,Roberts  17,Miller  8,Vasquez  6,H,New Orleans Pelicans 2012-13 Regular Season NBA Schedule
"Mon, Nov 26",LA ,W105-98  ,4-9,Vasquez  25,Anderson  8,Vasquez  10,H,New Orleans Pelicans 2012-13 Regular Season NBA Schedule
"Wed, Nov 28", Utah ,L96-84  ,4-10,Lopez  18,Smith  9,Vasquez  8,A,New Orleans Pelicans 2012-13 Regular Season NBA Schedule
"Sat, Dec 1", Oklahoma City ,L100-79  ,4-11,Anderson  21,Anderson  10,Vasquez  7,A,New Orleans Pelicans 2012-13 Regular Season NBA Schedule
"Mon, Dec 3", Milwaukee ,W102-81  ,5-11,Anderson  22,Anderson  7,Vasquez  9,A,New Orleans Pelicans 2012-13 Regular Season NBA Schedule
"Wed, Dec 5", Los Angeles ,L103-87  ,5-12,Anderson  31,Aminu  10,Vasquez  9,A,New Orleans Pelicans 2012-13 Regular Season NBA Schedule
"Fri, Dec 7", Memphis ,L96-89  ,5-13,Roberts  15,Smith  5,Vasquez  8,A,New Orleans Pelicans 2012-13 Regular Season NBA Schedule
"Sat, Dec 8",Miami ,L106-90  ,5-14,Anderson  24,Lopez  8,Vasquez  7,H,New Orleans Pelicans 2012-13 Regular Season NBA Schedule
"Tue, Dec 11", Washington ,L77-70  ,5-15,Anderson  17,Anderson  11,Vasquez  5,A,New Orleans Pelicans 2012-13 Regular Season NBA Schedule
"Wed, Dec 12",Oklahoma City ,L92-88  ,5-16,Roberts  16,Lopez  8,Anderson  5,H,New Orleans Pelicans 2012-13 Regular Season NBA Schedule
"Fri, Dec 14", Minnesota ,L113-102  ,5-17,Rivers  27,Aminu  8,Vasquez  16,A,New Orleans Pelicans 2012-13 Regular Season NBA Schedule
"Sun, Dec 16",Portland ,L95-94  ,5-18,Anderson  26,Vasquez  8,Vasquez  11,H,New Orleans Pelicans 2012-13 Regular Season NBA Schedule
"Tue, Dec 18",Golden State ,L103-96  ,5-19,Anderson  28,Davis  16,Vasquez  11,H,New Orleans Pelicans 2012-13 Regular Season NBA Schedule
"Wed, Dec 19",LA ,L93-77  ,5-20,Lopez  22,Lopez  9,Vasquez  10,H,New Orleans Pelicans 2012-13 Regular Season NBA Schedule
"Fri, Dec 21",San Antonio ,L99-94  ,5-21,Davis  18,Davis  11,Vasquez  4,H,New Orleans Pelicans 2012-13 Regular Season NBA Schedule
"Sat, Dec 22", Indiana ,L81-75  ,5-22,Lopez  24,Lopez  11,Vasquez  8,A,New Orleans Pelicans 2012-13 Regular Season NBA Schedule
"Wed, Dec 26",Orlando ,W97-94  ,6-22,Lopez  29,Davis  11,Vasquez  8,H,New Orleans Pelicans 2012-13 Regular Season NBA Schedule
"Fri, Dec 28", Toronto ,L104-97 OT ,6-23,Davis  25,Anderson  12,Vasquez  14,A,New Orleans Pelicans 2012-13 Regular Season NBA Schedule
"Sat, Dec 29",Charlotte ,W98-95  ,7-23,Gordon  24,Davis  10,Vasquez  8,H,New Orleans Pelicans 2012-13 Regular Season NBA Schedule
"Tue, Jan 1", Atlanta ,L95-86  ,7-24,Anderson  23,Davis  13,Vasquez  10,A,New Orleans Pelicans 2012-13 Regular Season NBA Schedule
"Wed, Jan 2",Houston ,L104-92  ,7-25,Anderson  18,Lopez  8,Vasquez  14,H,New Orleans Pelicans 2012-13 Regular Season NBA Schedule
"Sat, Jan 5",Dallas ,W99-96 OT ,8-25,Vasquez  25,Aminu  13,Vasquez  9,H,New Orleans Pelicans 2012-13 Regular Season NBA Schedule
"Mon, Jan 7", San Antonio ,W95-88  ,9-25,Gordon  24,Aminu  10,Vasquez  11,A,New Orleans Pelicans 2012-13 Regular Season NBA Schedule
"Wed, Jan 9", Houston ,W88-79  ,10-25,Smith  17,Smith  10,Vasquez  11,A,New Orleans Pelicans 2012-13 Regular Season NBA Schedule
"Fri, Jan 11", Minnesota ,W104-92  ,11-25,Vasquez  18,Aminu  13,Vasquez  13,A,New Orleans Pelicans 2012-13 Regular Season NBA Schedule
"Sun, Jan 13",New York ,L100-87  ,11-26,Gordon  22,Aminu  11,Vasquez  6,H,New Orleans Pelicans 2012-13 Regular Season NBA Schedule
"Tue, Jan 15",Philadelphia ,W111-99  ,12-26,Vasquez  23,Anderson  9,Vasquez  9,H,New Orleans Pelicans 2012-13 Regular Season NBA Schedule
"Wed, Jan 16",Boston ,W90-78  ,13-26,Aminu  18,Vasquez  11,Vasquez  4,H,New Orleans Pelicans 2012-13 Regular Season NBA Schedule
"Sat, Jan 19", Golden State ,L116-112  ,13-27,Gordon  23,Davis  12,Vasquez  15,A,New Orleans Pelicans 2012-13 Regular Season NBA Schedule
"Mon, Jan 21", Sacramento ,W114-105  ,14-27,Anderson  27,Aminu  11,Vasquez  11,A,New Orleans Pelicans 2012-13 Regular Season NBA Schedule
"Wed, Jan 23",San Antonio ,L106-102  ,14-28,Gordon  17,Aminu  12,Vasquez  11,H,New Orleans Pelicans 2012-13 Regular Season NBA Schedule
"Fri, Jan 25", Houston ,L100-82  ,14-29,Gordon  20,Davis  7,Vasquez  6,A,New Orleans Pelicans 2012-13 Regular Season NBA Schedule
"Sun, Jan 27",Memphis ,W91-83  ,15-29,Anderson  22,Aminu  12,Vasquez  11,H,New Orleans Pelicans 2012-13 Regular Season NBA Schedule
"Tue, Jan 29",Los Angeles ,L111-106  ,15-30,,,,H,New Orleans Pelicans 2012-13 Regular Season NBA Schedule
"Wed, Jan 30",Utah ,L104-99  ,15-31,Vasquez  17,Aminu  13,Vasquez  13,H,New Orleans Pelicans 2012-13 Regular Season NBA Schedule
"Fri, Feb 1",Denver ,L113-98  ,15-32,Anderson  21,Davis  10,Vasquez  9,H,New Orleans Pelicans 2012-13 Regular Season NBA Schedule
"Sat, Feb 2",Minnesota ,L115-86  ,15-33,Davis  18,Vasquez  6,Vasquez  7,H,New Orleans Pelicans 2012-13 Regular Season NBA Schedule
"Wed, Feb 6", Phoenix ,W93-84  ,16-33,Vasquez  19,Aminu  11,Vasquez  12,A,New Orleans Pelicans 2012-13 Regular Season NBA Schedule
"Fri, Feb 8",Atlanta ,W111-100  ,17-33,Gordon  27,Vasquez  11,Vasquez  12,H,New Orleans Pelicans 2012-13 Regular Season NBA Schedule
"Sun, Feb 10",Toronto ,L102-89  ,17-34,Lopez  19,Vasquez  7,Vasquez  6,H,New Orleans Pelicans 2012-13 Regular Season NBA Schedule
"Mon, Feb 11",Detroit ,W105-86  ,18-34,Anderson  31,Aminu  14,Vasquez  13,H,New Orleans Pelicans 2012-13 Regular Season NBA Schedule
"Wed, Feb 13", Portland ,W99-63  ,19-34,Davis  21,Davis  11,Vasquez  8,A,New Orleans Pelicans 2012-13 Regular Season NBA Schedule
"Tue, Feb 19", Chicago ,L96-87  ,19-35,Gordon  20,Davis  10,Vasquez  10,A,New Orleans Pelicans 2012-13 Regular Season NBA Schedule
"Wed, Feb 20",Cleveland ,L105-100  ,19-36,Roberts  17,Aminu  10,Vasquez  8,H,New Orleans Pelicans 2012-13 Regular Season NBA Schedule
"Fri, Feb 22", Dallas ,L104-100  ,19-37,Gordon  23,Anderson  12,Vasquez  11,A,New Orleans Pelicans 2012-13 Regular Season NBA Schedule
"Sun, Feb 24", Sacramento ,W110-95  ,20-37,Davis  20,Anderson  9,Vasquez  13,A,New Orleans Pelicans 2012-13 Regular Season NBA Schedule
"Tue, Feb 26", Brooklyn ,L101-97  ,20-38,Vasquez  20,Vasquez  8,Vasquez  7,A,New Orleans Pelicans 2012-13 Regular Season NBA Schedule
"Wed, Feb 27",Oklahoma City ,L119-74  ,20-39,Anderson  14,Aminu  7,Vasquez  7,H,New Orleans Pelicans 2012-13 Regular Season NBA Schedule
"Fri, Mar 1", Detroit ,W100-95  ,21-39,Vasquez  25,Aminu  14,Vasquez  9,A,New Orleans Pelicans 2012-13 Regular Season NBA Schedule
"Mon, Mar 4", Orlando ,L105-102  ,21-40,Davis  17,Davis  15,Vasquez  8,A,New Orleans Pelicans 2012-13 Regular Season NBA Schedule
"Wed, Mar 6", Los Angeles ,L108-102  ,21-41,Gordon  18,Aminu  16,Vasquez  12,A,New Orleans Pelicans 2012-13 Regular Season NBA Schedule
"Sat, Mar 9",Memphis ,L96-85  ,21-42,Davis  20,Davis  18,Vasquez  8,H,New Orleans Pelicans 2012-13 Regular Season NBA Schedule
"Sun, Mar 10", Portland ,W98-96  ,22-42,Anderson  20,Anderson  13,Roberts  9,A,New Orleans Pelicans 2012-13 Regular Season NBA Schedule
"Tue, Mar 12",Brooklyn ,L108-98  ,22-43,Gordon  24,Davis  11,Vasquez  14,H,New Orleans Pelicans 2012-13 Regular Season NBA Schedule
"Fri, Mar 15",Washington ,L96-87  ,22-44,Gordon  20,Vasquez  8,Vasquez  9,H,New Orleans Pelicans 2012-13 Regular Season NBA Schedule
"Sun, Mar 17",Minnesota ,L97-95  ,22-45,Vasquez  24,Lopez  11,Vasquez  5,H,New Orleans Pelicans 2012-13 Regular Season NBA Schedule
"Mon, Mar 18", Golden State ,L93-72  ,22-46,Anderson  21,Anderson  9,Vasquez  9,A,New Orleans Pelicans 2012-13 Regular Season NBA Schedule
"Wed, Mar 20", Boston ,W87-86  ,23-46,Anderson  21,Aminu  9,Vasquez  6,A,New Orleans Pelicans 2012-13 Regular Season NBA Schedule
"Fri, Mar 22", Memphis ,W90-83  ,24-46,Lopez  23,Davis  15,Vasquez  9,A,New Orleans Pelicans 2012-13 Regular Season NBA Schedule
"Mon, Mar 25", Denver ,W110-86  ,25-46,Anderson  23,Anderson  9,Roberts  18,A,New Orleans Pelicans 2012-13 Regular Season NBA Schedule
"Wed, Mar 27", LA ,L105-91  ,25-47,Gordon  24,Davis  9,Vasquez  4,A,New Orleans Pelicans 2012-13 Regular Season NBA Schedule
"Fri, Mar 29", Miami ,L108-89  ,25-48,Anderson  20,Aminu  16,Roberts  6,A,New Orleans Pelicans 2012-13 Regular Season NBA Schedule
"Sun, Mar 31", Cleveland ,W112-92  ,26-48,Vasquez  25,Davis  13,Vasquez  9,A,New Orleans Pelicans 2012-13 Regular Season NBA Schedule
"Wed, Apr 3",Golden State ,L98-88  ,26-49,Gordon  21,Davis  9,Vasquez  9,H,New Orleans Pelicans 2012-13 Regular Season NBA Schedule
