DATE,OPPONENT,RESULT,W-L,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Tue, Oct 25", New York ,W117-88  ,1-0,Irving  29,Love  12,James  14,A,Cleveland Cavaliers 2016-17 Regular Season NBA Schedule
"Fri, Oct 28",Toronto ,W94-91  ,2-0,Irving  26,Love  10,James  7,H,Cleveland Cavaliers 2016-17 Regular Season NBA Schedule
"Sat, Oct 29", Orlando ,W105-99  ,3-0,James  23,Thompson  12,James  9,A,Cleveland Cavaliers 2016-17 Regular Season NBA Schedule
"Tue, Nov 1", Houston ,W128-120  ,4-0,Irving  32,James  13,James  8,A,Cleveland Cavaliers 2016-17 Regular Season NBA Schedule
"Thu, Nov 3", Boston ,W128-122  ,5-0,James  30,Thompson  14,James  12,A,Cleveland Cavaliers 2016-17 Regular Season NBA Schedule
"Sat, Nov 5",Philadelphia ,W102-101  ,6-0,James  25,Thompson  13,James  14,H,Cleveland Cavaliers 2016-17 Regular Season NBA Schedule
"Tue, Nov 8", Atlanta ,L110-106  ,6-1,Irving  29,Love  12,James  5,A,Cleveland Cavaliers 2016-17 Regular Season NBA Schedule
"Fri, Nov 11",Washington ,W105-94  ,7-1,Irving  29,Love  16,Irving  6,H,Cleveland Cavaliers 2016-17 Regular Season NBA Schedule
"Sun, Nov 13", Charlotte ,W100-93  ,8-1,Frye  20,Thompson  12,James  8,A,Cleveland Cavaliers 2016-17 Regular Season NBA Schedule
"Tue, Nov 15", Toronto ,W121-117  ,9-1,James  28,Love  13,James  15,A,Cleveland Cavaliers 2016-17 Regular Season NBA Schedule
"Wed, Nov 16",Indiana ,L103-93  ,9-2,Love  27,Love  16,Irving  7,H,Cleveland Cavaliers 2016-17 Regular Season NBA Schedule
"Fri, Nov 18", Detroit ,W104-81  ,10-2,Irving  25,Thompson  14,Irving  11,A,Cleveland Cavaliers 2016-17 Regular Season NBA Schedule
"Wed, Nov 23", Portland ,W137-125  ,11-2,Love  40,James  10,James  13,A,Cleveland Cavaliers 2016-17 Regular Season NBA Schedule
"Fri, Nov 25", Dallas ,W128-90  ,12-2,Love  27,Thompson  12,James  11,A,Cleveland Cavaliers 2016-17 Regular Season NBA Schedule
"Sun, Nov 27",Philadelphia ,W112-108  ,13-2,Irving  39,Thompson  12,James  13,H,Cleveland Cavaliers 2016-17 Regular Season NBA Schedule
"Tue, Nov 29",Milwaukee ,L118-101  ,13-3,James  22,Love  13,James  4,H,Cleveland Cavaliers 2016-17 Regular Season NBA Schedule
