DATE,OPPONENT,RESULT,W-L,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Tue, Dec 22", LA ,L116-109  ,0-1,James  22,Schroder  12,Schroder  8,A,Los Angeles Lakers 2020-21 Regular Season NBA Schedule
"Fri, Dec 25", Dallas ,W138-115  ,1-1,Davis  28,Gasol  9,James  10,A,Los Angeles Lakers 2020-21 Regular Season NBA Schedule
"Sun, Dec 27", Minnesota ,W127-91  ,2-1,Kuzma  20,James  9,Gasol  8,A,Los Angeles Lakers 2020-21 Regular Season NBA Schedule
"Mon, Dec 28", Portland ,L115-107  ,2-2,James  29,Davis  10,James  6,A,Los Angeles Lakers 2020-21 Regular Season NBA Schedule
"Wed, Dec 30",San Antonio ,W121-107  ,3-2,James  26,Harrell  9,James  8,H,Los Angeles Lakers 2020-21 Regular Season NBA Schedule
"Fri, Jan 1",San Antonio ,W109-103  ,4-2,Davis  34,Davis  11,James  10,H,Los Angeles Lakers 2020-21 Regular Season NBA Schedule
"Sun, Jan 3",Memphis ,W108-94  ,5-2,James  22,James  13,James  8,H,Los Angeles Lakers 2020-21 Regular Season NBA Schedule
"Tue, Jan 5",Memphis ,W94-92  ,6-2,Davis  27,James  12,James  7,H,Los Angeles Lakers 2020-21 Regular Season NBA Schedule
"Thu, Jan 7", San Antonio ,L118-109  ,6-3,James  27,Davis  10,James  12,A,Los Angeles Lakers 2020-21 Regular Season NBA Schedule
"Fri, Jan 8", Chicago ,W117-115  ,7-3,James  28,Harrell  14,James  7,A,Los Angeles Lakers 2020-21 Regular Season NBA Schedule
"Sun, Jan 10",Houston ,W120-102  ,8-3,Davis  27,Harrell  8,James  7,H,Los Angeles Lakers 2020-21 Regular Season NBA Schedule
"Tue, Jan 12",Houston ,W117-100  ,9-3,James  26,Kuzma  11,James  5,H,Los Angeles Lakers 2020-21 Regular Season NBA Schedule
"Wed, Jan 13",Oklahoma City ,W128-99  ,10-3,James  26,Davis  7,James  7,H,Los Angeles Lakers 2020-21 Regular Season NBA Schedule
"Fri, Jan 15", New Orleans ,W112-95  ,11-3,James  21,Kuzma  13,James  11,A,Los Angeles Lakers 2020-21 Regular Season NBA Schedule
"Mon, Jan 18", Golden State ,L115-113  ,11-4,Schroder  25,Davis  17,Davis  7,A,Los Angeles Lakers 2020-21 Regular Season NBA Schedule
"Thu, Jan 21",Milwaukee ,W113-106  ,12-4,James  34,Davis  9,James  8,H,Los Angeles Lakers 2020-21 Regular Season NBA Schedule
"Sat, Jan 23",Chicago ,W101-90  ,13-4,Davis  37,James  11,James  6,H,Los Angeles Lakers 2020-21 Regular Season NBA Schedule
"Mon, Jan 25",Cleveland ,W115-108  ,14-4,James  46,Davis  10,James  6,H,Los Angeles Lakers 2020-21 Regular Season NBA Schedule
"Wed, Jan 27",Philadelphia ,L107-106  ,14-5,James  34,Davis  8,James  7,H,Los Angeles Lakers 2020-21 Regular Season NBA Schedule
