DATE,OPPONENT,RESULT,W-L,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Wed, Oct 29", Golden State ,L95-77  ,0-1,Cousins  20,Cousins  11,Collison  8,A,Sacramento Kings 2014-15 Regular Season NBA Schedule
"Fri, Oct 31", Portland ,W103-94  ,1-1,Gay  40,Cousins  9,Collison  8,A,Sacramento Kings 2014-15 Regular Season NBA Schedule
"Sun, Nov 2",LA ,W98-92  ,2-1,Cousins  34,Cousins  17,Gay  6,H,Sacramento Kings 2014-15 Regular Season NBA Schedule
"Mon, Nov 3",Denver ,W110-105  ,3-1,Collison  21,Evans  14,Collison  6,H,Sacramento Kings 2014-15 Regular Season NBA Schedule
"Wed, Nov 5", Denver ,W131-109  ,4-1,Cousins  30,Cousins  11,Collison  8,A,Sacramento Kings 2014-15 Regular Season NBA Schedule
"Fri, Nov 7",Phoenix ,W114-112 2OT ,5-1,Cousins  25,Cousins  18,Sessions  4,H,Sacramento Kings 2014-15 Regular Season NBA Schedule
"Sun, Nov 9",Oklahoma City ,L101-93  ,5-2,Gay  23,Gay  10,Collison  7,H,Sacramento Kings 2014-15 Regular Season NBA Schedule
"Tue, Nov 11",Dallas ,L106-98  ,5-3,Gay  26,Cousins  11,Gay  8,H,Sacramento Kings 2014-15 Regular Season NBA Schedule
"Thu, Nov 13",Memphis ,L111-110  ,5-4,Gay  25,Cousins  12,Collison  5,H,Sacramento Kings 2014-15 Regular Season NBA Schedule
"Sat, Nov 15", San Antonio ,W94-91  ,6-4,Cousins  25,Cousins  10,Gay  6,A,Sacramento Kings 2014-15 Regular Season NBA Schedule
"Tue, Nov 18", New Orleans ,L106-100  ,6-5,Cousins  24,Cousins  17,Collison  11,A,Sacramento Kings 2014-15 Regular Season NBA Schedule
"Thu, Nov 20", Chicago ,W103-88  ,7-5,Cousins  22,Cousins  14,Collison  12,A,Sacramento Kings 2014-15 Regular Season NBA Schedule
"Sat, Nov 22",Minnesota ,W113-101  ,8-5,Cousins  31,Cousins  18,Collison  7,H,Sacramento Kings 2014-15 Regular Season NBA Schedule
"Tue, Nov 25",New Orleans ,W99-89  ,9-5,Cousins  22,Cousins  12,Sessions  6,H,Sacramento Kings 2014-15 Regular Season NBA Schedule
"Wed, Nov 26",Houston ,L102-89  ,9-6,Cousins  29,Cousins  17,Cousins  6,H,Sacramento Kings 2014-15 Regular Season NBA Schedule
"Fri, Nov 28",San Antonio ,L112-104  ,9-7,Gay  23,Landry  10,Gay  8,H,Sacramento Kings 2014-15 Regular Season NBA Schedule
"Sun, Nov 30", Memphis ,L97-85  ,9-8,Gay  20,Evans  20,Collison  7,A,Sacramento Kings 2014-15 Regular Season NBA Schedule
"Tue, Dec 2", Toronto ,L117-109  ,9-9,McLemore  21,Evans  7,Gay  10,A,Sacramento Kings 2014-15 Regular Season NBA Schedule
"Fri, Dec 5", Indiana ,W102-101 OT ,10-9,Gay  27,Thompson  10,Collison  6,A,Sacramento Kings 2014-15 Regular Season NBA Schedule
"Sat, Dec 6", Orlando ,L105-96  ,10-10,Collison  22,Thompson  9,Sessions  7,A,Sacramento Kings 2014-15 Regular Season NBA Schedule
"Mon, Dec 8", Utah ,W101-92  ,11-10,Gay  29,Evans  13,Collison  6,A,Sacramento Kings 2014-15 Regular Season NBA Schedule
"Tue, Dec 9",Los Angeles ,L98-95  ,11-11,Collison  26,Evans  14,Collison  6,H,Sacramento Kings 2014-15 Regular Season NBA Schedule
"Thu, Dec 11", Houston ,L113-109 OT ,11-12,Collison  24,Thompson  15,Gay  8,A,Sacramento Kings 2014-15 Regular Season NBA Schedule
"Sat, Dec 13", Detroit ,L95-90  ,11-13,Gay  20,Landry  11,Gay  8,A,Sacramento Kings 2014-15 Regular Season NBA Schedule
"Tue, Dec 16", Oklahoma City ,L104-92  ,11-14,Gay  22,Thompson  9,Sessions  4,A,Sacramento Kings 2014-15 Regular Season NBA Schedule
"Thu, Dec 18", Milwaukee ,L108-107  ,11-15,Cousins  27,Cousins  11,Gay  6,A,Sacramento Kings 2014-15 Regular Season NBA Schedule
"Sun, Dec 21", Los Angeles ,W108-101  ,12-15,Cousins  29,Cousins  14,Gay  6,A,Sacramento Kings 2014-15 Regular Season NBA Schedule
"Mon, Dec 22",Golden State ,L128-108  ,12-16,Cousins  22,Gay  9,McCallum  7,H,Sacramento Kings 2014-15 Regular Season NBA Schedule
"Fri, Dec 26", Phoenix ,L115-106  ,12-17,Collison  19,Evans  16,Gay  5,A,Sacramento Kings 2014-15 Regular Season NBA Schedule
"Sat, Dec 27", New York ,W135-129 OT ,13-17,Cousins  39,Cousins  11,Collison  10,A,Sacramento Kings 2014-15 Regular Season NBA Schedule
"Mon, Dec 29",Brooklyn ,L107-99  ,13-18,Gay  25,Cousins  13,Collison  8,H,Sacramento Kings 2014-15 Regular Season NBA Schedule
"Wed, Dec 31",Boston ,L106-84  ,13-19,Landry  14,Cousins  11,Collison  5,H,Sacramento Kings 2014-15 Regular Season NBA Schedule
"Thu, Jan 1",Minnesota ,W110-107  ,14-19,Gay  21,Landry  9,Collison  6,H,Sacramento Kings 2014-15 Regular Season NBA Schedule
"Sun, Jan 4",Detroit ,L114-95  ,14-20,Cousins  18,Cousins  15,Cousins  4,H,Sacramento Kings 2014-15 Regular Season NBA Schedule
"Wed, Jan 7", Oklahoma City ,W104-83  ,15-20,Gay  28,Cousins  15,Collison  7,A,Sacramento Kings 2014-15 Regular Season NBA Schedule
"Fri, Jan 9", Denver ,L118-108  ,15-21,Cousins  32,Cousins  13,Collison  7,A,Sacramento Kings 2014-15 Regular Season NBA Schedule
"Sun, Jan 11", Cleveland ,W103-84  ,16-21,Cousins  26,Cousins  13,Collison  7,A,Sacramento Kings 2014-15 Regular Season NBA Schedule
"Tue, Jan 13", Dallas ,L108-104 OT ,16-22,Cousins  32,Cousins  16,Cousins  9,A,Sacramento Kings 2014-15 Regular Season NBA Schedule
"Fri, Jan 16", Miami ,L95-83  ,16-23,Cousins  17,Cousins  11,Collison  6,A,Sacramento Kings 2014-15 Regular Season NBA Schedule
"Sat, Jan 17", LA ,L117-108  ,16-24,Thompson  23,Thompson  22,Collison  4,A,Sacramento Kings 2014-15 Regular Season NBA Schedule
"Mon, Jan 19",Portland ,L98-94  ,16-25,Gay  26,Cousins  19,Collison  8,H,Sacramento Kings 2014-15 Regular Season NBA Schedule
"Wed, Jan 21", Brooklyn ,L103-100  ,16-26,Cousins  28,Cousins  14,Gay  6,A,Sacramento Kings 2014-15 Regular Season NBA Schedule
"Fri, Jan 23",Golden State ,L126-101  ,16-27,Cousins  28,Cousins  11,Collison  4,H,Sacramento Kings 2014-15 Regular Season NBA Schedule
"Wed, Jan 28",Toronto ,L119-102  ,16-28,Gay  22,Landry  7,Cousins  4,H,Sacramento Kings 2014-15 Regular Season NBA Schedule
"Fri, Jan 30",Cleveland ,L101-90  ,16-29,Cousins  21,Cousins  13,Cousins  4,H,Sacramento Kings 2014-15 Regular Season NBA Schedule
"Sat, Jan 31",Indiana ,W99-94  ,17-29,Gay  31,Cousins  19,Collison  5,H,Sacramento Kings 2014-15 Regular Season NBA Schedule
"Tue, Feb 3", Golden State ,L121-96  ,17-30,Cousins  26,Cousins  11,Collison  7,A,Sacramento Kings 2014-15 Regular Season NBA Schedule
"Thu, Feb 5", Dallas ,L101-78  ,17-31,Cousins  23,Cousins  11,Gay  4,A,Sacramento Kings 2014-15 Regular Season NBA Schedule
"Sat, Feb 7",Utah ,L102-90  ,17-32,Cousins  27,Evans  11,Sessions  5,H,Sacramento Kings 2014-15 Regular Season NBA Schedule
"Sun, Feb 8", Phoenix ,W85-83  ,18-32,Cousins  28,Cousins  12,Sessions  6,A,Sacramento Kings 2014-15 Regular Season NBA Schedule
"Tue, Feb 10",Chicago ,L104-86  ,18-33,Gay  24,Cousins  8,Cousins  8,H,Sacramento Kings 2014-15 Regular Season NBA Schedule
"Wed, Feb 11",Milwaukee ,L111-103  ,18-34,Cousins  28,Cousins  19,Sessions  6,H,Sacramento Kings 2014-15 Regular Season NBA Schedule
"Fri, Feb 20", Boston ,W109-101  ,19-34,Cousins  31,Cousins  15,Casspi  6,A,Sacramento Kings 2014-15 Regular Season NBA Schedule
"Sat, Feb 21",LA ,L126-99  ,19-35,Cousins  21,Casspi  17,McCallum  5,H,Sacramento Kings 2014-15 Regular Season NBA Schedule
