DATE,OPPONENT,RESULT,W-L,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Wed, May 19", San Antonio ,W100-96  ,38-34,,,,A,Memphis Grizzlies 2020-21 Play-In NBA Schedule
"Fri, May 21",Golden State ,W117-112 OT ,38-34,,,,H,Memphis Grizzlies 2020-21 Play-In NBA Schedule
