DATE,OPPONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Sun, Apr 16",Milwaukee ,W130-117  ,Butler  35,Adebayo  9,Butler  11,H,Miami Heat 2022-23 Postseason NBA Schedule
"Wed, Apr 19",Milwaukee ,L138-122  ,Butler  25,Zeller  8,Martin  6,H,Miami Heat 2022-23 Postseason NBA Schedule
"Sat, Apr 22", Milwaukee ,W121-99  ,Butler  30,Adebayo  11,Adebayo  5,A,Miami Heat 2022-23 Postseason NBA Schedule
"Mon, Apr 24", Milwaukee ,W119-114  ,Butler  56,Butler  9,Vincent  8,A,Miami Heat 2022-23 Postseason NBA Schedule
"Wed, Apr 26",Milwaukee ,W128-126 OT ,Butler  42,Love  12,Adebayo  10,H,Miami Heat 2022-23 Postseason NBA Schedule
DATE,PONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,H,Miami Heat 2022-23 Postseason NBA Schedule
"Sun, Apr 30",New York ,W108-101  ,Butler  25,Butler  11,Lowry  6,H,Miami Heat 2022-23 Postseason NBA Schedule
"Tue, May 2",New York ,L111-105  ,Martin  22,Martin  8,Adebayo  6,H,Miami Heat 2022-23 Postseason NBA Schedule
"Sat, May 6", New York ,W105-86  ,Butler  28,Adebayo  12,Lowry  4,A,Miami Heat 2022-23 Postseason NBA Schedule
"Mon, May 8", New York ,W109-101  ,Butler  27,Adebayo  13,Butler  10,A,Miami Heat 2022-23 Postseason NBA Schedule
"Wed, May 10",New York ,L112-103  ,Butler  19,Adebayo  8,Butler  9,H,Miami Heat 2022-23 Postseason NBA Schedule
"Fri, May 12", New York ,W96-92  ,Butler  24,Adebayo  9,Lowry  9,A,Miami Heat 2022-23 Postseason NBA Schedule
DATE,PONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,H,Miami Heat 2022-23 Postseason NBA Schedule
"Wed, May 17",Boston ,W123-116  ,Butler  35,Adebayo  8,Butler  7,H,Miami Heat 2022-23 Postseason NBA Schedule
"Fri, May 19",Boston ,W111-105  ,Butler  27,Adebayo  17,Adebayo  9,H,Miami Heat 2022-23 Postseason NBA Schedule
"Sun, May 21", Boston ,W128-102  ,Vincent  29,Butler  8,Butler  6,A,Miami Heat 2022-23 Postseason NBA Schedule
"Tue, May 23", Boston ,L116-99  ,Butler  29,Butler  9,Lowry  6,A,Miami Heat 2022-23 Postseason NBA Schedule
"Thu, May 25",Boston ,L110-97  ,Robinson  18,Adebayo  8,Robinson  9,H,Miami Heat 2022-23 Postseason NBA Schedule
"Sat, May 27", Boston ,L104-103  ,Butler  24,Martin  15,Butler  8,A,Miami Heat 2022-23 Postseason NBA Schedule
"Mon, May 29",Boston ,W103-84  ,Butler  28,Martin  10,Adebayo  7,H,Miami Heat 2022-23 Postseason NBA Schedule
DATE,PONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,H,Miami Heat 2022-23 Postseason NBA Schedule
"Thu, Jun 1",Denver ,L104-93  ,Adebayo  26,Adebayo  13,Butler  7,H,Miami Heat 2022-23 Postseason NBA Schedule
"Sun, Jun 4",Denver ,W111-108  ,Vincent  23,Love  10,Butler  9,H,Miami Heat 2022-23 Postseason NBA Schedule
"Wed, Jun 7", Denver ,L109-94  ,Butler  28,Adebayo  17,Lowry  5,A,Miami Heat 2022-23 Postseason NBA Schedule
"Fri, Jun 9", Denver ,L108-95  ,Butler  25,Adebayo  11,Butler  7,A,Miami Heat 2022-23 Postseason NBA Schedule
"Mon, Jun 12",Denver ,L94-89  ,Butler  21,Adebayo  12,Butler  5,H,Miami Heat 2022-23 Postseason NBA Schedule
