DATE,OPPONENT,RESULT,W-L,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Tue, Oct 30",Miami ,L120-107  ,0-1,Pierce  23,Garnett  12,Rondo  13,H,Boston Celtics 2012-13 Regular Season NBA Schedule
"Fri, Nov 2", Milwaukee ,L99-88  ,0-2,Garnett  15,Sullinger  7,Rondo  11,A,Boston Celtics 2012-13 Regular Season NBA Schedule
"Sat, Nov 3",Washington ,W89-86  ,1-2,Pierce  27,Pierce  7,Rondo  12,H,Boston Celtics 2012-13 Regular Season NBA Schedule
"Wed, Nov 7", Washington ,W100-94 OT ,2-2,Garnett  20,Garnett  13,Rondo  14,A,Boston Celtics 2012-13 Regular Season NBA Schedule
"Fri, Nov 9", Philadelphia ,L106-100  ,2-3,Pierce  24,Garnett  10,Rondo  20,A,Boston Celtics 2012-13 Regular Season NBA Schedule
"Sat, Nov 10",Milwaukee ,W96-92  ,3-3,Pierce  25,Pierce  9,Rondo  11,H,Boston Celtics 2012-13 Regular Season NBA Schedule
"Mon, Nov 12",Chicago ,W101-95  ,4-3,Rondo  20,Rondo  9,Rondo  10,H,Boston Celtics 2012-13 Regular Season NBA Schedule
"Wed, Nov 14", Utah ,W98-93  ,5-3,Pierce  23,Garnett  8,Rondo  10,A,Boston Celtics 2012-13 Regular Season NBA Schedule
"Thu, Nov 15",Brooklyn ,L102-97  ,5-4,Pierce  22,Lee  9,Terry  6,H,Boston Celtics 2012-13 Regular Season NBA Schedule
"Sat, Nov 17", Toronto ,W107-89  ,6-4,Terry  20,Sullinger  11,Rondo  20,A,Boston Celtics 2012-13 Regular Season NBA Schedule
"Sun, Nov 18",Detroit ,L103-83  ,6-5,Sullinger  16,Sullinger  5,Rondo  10,H,Boston Celtics 2012-13 Regular Season NBA Schedule
"Wed, Nov 21", San Antonio ,L112-100  ,6-6,Rondo  22,Sullinger  7,Rondo  15,A,Boston Celtics 2012-13 Regular Season NBA Schedule
"Fri, Nov 23", Oklahoma City ,W108-100  ,7-6,Pierce  27,Garnett  9,Rondo  16,A,Boston Celtics 2012-13 Regular Season NBA Schedule
"Sun, Nov 25",Orlando ,W116-110 OT ,8-6,Garnett  24,Bass  12,Rondo  16,H,Boston Celtics 2012-13 Regular Season NBA Schedule
"Wed, Nov 28", Brooklyn ,L95-83  ,8-7,Garnett  16,Garnett  10,Pierce  7,A,Boston Celtics 2012-13 Regular Season NBA Schedule
"Fri, Nov 30", Portland ,W96-78  ,9-7,Green  19,Pierce  8,Pierce  5,A,Boston Celtics 2012-13 Regular Season NBA Schedule
"Sat, Dec 1",Milwaukee ,L91-88  ,9-8,Pierce  19,Bass  8,Terry  11,H,Boston Celtics 2012-13 Regular Season NBA Schedule
"Wed, Dec 5", Minnesota ,W104-94  ,10-8,Garnett  18,Garnett  10,Rondo  11,A,Boston Celtics 2012-13 Regular Season NBA Schedule
"Fri, Dec 7",Philadelphia ,L95-94 OT ,10-9,Pierce  27,Rondo  13,Rondo  14,H,Boston Celtics 2012-13 Regular Season NBA Schedule
"Sat, Dec 8", Philadelphia ,W92-79  ,11-9,Garnett  19,Rondo  9,Rondo  11,A,Boston Celtics 2012-13 Regular Season NBA Schedule
"Wed, Dec 12", Dallas ,W117-115 2OT ,12-9,Pierce  34,Rondo  9,Rondo  15,A,Boston Celtics 2012-13 Regular Season NBA Schedule
"Fri, Dec 14",Houston ,L101-89  ,12-10,Pierce  18,Pierce  7,Rondo  13,H,Boston Celtics 2012-13 Regular Season NBA Schedule
"Sat, Dec 15",San Antonio ,L103-88  ,12-11,Pierce  18,Sullinger  7,Rondo  9,H,Boston Celtics 2012-13 Regular Season NBA Schedule
"Tue, Dec 18",Chicago ,L100-89  ,12-12,Rondo  26,Garnett  8,Rondo  8,H,Boston Celtics 2012-13 Regular Season NBA Schedule
"Wed, Dec 19", Cleveland ,W103-91  ,13-12,Pierce  40,Pierce  8,Rondo  8,A,Boston Celtics 2012-13 Regular Season NBA Schedule
"Fri, Dec 21", Milwaukee ,L99-94 OT ,13-13,Pierce  35,Pierce  12,Rondo  11,A,Boston Celtics 2012-13 Regular Season NBA Schedule
"Tue, Dec 25",Brooklyn ,W93-76  ,14-13,Rondo  19,Garnett  10,Pierce  10,H,Boston Celtics 2012-13 Regular Season NBA Schedule
"Thu, Dec 27",LA ,L106-77  ,14-14,Garnett  16,Bass  9,Rondo  6,H,Boston Celtics 2012-13 Regular Season NBA Schedule
"Sat, Dec 29",Golden State ,L101-83  ,14-15,Lee  18,Green  9,Garnett  4,H,Boston Celtics 2012-13 Regular Season NBA Schedule
"Sun, Dec 30",Sacramento ,L118-96  ,14-16,Terry  20,Garnett  12,Rondo  10,H,Boston Celtics 2012-13 Regular Season NBA Schedule
"Wed, Jan 2", Memphis ,L93-83  ,14-17,Pierce  17,Pierce  7,Rondo  10,A,Boston Celtics 2012-13 Regular Season NBA Schedule
"Fri, Jan 4", Indiana ,W94-75  ,15-17,Garnett  18,Sullinger  10,Rondo  7,A,Boston Celtics 2012-13 Regular Season NBA Schedule
"Sat, Jan 5",Atlanta ,W89-81  ,16-17,Pierce  26,Rondo  11,Rondo  10,H,Boston Celtics 2012-13 Regular Season NBA Schedule
"Mon, Jan 7",New York ,W102-96  ,17-17,Pierce  23,Garnett  10,Pierce  6,H,Boston Celtics 2012-13 Regular Season NBA Schedule
"Wed, Jan 9", Phoenix ,W87-79  ,18-17,Green  14,Sullinger  16,Rondo  8,A,Boston Celtics 2012-13 Regular Season NBA Schedule
"Fri, Jan 11", Houston ,W103-91  ,19-17,Pierce  23,Sullinger  11,Rondo  8,A,Boston Celtics 2012-13 Regular Season NBA Schedule
"Mon, Jan 14", Charlotte ,W100-89  ,20-17,Pierce  19,Rondo  10,Rondo  12,A,Boston Celtics 2012-13 Regular Season NBA Schedule
"Wed, Jan 16", New Orleans ,L90-78  ,20-18,Garnett  15,Pierce  10,Rondo  11,A,Boston Celtics 2012-13 Regular Season NBA Schedule
"Fri, Jan 18", Chicago ,L100-99 OT ,20-19,Rondo  30,Sullinger  15,Rondo  7,A,Boston Celtics 2012-13 Regular Season NBA Schedule
"Sun, Jan 20",Detroit ,L103-88  ,20-20,Garnett  16,Rondo  9,Rondo  15,H,Boston Celtics 2012-13 Regular Season NBA Schedule
"Tue, Jan 22",Cleveland ,L95-90  ,20-21,Rondo  17,Rondo  13,Rondo  8,H,Boston Celtics 2012-13 Regular Season NBA Schedule
"Thu, Jan 24", New York ,L89-86  ,20-22,Rondo  23,Garnett  12,Rondo  11,A,Boston Celtics 2012-13 Regular Season NBA Schedule
"Fri, Jan 25",Atlanta ,L123-111 2OT ,20-23,Garnett  24,Garnett  10,Rondo  11,H,Boston Celtics 2012-13 Regular Season NBA Schedule
"Sun, Jan 27", Miami ,W100-98 2OT ,21-23,Garnett  24,Pierce  13,Pierce  10,A,Boston Celtics 2012-13 Regular Season NBA Schedule
"Wed, Jan 30", Sacramento ,W99-81  ,22-23,Pierce  16,Pierce  10,Garnett  5,A,Boston Celtics 2012-13 Regular Season NBA Schedule
"Fri, Feb 1", Orlando ,W97-84  ,23-23,Green  17,Pierce  11,Pierce  7,A,Boston Celtics 2012-13 Regular Season NBA Schedule
"Sun, Feb 3", LA ,W106-104  ,24-23,Pierce  22,Bass  8,Terry  6,A,Boston Celtics 2012-13 Regular Season NBA Schedule
