DATE,OPPONENT,RESULT,W-L,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Tue, Oct 8",Portland ,W105-94  ,1-0,Millsap  14,Millsap  5,Morris  4,H,Denver Nuggets 2019-20 Preseason NBA Schedule
"Thu, Oct 10",LA ,W111-91  ,2-0,Beasley  16,Jokic  11,Plumlee  6,H,Denver Nuggets 2019-20 Preseason NBA Schedule
"Mon, Oct 14",Phoenix ,W107-102  ,3-0,Grant  22,Murray  8,Murray  6,H,Denver Nuggets 2019-20 Preseason NBA Schedule
"Thu, Oct 17", Portland ,W110-104  ,4-0,Barton  13,Barton  8,Murray  6,A,Denver Nuggets 2019-20 Preseason NBA Schedule
