DATE,OPPONENT,RESULT,W-L,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Wed, Oct 17",New York ,L126-107  ,0-1,Prince  21,Prince  6,Prince  6,H,Atlanta Hawks 2018-19 Regular Season NBA Schedule
"Fri, Oct 19",Memphis ,L131-117  ,0-2,Prince  28,Bazemore  8,Young  9,H,Atlanta Hawks 2018-19 Regular Season NBA Schedule
"Sun, Oct 21",Cleveland ,W133-111  ,1-2,Young  35,Len  11,Young  11,H,Atlanta Hawks 2018-19 Regular Season NBA Schedule
"Wed, Oct 24", Dallas ,W111-104  ,2-2,Bazemore  32,Bembry  16,Bazemore  7,A,Atlanta Hawks 2018-19 Regular Season NBA Schedule
"Sat, Oct 27", Chicago ,L97-85  ,2-3,Prince  16,Dedmon  13,Young  4,A,Atlanta Hawks 2018-19 Regular Season NBA Schedule
"Mon, Oct 29",Philadelphia ,L113-92  ,2-4,Bazemore  18,Bembry  7,Young  8,H,Atlanta Hawks 2018-19 Regular Season NBA Schedule
"Tue, Oct 30",Cleveland ,L136-114  ,2-5,Young  24,Len  9,Lin  8,H,Atlanta Hawks 2018-19 Regular Season NBA Schedule
"Thu, Nov 1", Sacramento ,L146-115  ,2-6,Lin  23,Poythress  8,Young  10,A,Atlanta Hawks 2018-19 Regular Season NBA Schedule
"Sat, Nov 3", Miami ,W123-118  ,3-6,Young  24,Dedmon  7,Young  15,A,Atlanta Hawks 2018-19 Regular Season NBA Schedule
"Tue, Nov 6",Charlotte ,L113-102  ,3-7,Lin  19,Dedmon  6,Young  10,H,Atlanta Hawks 2018-19 Regular Season NBA Schedule
"Wed, Nov 7", New York ,L112-107  ,3-8,Spellman  18,Spellman  10,Young  8,A,Atlanta Hawks 2018-19 Regular Season NBA Schedule
"Fri, Nov 9", Detroit ,L124-109  ,3-9,Lin  19,Spellman  10,Young  5,A,Atlanta Hawks 2018-19 Regular Season NBA Schedule
"Sun, Nov 11",Los Angeles ,L107-106  ,3-10,Prince  23,Len  11,Young  12,H,Atlanta Hawks 2018-19 Regular Season NBA Schedule
"Tue, Nov 13",Golden State ,L110-103  ,3-11,Prince  22,Poythress  8,Young  9,H,Atlanta Hawks 2018-19 Regular Season NBA Schedule
"Thu, Nov 15",Denver ,L138-93  ,3-12,Lin  16,Spellman  10,Lin  5,H,Atlanta Hawks 2018-19 Regular Season NBA Schedule
"Sat, Nov 17",Indiana ,L97-89  ,3-13,Lin  16,Dedmon  7,Lin  4,H,Atlanta Hawks 2018-19 Regular Season NBA Schedule
"Mon, Nov 19", LA ,L127-119  ,3-14,Young  25,Dedmon  12,Young  17,A,Atlanta Hawks 2018-19 Regular Season NBA Schedule
"Wed, Nov 21", Toronto ,L124-108  ,3-15,Lin  26,Dedmon  7,Young  5,A,Atlanta Hawks 2018-19 Regular Season NBA Schedule
"Fri, Nov 23", Boston ,L114-96  ,3-16,Lin  19,Collins  7,Lin  10,A,Atlanta Hawks 2018-19 Regular Season NBA Schedule
"Sun, Nov 25", Charlotte ,W124-123  ,4-16,Collins  23,Collins  11,Bembry  6,A,Atlanta Hawks 2018-19 Regular Season NBA Schedule
"Tue, Nov 27",Miami ,W115-113  ,5-16,Prince  18,Len  7,Young  10,H,Atlanta Hawks 2018-19 Regular Season NBA Schedule
"Wed, Nov 28",Charlotte ,L108-94  ,5-17,Young  18,Collins  10,Young  4,H,Atlanta Hawks 2018-19 Regular Season NBA Schedule
"Fri, Nov 30",Oklahoma City ,L124-109  ,5-18,Collins  19,Collins  11,Young  8,H,Atlanta Hawks 2018-19 Regular Season NBA Schedule
"Mon, Dec 3", Golden State ,L128-111  ,5-19,Collins  24,Collins  11,Lin  5,A,Atlanta Hawks 2018-19 Regular Season NBA Schedule
"Wed, Dec 5", Washington ,L131-117  ,5-20,Collins  26,Collins  14,Bazemore  6,A,Atlanta Hawks 2018-19 Regular Season NBA Schedule
"Sat, Dec 8", Denver ,W106-98  ,6-20,Collins  30,Collins  12,Bazemore  8,A,Atlanta Hawks 2018-19 Regular Season NBA Schedule
"Wed, Dec 12",Dallas ,L114-107  ,6-21,Young  24,Collins  17,Young  10,H,Atlanta Hawks 2018-19 Regular Season NBA Schedule
"Fri, Dec 14",Boston ,L129-108  ,6-22,Huerter  19,Collins  14,Bazemore  7,H,Atlanta Hawks 2018-19 Regular Season NBA Schedule
"Sun, Dec 16",Brooklyn ,L144-127  ,6-23,Collins  29,Dedmon  12,Young  10,H,Atlanta Hawks 2018-19 Regular Season NBA Schedule
"Tue, Dec 18", Washington ,W118-110  ,7-23,Collins  20,Collins  13,Young  4,A,Atlanta Hawks 2018-19 Regular Season NBA Schedule
"Fri, Dec 21",New York ,W114-107  ,8-23,Bazemore  22,Collins  16,Young  10,H,Atlanta Hawks 2018-19 Regular Season NBA Schedule
"Sun, Dec 23",Detroit ,W98-95  ,9-23,Carter  18,Len  17,Young  6,H,Atlanta Hawks 2018-19 Regular Season NBA Schedule
"Wed, Dec 26", Indiana ,L129-121  ,9-24,Bazemore  32,Dedmon  15,Young  9,A,Atlanta Hawks 2018-19 Regular Season NBA Schedule
"Fri, Dec 28",Minnesota ,W123-120 OT ,10-24,Bazemore  23,Dedmon  13,Young  11,H,Atlanta Hawks 2018-19 Regular Season NBA Schedule
"Sat, Dec 29", Cleveland ,W111-108  ,11-24,Carter  21,Collins  13,Young  9,A,Atlanta Hawks 2018-19 Regular Season NBA Schedule
"Mon, Dec 31",Indiana ,L116-108  ,11-25,Collins  22,Collins  16,Young  7,H,Atlanta Hawks 2018-19 Regular Season NBA Schedule
"Wed, Jan 2",Washington ,L114-98  ,11-26,Len  24,Len  11,Young  9,H,Atlanta Hawks 2018-19 Regular Season NBA Schedule
"Fri, Jan 4",Milwaukee ,L144-112  ,11-27,Bembry  19,Len  8,Young  10,H,Atlanta Hawks 2018-19 Regular Season NBA Schedule
"Sun, Jan 6", Miami ,W106-82  ,12-27,Young  19,Collins  13,Huerter  7,A,Atlanta Hawks 2018-19 Regular Season NBA Schedule
"Tue, Jan 8",Toronto ,L104-101  ,12-28,Collins  21,Collins  14,Lin  9,H,Atlanta Hawks 2018-19 Regular Season NBA Schedule
"Wed, Jan 9",Brooklyn ,L116-100  ,12-29,Collins  30,Collins  14,Young  7,H,Atlanta Hawks 2018-19 Regular Season NBA Schedule
"Fri, Jan 11",Philadelphia ,W123-121  ,13-29,Huerter  29,Collins  9,Dedmon  7,H,Atlanta Hawks 2018-19 Regular Season NBA Schedule
"Sun, Jan 13", Milwaukee ,L133-114  ,13-30,Young  26,Collins  11,Lin  5,A,Atlanta Hawks 2018-19 Regular Season NBA Schedule
"Tue, Jan 15", Oklahoma City ,W142-126  ,14-30,Collins  26,Len  11,Young  11,A,Atlanta Hawks 2018-19 Regular Season NBA Schedule
"Sat, Jan 19", Boston ,L113-105  ,14-31,Huerter  18,Collins  11,Huerter  7,A,Atlanta Hawks 2018-19 Regular Season NBA Schedule
"Mon, Jan 21", Orlando ,L122-103  ,14-32,Dedmon  24,Collins  10,Bembry  7,A,Atlanta Hawks 2018-19 Regular Season NBA Schedule
"Wed, Jan 23",Chicago ,W121-101  ,15-32,Collins  35,Len  10,Young  12,H,Atlanta Hawks 2018-19 Regular Season NBA Schedule
"Sat, Jan 26",Portland ,L120-111  ,15-33,Young  30,Collins  6,Young  8,H,Atlanta Hawks 2018-19 Regular Season NBA Schedule
"Mon, Jan 28",LA ,W123-118  ,16-33,Young  26,Dedmon  10,Young  8,H,Atlanta Hawks 2018-19 Regular Season NBA Schedule
"Wed, Jan 30",Sacramento ,L135-113  ,16-34,Young  23,Dedmon  9,Young  8,H,Atlanta Hawks 2018-19 Regular Season NBA Schedule
"Fri, Feb 1",Utah ,L128-112  ,16-35,Young  28,Bembry  8,Young  9,H,Atlanta Hawks 2018-19 Regular Season NBA Schedule
"Sat, Feb 2",Phoenix ,W118-112  ,17-35,Collins  35,Collins  16,Young  8,H,Atlanta Hawks 2018-19 Regular Season NBA Schedule
"Mon, Feb 4",Washington ,W137-129  ,18-35,Prince  21,Collins  11,Young  10,H,Atlanta Hawks 2018-19 Regular Season NBA Schedule
"Thu, Feb 7", Toronto ,L119-101  ,18-36,Young  19,Collins  12,Young  5,A,Atlanta Hawks 2018-19 Regular Season NBA Schedule
"Sat, Feb 9", Charlotte ,L129-120  ,18-37,Collins  21,Dedmon  7,Young  11,A,Atlanta Hawks 2018-19 Regular Season NBA Schedule
"Sun, Feb 10", Orlando ,L124-108  ,18-38,Len  16,Dedmon  6,Young  7,A,Atlanta Hawks 2018-19 Regular Season NBA Schedule
"Tue, Feb 12", Los Angeles ,W117-113  ,19-38,Collins  22,Collins  8,Young  14,A,Atlanta Hawks 2018-19 Regular Season NBA Schedule
"Thu, Feb 14", New York ,L106-91  ,19-39,Dedmon  21,Spellman  9,Young  11,A,Atlanta Hawks 2018-19 Regular Season NBA Schedule
