DATE,OPPONENT,RESULT,W-L,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Sun, Oct 2", ADELAIDE ,L134-124  ,0-1,Payne  23,Bridges  7,Paul  12,A,Phoenix Suns 2022-23 Preseason NBA Schedule
"Wed, Oct 5", Los Angeles,W119-115  ,1-1,Booker  22,Ayton  8,Paul  10,N,Phoenix Suns 2022-23 Preseason NBA Schedule
"Mon, Oct 10",Denver ,L107-105  ,1-2,Booker  20,Ayton  11,Paul  8,H,Phoenix Suns 2022-23 Preseason NBA Schedule
"Wed, Oct 12", Sacramento ,L105-104  ,1-3,Washington Jr.  31,Biyombo  12,Washington Jr.  4,A,Phoenix Suns 2022-23 Preseason NBA Schedule
