DATE,OPPONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Sat, Apr 19",Indiana ,W103-100  ,Pierce  40,Pierce  11,Pierce  6,H,Boston Celtics 2002-03 Postseason NBA Schedule
"Mon, Apr 21",Indiana ,L89-77  ,Walker  19,Battie  11,Pierce  6,H,Boston Celtics 2002-03 Postseason NBA Schedule
"Thu, Apr 24", Indiana ,W101-83  ,Pierce  21,Pierce  12,McCarty  6,A,Boston Celtics 2002-03 Postseason NBA Schedule
"Sun, Apr 27", Indiana ,W102-92  ,Pierce  37,Walker  11,Pierce  7,A,Boston Celtics 2002-03 Postseason NBA Schedule
"Tue, Apr 29",Indiana ,L93-88 OT ,Walker  21,Williams  8,Pierce  8,H,Boston Celtics 2002-03 Postseason NBA Schedule
"Thu, May 1", Indiana ,W110-90  ,Pierce  27,Pierce  8,Walker  5,A,Boston Celtics 2002-03 Postseason NBA Schedule
"Mon, May 5",New Jersey ,L97-93  ,Pierce  34,Walker  8,Pierce  8,H,Boston Celtics 2002-03 Postseason NBA Schedule
"Wed, May 7",New Jersey ,L104-95  ,Pierce  32,Pierce  10,Pierce  11,H,Boston Celtics 2002-03 Postseason NBA Schedule
"Fri, May 9", New Jersey ,L94-76  ,Pierce  23,Walker  15,Delk  6,A,Boston Celtics 2002-03 Postseason NBA Schedule
"Mon, May 12", New Jersey ,L110-101 2OT ,Pierce  27,Pierce  10,Pierce  7,A,Boston Celtics 2002-03 Postseason NBA Schedule
