DATE,OPPONENT,RESULT,W-L,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Tue, Oct 17",Cleveland ,L102-99  ,0-1,Brown  25,Tatum  10,Irving  10,H,Boston Celtics 2017-18 Regular Season NBA Schedule
"Wed, Oct 18", Milwaukee ,L108-100  ,0-2,Brown  18,Tatum  9,Rozier  6,A,Boston Celtics 2017-18 Regular Season NBA Schedule
"Fri, Oct 20",Philadelphia ,W102-92  ,1-2,Irving  21,Horford  9,Irving  4,H,Boston Celtics 2017-18 Regular Season NBA Schedule
"Tue, Oct 24", New York ,W110-89  ,2-2,Brown  23,Horford  13,Irving  7,A,Boston Celtics 2017-18 Regular Season NBA Schedule
"Thu, Oct 26",Milwaukee ,W96-89  ,3-2,Horford  27,Horford  9,Irving  7,H,Boston Celtics 2017-18 Regular Season NBA Schedule
"Sat, Oct 28",Miami ,W96-90  ,4-2,Irving  24,Horford  9,Smart  4,H,Boston Celtics 2017-18 Regular Season NBA Schedule
"Mon, Oct 30", San Antonio ,W108-94  ,5-2,Irving  24,Horford  13,Smart  7,A,Boston Celtics 2017-18 Regular Season NBA Schedule
"Wed, Nov 1", Sacramento ,W113-86  ,6-2,Brown  22,Theis  10,Smart  8,A,Boston Celtics 2017-18 Regular Season NBA Schedule
"Fri, Nov 3",Oklahoma City ,W101-94  ,7-2,Irving  25,Brown  12,Irving  6,H,Boston Celtics 2017-18 Regular Season NBA Schedule
"Sun, Nov 5",Orlando ,W104-88  ,8-2,Brown  18,Horford  10,Smart  8,H,Boston Celtics 2017-18 Regular Season NBA Schedule
"Mon, Nov 6",Atlanta ,W110-107  ,9-2,Irving  35,Horford  10,Horford  9,H,Boston Celtics 2017-18 Regular Season NBA Schedule
"Wed, Nov 8", Los Angeles ,W107-96  ,10-2,Baynes  21,Brown  11,Smart  6,A,Boston Celtics 2017-18 Regular Season NBA Schedule
"Fri, Nov 10", Charlotte ,W90-87  ,11-2,Tatum  16,Brown  13,Smart  7,A,Boston Celtics 2017-18 Regular Season NBA Schedule
"Sun, Nov 12", Toronto ,W95-94  ,12-2,Horford  21,Baynes  8,Smart  9,A,Boston Celtics 2017-18 Regular Season NBA Schedule
"Tue, Nov 14",Brooklyn ,W109-102  ,13-2,Irving  25,Horford  11,Irving  5,H,Boston Celtics 2017-18 Regular Season NBA Schedule
"Thu, Nov 16", Golden State ,W92-88  ,14-2,Brown  22,Horford  11,Irving  6,A,Boston Celtics 2017-18 Regular Season NBA Schedule
"Sat, Nov 18",Atlanta ,W110-99  ,15-2,Irving  30,Tatum  7,Horford  6,H,Boston Celtics 2017-18 Regular Season NBA Schedule
"Mon, Nov 20",Dallas ,W110-102 OT ,16-2,Irving  47,Brown  9,Smart  8,H,Boston Celtics 2017-18 Regular Season NBA Schedule
