DATE,OPPONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Sat, May 22", Portland ,L123-109  ,Jokic  34,Jokic  16,Morris  5,A,Denver Nuggets 2020-21 Postseason NBA Schedule
"Mon, May 24", Portland ,W128-109  ,Jokic  38,Jokic  8,Morris  7,A,Denver Nuggets 2020-21 Postseason NBA Schedule
"Thu, May 27",Portland ,W120-115  ,Jokic  36,Jokic  11,Campazzo  8,H,Denver Nuggets 2020-21 Postseason NBA Schedule
"Sat, May 29",Portland ,L115-95  ,Jokic  16,Jokic  9,Campazzo  7,H,Denver Nuggets 2020-21 Postseason NBA Schedule
"Tue, Jun 1", Portland ,W147-140 2OT ,Jokic  38,Porter Jr.  12,Jokic  9,A,Denver Nuggets 2020-21 Postseason NBA Schedule
"Thu, Jun 3",Portland ,W126-115  ,Jokic  36,Green  9,Morris  9,H,Denver Nuggets 2020-21 Postseason NBA Schedule
DATE,PONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,H,Denver Nuggets 2020-21 Postseason NBA Schedule
"Mon, Jun 7",Phoenix ,L122-105  ,Jokic  22,Green  11,Campazzo  6,H,Denver Nuggets 2020-21 Postseason NBA Schedule
"Wed, Jun 9",Phoenix ,L123-98  ,Jokic  24,Jokic  13,Jokic  6,H,Denver Nuggets 2020-21 Postseason NBA Schedule
"Fri, Jun 11", Phoenix ,L116-102  ,Jokic  32,Jokic  20,Jokic  10,A,Denver Nuggets 2020-21 Postseason NBA Schedule
"Sun, Jun 13", Phoenix ,L125-118  ,Barton  25,Jokic  11,Morris  6,A,Denver Nuggets 2020-21 Postseason NBA Schedule
