DATE,OPPONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Sun, Apr 16", LA ,L115-110  ,Durant  27,Paul  11,Durant  11,A,Phoenix Suns 2022-23 Postseason NBA Schedule
"Tue, Apr 18", LA ,W123-109  ,Booker  38,Ayton  13,Booker  9,A,Phoenix Suns 2022-23 Postseason NBA Schedule
"Thu, Apr 20",LA ,W129-124  ,Booker  45,Ayton  11,Paul  7,H,Phoenix Suns 2022-23 Postseason NBA Schedule
"Sat, Apr 22",LA ,W112-100  ,Durant  31,Ayton  13,Paul  9,H,Phoenix Suns 2022-23 Postseason NBA Schedule
"Tue, Apr 25", LA ,W136-130  ,Booker  47,Ayton  11,Booker  10,A,Phoenix Suns 2022-23 Postseason NBA Schedule
DATE,PONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,H,Phoenix Suns 2022-23 Postseason NBA Schedule
"Sat, Apr 29",Denver ,L125-107  ,Durant  29,Durant  14,Booker  8,H,Phoenix Suns 2022-23 Postseason NBA Schedule
"Mon, May 1",Denver ,L97-87  ,Booker  35,Durant  8,Booker  6,H,Phoenix Suns 2022-23 Postseason NBA Schedule
"Fri, May 5", Denver ,W121-114  ,Booker  47,Durant  9,Booker  9,A,Phoenix Suns 2022-23 Postseason NBA Schedule
"Sun, May 7", Denver ,W129-124  ,Durant  36,Durant  11,Booker  12,A,Phoenix Suns 2022-23 Postseason NBA Schedule
"Tue, May 9",Denver ,L118-102  ,Booker  28,Durant  11,Durant  7,H,Phoenix Suns 2022-23 Postseason NBA Schedule
"Thu, May 11", Denver ,L125-100  ,Payne  31,Payne  6,Booker  8,A,Phoenix Suns 2022-23 Postseason NBA Schedule
