DATE,OPPONENT,RESULT,W-L,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Wed, Oct 29", New Jersey ,L95-85  ,0-1,Jamison  14,Butler  11,Butler  5,A,Washington Wizards 2008-09 Regular Season NBA Schedule
"Sat, Nov 1",Detroit ,L117-109  ,0-2,Jamison  24,Jamison  8,Butler  6,H,Washington Wizards 2008-09 Regular Season NBA Schedule
"Wed, Nov 5",Milwaukee ,L112-104 OT ,0-3,Butler  27,Jamison  10,Dixon  4,H,Washington Wizards 2008-09 Regular Season NBA Schedule
"Fri, Nov 7", New York ,L114-108  ,0-4,Butler  30,Jamison  12,Dixon  11,A,Washington Wizards 2008-09 Regular Season NBA Schedule
"Sat, Nov 8",Orlando ,L106-81  ,0-5,Young  20,McGee  6,Brown  5,H,Washington Wizards 2008-09 Regular Season NBA Schedule
"Wed, Nov 12", Utah ,W95-87  ,1-5,Butler  27,McGee  11,Butler  3,A,Washington Wizards 2008-09 Regular Season NBA Schedule
"Fri, Nov 14",Miami ,L97-77  ,1-6,Jamison  15,Jamison  10,Dixon  3,H,Washington Wizards 2008-09 Regular Season NBA Schedule
"Tue, Nov 18", Miami ,L94-87  ,1-7,Jamison  25,Jamison  12,Dixon  5,A,Washington Wizards 2008-09 Regular Season NBA Schedule
"Wed, Nov 19",Atlanta ,L91-87  ,1-8,Butler  32,Jamison  11,Stevenson  5,H,Washington Wizards 2008-09 Regular Season NBA Schedule
"Fri, Nov 21", Houston ,L103-91  ,1-9,Jamison  27,Jamison  10,Stevenson  7,A,Washington Wizards 2008-09 Regular Season NBA Schedule
"Sat, Nov 22",New York ,L122-117  ,1-10,Jamison  29,Jamison  13,Stevenson  8,H,Washington Wizards 2008-09 Regular Season NBA Schedule
"Tue, Nov 25", Golden State ,W124-100  ,2-10,Butler  35,Blatche  12,Stevenson  7,A,Washington Wizards 2008-09 Regular Season NBA Schedule
"Thu, Nov 27", Orlando ,L105-90  ,2-11,Butler  25,Jamison  12,Butler  6,A,Washington Wizards 2008-09 Regular Season NBA Schedule
"Sat, Nov 29", Atlanta ,L102-98  ,2-12,Jamison  26,Jamison  13,Jamison  5,A,Washington Wizards 2008-09 Regular Season NBA Schedule
"Tue, Dec 2",New Jersey ,W108-88  ,3-12,Jamison  22,Jamison  8,Butler  10,H,Washington Wizards 2008-09 Regular Season NBA Schedule
"Wed, Dec 3", Portland ,L98-92  ,3-13,Jamison  22,McGee  7,Jamison  5,A,Washington Wizards 2008-09 Regular Season NBA Schedule
"Fri, Dec 5", Los Angeles ,L106-104  ,3-14,Butler  26,Blatche  12,Stevenson  6,A,Washington Wizards 2008-09 Regular Season NBA Schedule
"Sat, Dec 6",Chicago ,L117-110  ,3-15,Butler  27,Jamison  12,Butler  6,H,Washington Wizards 2008-09 Regular Season NBA Schedule
"Tue, Dec 9", Detroit ,W107-94  ,4-15,Butler  33,Jamison  11,Dixon  7,A,Washington Wizards 2008-09 Regular Season NBA Schedule
"Thu, Dec 11", Boston ,L122-88  ,4-16,Butler  19,McGee  6,Dixon  7,A,Washington Wizards 2008-09 Regular Season NBA Schedule
"Sat, Dec 13",Philadelphia ,L104-89  ,4-17,Jamison  17,Jamison  9,Dixon  5,H,Washington Wizards 2008-09 Regular Season NBA Schedule
"Mon, Dec 15", Indiana ,L118-98  ,4-18,Jamison  26,Jamison  15,James  6,A,Washington Wizards 2008-09 Regular Season NBA Schedule
"Wed, Dec 17",Detroit ,L88-74  ,4-19,James  16,Jamison  11,Blatche  4,H,Washington Wizards 2008-09 Regular Season NBA Schedule
"Fri, Dec 19", Philadelphia ,L109-103  ,4-20,Jamison  23,Jamison  10,Jamison  5,A,Washington Wizards 2008-09 Regular Season NBA Schedule
"Sun, Dec 21", Dallas ,L97-86  ,4-21,Jamison  22,Jamison  8,James  5,A,Washington Wizards 2008-09 Regular Season NBA Schedule
"Tue, Dec 23",Charlotte ,L80-72  ,4-22,Butler  31,McGuire  10,Butler  4,H,Washington Wizards 2008-09 Regular Season NBA Schedule
"Thu, Dec 25",Cleveland ,L93-89  ,4-23,Jamison  28,McGuire  11,Butler  10,H,Washington Wizards 2008-09 Regular Season NBA Schedule
"Sat, Dec 27", Oklahoma City ,W104-95  ,5-23,Jamison  29,Blatche  15,James  11,A,Washington Wizards 2008-09 Regular Season NBA Schedule
"Mon, Dec 29",Houston ,W89-87  ,6-23,Jamison  30,Jamison  12,McGuire  6,H,Washington Wizards 2008-09 Regular Season NBA Schedule
"Tue, Dec 30",New Orleans ,L97-85  ,6-24,Jamison  22,Jamison  12,James  7,H,Washington Wizards 2008-09 Regular Season NBA Schedule
