DATE,OPPONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Sat, Apr 19", Washington ,W93-86  ,James  32,Ilgauskas  11,West  5,A,Cleveland Cavaliers 2007-08 Postseason NBA Schedule
"Mon, Apr 21", Washington ,W116-86  ,James  30,James  9,James  12,A,Cleveland Cavaliers 2007-08 Postseason NBA Schedule
"Thu, Apr 24",Washington ,L108-72  ,James  22,Varejao  9,James  3,H,Cleveland Cavaliers 2007-08 Postseason NBA Schedule
"Sun, Apr 27",Washington ,W100-97  ,James  34,James  12,James  7,H,Cleveland Cavaliers 2007-08 Postseason NBA Schedule
"Wed, Apr 30", Washington ,L88-87  ,James  34,James  10,West  8,A,Cleveland Cavaliers 2007-08 Postseason NBA Schedule
"Fri, May 2",Washington ,W105-88  ,James  27,James  13,James  13,H,Cleveland Cavaliers 2007-08 Postseason NBA Schedule
DATE,PONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,H,Cleveland Cavaliers 2007-08 Postseason NBA Schedule
"Tue, May 6",Boston ,L76-72  ,Ilgauskas  22,Ilgauskas  12,James  9,H,Cleveland Cavaliers 2007-08 Postseason NBA Schedule
"Thu, May 8",Boston ,L89-73  ,James  21,Varejao  10,James  6,H,Cleveland Cavaliers 2007-08 Postseason NBA Schedule
"Sat, May 10", Boston ,W108-84  ,James  21,Wallace  9,James  8,A,Cleveland Cavaliers 2007-08 Postseason NBA Schedule
"Mon, May 12", Boston ,W88-77  ,James  21,Ilgauskas  7,James  13,A,Cleveland Cavaliers 2007-08 Postseason NBA Schedule
"Wed, May 14",Boston ,L96-89  ,James  35,Ilgauskas  7,James  5,H,Cleveland Cavaliers 2007-08 Postseason NBA Schedule
"Fri, May 16", Boston ,W74-69  ,James  32,James  12,James  6,A,Cleveland Cavaliers 2007-08 Postseason NBA Schedule
"Sun, May 18",Boston ,L97-92  ,James  45,Smith  6,James  6,H,Cleveland Cavaliers 2007-08 Postseason NBA Schedule
