DATE,OPPONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Sun, Apr 17", Atlanta ,W115-91  ,Robinson  27,Butler  6,Lowry  9,A,Miami Heat 2021-22 Postseason NBA Schedule
"Tue, Apr 19", Atlanta ,W115-105  ,Butler  45,Dedmon  9,Butler  5,A,Miami Heat 2021-22 Postseason NBA Schedule
"Fri, Apr 22",Atlanta ,L111-110  ,Herro  24,Adebayo  11,Butler  8,H,Miami Heat 2021-22 Postseason NBA Schedule
"Sun, Apr 24",Atlanta ,W110-86  ,Butler  36,Butler  10,Butler  4,H,Miami Heat 2021-22 Postseason NBA Schedule
"Tue, Apr 26", Atlanta ,W97-94  ,Oladipo  23,Adebayo  11,Adebayo  4,A,Miami Heat 2021-22 Postseason NBA Schedule
DATE,PONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,H,Miami Heat 2021-22 Postseason NBA Schedule
"Mon, May 2", Philadelphia ,W106-92  ,Herro  25,Adebayo  12,Herro  7,A,Miami Heat 2021-22 Postseason NBA Schedule
"Wed, May 4", Philadelphia ,W119-103  ,Adebayo  23,Adebayo  9,Butler  12,A,Miami Heat 2021-22 Postseason NBA Schedule
"Fri, May 6",Philadelphia ,L99-79  ,Butler  33,Butler  10,Lowry  3,H,Miami Heat 2021-22 Postseason NBA Schedule
"Sun, May 8",Philadelphia ,L116-108  ,Butler  40,Herro  10,Lowry  7,H,Miami Heat 2021-22 Postseason NBA Schedule
"Tue, May 10", Philadelphia ,W120-85  ,Butler  23,Strus  10,Tucker  7,A,Miami Heat 2021-22 Postseason NBA Schedule
"Thu, May 12",Philadelphia ,W99-90  ,Butler  32,Strus  11,Vincent  6,H,Miami Heat 2021-22 Postseason NBA Schedule
DATE,PONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,H,Miami Heat 2021-22 Postseason NBA Schedule
"Tue, May 17", Boston ,W118-107  ,Butler  41,Butler  9,Butler  5,A,Miami Heat 2021-22 Postseason NBA Schedule
"Thu, May 19", Boston ,L127-102  ,Butler  29,Adebayo  9,Butler  3,A,Miami Heat 2021-22 Postseason NBA Schedule
"Sat, May 21",Boston ,W109-103  ,Adebayo  31,Adebayo  10,Adebayo  6,H,Miami Heat 2021-22 Postseason NBA Schedule
"Mon, May 23",Boston ,L102-82  ,Oladipo  23,Butler  7,Vincent  7,H,Miami Heat 2021-22 Postseason NBA Schedule
"Wed, May 25", Boston ,L93-80  ,Adebayo  18,Tucker  11,Butler  4,A,Miami Heat 2021-22 Postseason NBA Schedule
"Fri, May 27",Boston ,W111-103  ,Butler  47,Butler  9,Lowry  10,H,Miami Heat 2021-22 Postseason NBA Schedule
"Sun, May 29", Boston ,L100-96  ,Butler  35,Adebayo  11,Adebayo  4,A,Miami Heat 2021-22 Postseason NBA Schedule
