DATE,OPPONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Sun, Apr 29",Atlanta ,L83-74  ,Garnett  20,Garnett  12,Rondo  11,H,Boston Celtics 2011-12 Postseason NBA Schedule
"Tue, May 1",Atlanta ,W87-80  ,Pierce  36,Pierce  14,Garnett  5,H,Boston Celtics 2011-12 Postseason NBA Schedule
"Fri, May 4", Atlanta ,W90-84 OT ,Pierce  21,Rondo  14,Rondo  12,A,Boston Celtics 2011-12 Postseason NBA Schedule
"Sun, May 6", Atlanta ,W101-79  ,Pierce  24,Garnett  5,Rondo  16,A,Boston Celtics 2011-12 Postseason NBA Schedule
"Tue, May 8",Atlanta ,L87-86  ,Garnett  16,Garnett  7,Rondo  12,H,Boston Celtics 2011-12 Postseason NBA Schedule
"Thu, May 10", Atlanta ,W83-80  ,Garnett  28,Garnett  14,Rondo  8,A,Boston Celtics 2011-12 Postseason NBA Schedule
DATE,PONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,H,Boston Celtics 2011-12 Postseason NBA Schedule
"Sat, May 12", Philadelphia ,W92-91  ,Garnett  29,Rondo  12,Rondo  17,A,Boston Celtics 2011-12 Postseason NBA Schedule
"Mon, May 14", Philadelphia ,L82-81  ,Allen  17,Garnett  12,Rondo  13,A,Boston Celtics 2011-12 Postseason NBA Schedule
"Wed, May 16",Philadelphia ,W107-91  ,Garnett  27,Garnett  13,Rondo  14,H,Boston Celtics 2011-12 Postseason NBA Schedule
"Fri, May 18",Philadelphia ,L92-83  ,Pierce  24,Garnett  11,Rondo  15,H,Boston Celtics 2011-12 Postseason NBA Schedule
"Mon, May 21", Philadelphia ,W101-85  ,Bass  27,Bass  6,Rondo  14,A,Boston Celtics 2011-12 Postseason NBA Schedule
"Wed, May 23",Philadelphia ,L82-75  ,Pierce  24,Garnett  11,Rondo  6,H,Boston Celtics 2011-12 Postseason NBA Schedule
"Sat, May 26", Philadelphia ,W85-75  ,Garnett  18,Garnett  13,Rondo  10,A,Boston Celtics 2011-12 Postseason NBA Schedule
DATE,PONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,H,Boston Celtics 2011-12 Postseason NBA Schedule
"Mon, May 28",Miami ,L93-79  ,Garnett  23,Garnett  10,Rondo  7,H,Boston Celtics 2011-12 Postseason NBA Schedule
"Wed, May 30",Miami ,L115-111 OT ,Rondo  44,Bass  10,Rondo  10,H,Boston Celtics 2011-12 Postseason NBA Schedule
"Fri, Jun 1", Miami ,W101-91  ,Garnett  24,Garnett  11,Rondo  10,A,Boston Celtics 2011-12 Postseason NBA Schedule
"Sun, Jun 3", Miami ,W93-91 OT ,Pierce  23,Garnett  14,Rondo  15,A,Boston Celtics 2011-12 Postseason NBA Schedule
"Tue, Jun 5",Miami ,W94-90  ,Garnett  26,Garnett  11,Rondo  13,H,Boston Celtics 2011-12 Postseason NBA Schedule
"Thu, Jun 7", Miami ,L98-79  ,Rondo  21,Bass  7,Rondo  10,A,Boston Celtics 2011-12 Postseason NBA Schedule
"Sat, Jun 9",Miami ,L101-88  ,Rondo  22,Rondo  10,Rondo  14,H,Boston Celtics 2011-12 Postseason NBA Schedule
