DATE,OPPONENT,RESULT,W-L,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Wed, Oct 20",Phoenix ,W110-98  ,1-0,Jokic  27,Jokic  13,Barton  5,H,Denver Nuggets 2021-22 Regular Season NBA Schedule
"Fri, Oct 22", San Antonio ,W102-96  ,2-0,Jokic  32,Jokic  16,Jokic  7,A,Denver Nuggets 2021-22 Regular Season NBA Schedule
"Mon, Oct 25", Cleveland ,L99-87  ,2-1,Jokic  24,Jokic  19,Morris  6,A,Denver Nuggets 2021-22 Regular Season NBA Schedule
"Tue, Oct 26",Utah ,L122-110  ,2-2,Jokic  24,Porter Jr.  9,Jokic  6,H,Denver Nuggets 2021-22 Regular Season NBA Schedule
"Fri, Oct 29", Dallas ,W106-75  ,3-2,Barton  17,Jokic  16,Jokic  8,A,Denver Nuggets 2021-22 Regular Season NBA Schedule
"Sat, Oct 30",Minnesota ,W93-91  ,4-2,Jokic  26,Jokic  19,Jokic  7,H,Denver Nuggets 2021-22 Regular Season NBA Schedule
"Mon, Nov 1",Memphis ,L106-97  ,4-3,Jokic  23,Gordon  10,Jokic  7,H,Denver Nuggets 2021-22 Regular Season NBA Schedule
"Wed, Nov 3",Memphis ,L108-106  ,4-4,Jokic  34,Jokic  11,Barton  7,H,Denver Nuggets 2021-22 Regular Season NBA Schedule
"Sat, Nov 6", Houston ,W95-94  ,5-4,Jokic  28,Jokic  14,Barton  6,A,Denver Nuggets 2021-22 Regular Season NBA Schedule
"Mon, Nov 8", Miami ,W113-96  ,6-4,Jokic  25,Jokic  15,Jokic  10,A,Denver Nuggets 2021-22 Regular Season NBA Schedule
"Wed, Nov 10", Indiana ,W101-98  ,7-4,Barton  30,Gordon  9,Hyland  4,A,Denver Nuggets 2021-22 Regular Season NBA Schedule
"Fri, Nov 12", Atlanta ,W105-96  ,8-4,Gordon  23,Jokic  19,Jokic  10,A,Denver Nuggets 2021-22 Regular Season NBA Schedule
"Sun, Nov 14", Portland ,W124-95  ,9-4,Jokic  28,Nnaji  10,Jokic  9,A,Denver Nuggets 2021-22 Regular Season NBA Schedule
"Mon, Nov 15",Dallas ,L111-101  ,9-5,Jokic  35,Jokic  16,Morris  8,H,Denver Nuggets 2021-22 Regular Season NBA Schedule
"Thu, Nov 18", Philadelphia ,L103-89  ,9-6,Jokic  30,Jokic  10,Barton  8,A,Denver Nuggets 2021-22 Regular Season NBA Schedule
"Fri, Nov 19", Chicago ,L114-108  ,9-7,Gordon  28,Dozier  10,Morris  5,A,Denver Nuggets 2021-22 Regular Season NBA Schedule
"Sun, Nov 21",Phoenix ,L126-97  ,9-8,Green  19,Gordon  10,Gordon  4,H,Denver Nuggets 2021-22 Regular Season NBA Schedule
"Tue, Nov 23",Portland ,L119-100  ,9-9,Green  24,Barton  8,Barton  7,H,Denver Nuggets 2021-22 Regular Season NBA Schedule
"Fri, Nov 26", Milwaukee ,L120-109  ,9-10,Gordon  18,Gordon  9,Morris  8,A,Denver Nuggets 2021-22 Regular Season NBA Schedule
"Mon, Nov 29",Miami ,W120-111  ,10-10,Jokic  24,Jokic  15,Jokic  7,H,Denver Nuggets 2021-22 Regular Season NBA Schedule
"Wed, Dec 1",Orlando ,L108-103  ,10-11,Morris  22,Jokic  15,Jokic  7,H,Denver Nuggets 2021-22 Regular Season NBA Schedule
"Sat, Dec 4",New York ,W113-99  ,11-11,Jokic  32,Jokic  11,Barton  6,H,Denver Nuggets 2021-22 Regular Season NBA Schedule
"Mon, Dec 6",Chicago ,L109-97  ,11-12,Barton  19,Green  13,Jokic  15,H,Denver Nuggets 2021-22 Regular Season NBA Schedule
"Wed, Dec 8",New Orleans ,W120-114 OT ,12-12,Jokic  39,Jokic  11,Jokic  11,H,Denver Nuggets 2021-22 Regular Season NBA Schedule
"Thu, Dec 9",San Antonio ,L123-111  ,12-13,Gordon  25,Jokic  13,Jokic  10,H,Denver Nuggets 2021-22 Regular Season NBA Schedule
"Sat, Dec 11",San Antonio ,W127-112  ,13-13,Jokic  35,Jokic  17,Jokic  8,H,Denver Nuggets 2021-22 Regular Season NBA Schedule
