DATE,OPPONENT,RESULT,W-L,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Tue, Oct 17", Boston ,W102-99  ,1-0,James  29,James  16,James  9,A,Cleveland Cavaliers 2017-18 Regular Season NBA Schedule
"Fri, Oct 20",Milwaukee ,W116-97  ,2-0,James  24,Love  12,James  8,H,Cleveland Cavaliers 2017-18 Regular Season NBA Schedule
"Sat, Oct 21", Orlando ,L114-93  ,2-1,James  22,Love  9,Wade  4,A,Cleveland Cavaliers 2017-18 Regular Season NBA Schedule
"Tue, Oct 24", Chicago ,W119-112  ,3-1,James  34,Love  12,James  13,A,Cleveland Cavaliers 2017-18 Regular Season NBA Schedule
"Wed, Oct 25",Brooklyn ,L112-107  ,3-2,James  29,Love  12,James  13,H,Cleveland Cavaliers 2017-18 Regular Season NBA Schedule
"Sat, Oct 28",New Orleans ,L123-101  ,3-3,Love  26,Love  11,James  8,H,Cleveland Cavaliers 2017-18 Regular Season NBA Schedule
"Sun, Oct 29", New York ,L114-95  ,3-4,Love  22,Love  11,James  7,A,Cleveland Cavaliers 2017-18 Regular Season NBA Schedule
"Wed, Nov 1", Indiana ,L124-107  ,3-5,James  33,Love  13,James  11,A,Cleveland Cavaliers 2017-18 Regular Season NBA Schedule
"Fri, Nov 3",Washington ,W130-122  ,4-5,James  57,James  11,James  7,H,Cleveland Cavaliers 2017-18 Regular Season NBA Schedule
"Sun, Nov 5", Atlanta ,L117-115  ,4-6,James  26,Wade  11,James  13,A,Cleveland Cavaliers 2017-18 Regular Season NBA Schedule
"Tue, Nov 7", Milwaukee ,W124-119  ,5-6,Love  32,Love  16,James  9,A,Cleveland Cavaliers 2017-18 Regular Season NBA Schedule
"Thu, Nov 9",Houston ,L117-113  ,5-7,James  33,Love  6,James  7,H,Cleveland Cavaliers 2017-18 Regular Season NBA Schedule
"Sat, Nov 11",Dallas ,W111-104  ,6-7,Love  29,Love  15,James  4,H,Cleveland Cavaliers 2017-18 Regular Season NBA Schedule
"Mon, Nov 13",New York ,W104-101  ,7-7,James  23,James  9,James  12,H,Cleveland Cavaliers 2017-18 Regular Season NBA Schedule
"Wed, Nov 15",Charlotte ,W115-107  ,8-7,James  31,Love  10,James  8,H,Cleveland Cavaliers 2017-18 Regular Season NBA Schedule
"Fri, Nov 17", LA ,W118-113 OT ,9-7,James  39,James  14,James  6,A,Cleveland Cavaliers 2017-18 Regular Season NBA Schedule
"Mon, Nov 20",Detroit ,W116-88  ,10-7,Love  19,Love  11,James  8,H,Cleveland Cavaliers 2017-18 Regular Season NBA Schedule
"Wed, Nov 22", Brooklyn ,W119-109  ,11-7,James  33,Love  10,James  5,A,Cleveland Cavaliers 2017-18 Regular Season NBA Schedule
"Fri, Nov 24", Charlotte ,W100-99  ,12-7,James  27,James  16,James  13,A,Cleveland Cavaliers 2017-18 Regular Season NBA Schedule
"Mon, Nov 27",Philadelphia ,W113-91  ,13-7,James  30,James  14,James  6,H,Cleveland Cavaliers 2017-18 Regular Season NBA Schedule
"Tue, Nov 28", Miami ,W108-97  ,14-7,Love  38,James  12,James  6,A,Cleveland Cavaliers 2017-18 Regular Season NBA Schedule
"Thu, Nov 30",Atlanta ,W121-114  ,15-7,Love  25,Love  16,James  12,H,Cleveland Cavaliers 2017-18 Regular Season NBA Schedule
"Sat, Dec 2", Memphis ,W116-111  ,16-7,James  34,Love  11,James  12,A,Cleveland Cavaliers 2017-18 Regular Season NBA Schedule
"Mon, Dec 4",Chicago ,W113-91  ,17-7,Love  24,Love  13,James  6,H,Cleveland Cavaliers 2017-18 Regular Season NBA Schedule
"Wed, Dec 6", Sacramento ,W101-95  ,18-7,James  32,Love  13,James  9,A,Cleveland Cavaliers 2017-18 Regular Season NBA Schedule
"Fri, Dec 8",Indiana ,L106-102  ,18-8,James  29,James  10,James  8,H,Cleveland Cavaliers 2017-18 Regular Season NBA Schedule
"Sat, Dec 9", Philadelphia ,W105-98  ,19-8,James  30,James  13,James  13,A,Cleveland Cavaliers 2017-18 Regular Season NBA Schedule
"Tue, Dec 12", Atlanta ,W123-114  ,20-8,James  25,Love  12,James  17,A,Cleveland Cavaliers 2017-18 Regular Season NBA Schedule
"Thu, Dec 14", Los Angeles ,W121-112  ,21-8,Love  28,James  12,James  12,A,Cleveland Cavaliers 2017-18 Regular Season NBA Schedule
"Sat, Dec 16", Utah ,W109-100  ,22-8,James  29,James  11,James  10,A,Cleveland Cavaliers 2017-18 Regular Season NBA Schedule
"Sun, Dec 17",Washington ,W106-99  ,23-8,Love  25,James  11,James  15,H,Cleveland Cavaliers 2017-18 Regular Season NBA Schedule
