DATE,OPPONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Sun, Apr 19", San Antonio ,W107-92  ,Paul  32,Jordan  14,Paul  6,A,LA Clippers 2014-15 Postseason NBA Schedule
"Wed, Apr 22", San Antonio ,L111-107 OT ,Griffin  29,Jordan  15,Griffin  11,A,LA Clippers 2014-15 Postseason NBA Schedule
"Fri, Apr 24",San Antonio ,L100-73  ,Griffin  14,Griffin  10,Griffin  5,H,LA Clippers 2014-15 Postseason NBA Schedule
"Sun, Apr 26",San Antonio ,W114-105  ,Paul  34,Griffin  19,Paul  7,H,LA Clippers 2014-15 Postseason NBA Schedule
"Tue, Apr 28", San Antonio ,L111-107  ,Griffin  30,Griffin  14,Paul  10,A,LA Clippers 2014-15 Postseason NBA Schedule
"Thu, Apr 30",San Antonio ,W102-96  ,Griffin  26,Jordan  14,Paul  15,H,LA Clippers 2014-15 Postseason NBA Schedule
"Sat, May 2", San Antonio ,W111-109  ,Paul  27,Jordan  14,Griffin  10,A,LA Clippers 2014-15 Postseason NBA Schedule
DATE,PONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,H,LA Clippers 2014-15 Postseason NBA Schedule
"Mon, May 4",Houston ,W117-101  ,Griffin  26,Griffin  14,Griffin  13,H,LA Clippers 2014-15 Postseason NBA Schedule
"Wed, May 6",Houston ,L115-109  ,Griffin  34,Griffin  15,Crawford  5,H,LA Clippers 2014-15 Postseason NBA Schedule
"Fri, May 8", Houston ,W124-99  ,Redick  31,Jordan  15,Paul  7,A,LA Clippers 2014-15 Postseason NBA Schedule
"Sun, May 10", Houston ,W128-95  ,Jordan  26,Jordan  17,Paul  12,A,LA Clippers 2014-15 Postseason NBA Schedule
"Tue, May 12",Houston ,L124-103  ,Griffin  30,Griffin  16,Paul  10,H,LA Clippers 2014-15 Postseason NBA Schedule
"Thu, May 14", Houston ,L119-107  ,Paul  31,Barnes  10,Paul  11,A,LA Clippers 2014-15 Postseason NBA Schedule
"Sun, May 17",Houston ,L113-100  ,Griffin  27,Jordan  17,Paul  10,H,LA Clippers 2014-15 Postseason NBA Schedule
