DATE,OPPONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Sun, Apr 29", Denver ,W103-88  ,Bryant  31,Bynum  13,Gasol  8,A,Los Angeles Lakers 2011-12 Postseason NBA Schedule
"Tue, May 1", Denver ,W104-100  ,Bryant  38,Gasol  10,Gasol  5,A,Los Angeles Lakers 2011-12 Postseason NBA Schedule
"Fri, May 4",Denver ,L99-84  ,Bryant  22,Bynum  12,Bryant  6,H,Los Angeles Lakers 2011-12 Postseason NBA Schedule
"Sun, May 6",Denver ,W92-88  ,Bryant  22,Hill  11,Bryant  6,H,Los Angeles Lakers 2011-12 Postseason NBA Schedule
"Tue, May 8", Denver ,L102-99  ,Bryant  43,Bynum  11,Sessions  6,A,Los Angeles Lakers 2011-12 Postseason NBA Schedule
"Thu, May 10",Denver ,L113-96  ,Bryant  31,Bynum  16,Bryant  4,H,Los Angeles Lakers 2011-12 Postseason NBA Schedule
"Sat, May 12", Denver ,W96-87  ,Gasol  23,Bynum  18,Bryant  8,A,Los Angeles Lakers 2011-12 Postseason NBA Schedule
DATE,PONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,H,Los Angeles Lakers 2011-12 Postseason NBA Schedule
"Mon, May 14",Oklahoma City ,L119-90  ,Bynum  20,Bynum  14,Blake  4,H,Los Angeles Lakers 2011-12 Postseason NBA Schedule
"Wed, May 16",Oklahoma City ,L77-75  ,Bynum  20,Gasol  11,Bryant  4,H,Los Angeles Lakers 2011-12 Postseason NBA Schedule
"Fri, May 18", Oklahoma City ,W99-96  ,Bryant  36,Bynum  11,Bryant  6,A,Los Angeles Lakers 2011-12 Postseason NBA Schedule
"Sat, May 19", Oklahoma City ,L103-100  ,Bryant  38,Bynum  9,Bryant  5,A,Los Angeles Lakers 2011-12 Postseason NBA Schedule
"Mon, May 21",Oklahoma City ,L106-90  ,Bryant  42,Gasol  16,World Peace  5,H,Los Angeles Lakers 2011-12 Postseason NBA Schedule
