DATE,OPPONENT,RESULT,W-L,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Wed, Oct 17",Sacramento ,W123-117  ,1-0,Mitchell  24,Gobert  15,Ingles  6,H,Utah Jazz 2018-19 Regular Season NBA Schedule
"Fri, Oct 19", Golden State ,L124-123  ,1-1,Ingles  27,Gobert  11,Rubio  10,A,Utah Jazz 2018-19 Regular Season NBA Schedule
"Mon, Oct 22", Memphis ,L92-84  ,1-2,Crowder  15,Gobert  12,Ingles  5,A,Utah Jazz 2018-19 Regular Season NBA Schedule
"Wed, Oct 24",Houston ,W100-89  ,2-2,Mitchell  38,Gobert  13,Mitchell  7,H,Utah Jazz 2018-19 Regular Season NBA Schedule
"Sat, Oct 27",New Orleans ,W132-111  ,3-2,Rubio  28,Gobert  14,Rubio  12,H,Utah Jazz 2018-19 Regular Season NBA Schedule
"Sun, Oct 28",Dallas ,W113-104  ,4-2,Gobert  23,Gobert  16,Rubio  8,H,Utah Jazz 2018-19 Regular Season NBA Schedule
"Wed, Oct 31",Minnesota ,L128-125  ,4-3,Mitchell  26,Gobert  13,Mitchell  5,H,Utah Jazz 2018-19 Regular Season NBA Schedule
"Fri, Nov 2", Memphis ,L110-100  ,4-4,Rubio  22,Gobert  16,Rubio  11,A,Utah Jazz 2018-19 Regular Season NBA Schedule
"Sat, Nov 3",Denver ,L103-88  ,4-5,Crowder  21,Gobert  12,Rubio  6,H,Utah Jazz 2018-19 Regular Season NBA Schedule
"Mon, Nov 5", Toronto ,L124-111  ,4-6,Burks  22,Gobert  12,Rubio  9,A,Utah Jazz 2018-19 Regular Season NBA Schedule
"Wed, Nov 7", Dallas ,W117-102  ,5-6,Mitchell  23,Gobert  10,Rubio  12,A,Utah Jazz 2018-19 Regular Season NBA Schedule
"Fri, Nov 9", Boston ,W123-115  ,6-6,Ingles  27,Gobert  15,Ingles  7,A,Utah Jazz 2018-19 Regular Season NBA Schedule
