DATE,OPPONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Sat, Apr 22", Sacramento ,W122-88  ,Parker  25,Mohammed  8,Barry  6,A,San Antonio Spurs 2005-06 Postseason NBA Schedule
"Tue, Apr 25", Sacramento ,W128-119 OT ,Ginobili  32,Duncan  13,Parker  10,A,San Antonio Spurs 2005-06 Postseason NBA Schedule
"Fri, Apr 28",Sacramento ,L94-93  ,Duncan  29,Duncan  12,Parker  6,H,San Antonio Spurs 2005-06 Postseason NBA Schedule
"Sun, Apr 30",Sacramento ,L102-84  ,Parker  22,Duncan  8,Bowen  3,H,San Antonio Spurs 2005-06 Postseason NBA Schedule
"Tue, May 2", Sacramento ,W109-98  ,Ginobili  27,Ginobili  9,Duncan  5,A,San Antonio Spurs 2005-06 Postseason NBA Schedule
"Fri, May 5",Sacramento ,W105-83  ,Parker  31,Horry  7,Ginobili  5,H,San Antonio Spurs 2005-06 Postseason NBA Schedule
DATE,PONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,H,San Antonio Spurs 2005-06 Postseason NBA Schedule
"Sun, May 7", Dallas ,W87-85  ,Duncan  31,Duncan  13,Duncan  4,A,San Antonio Spurs 2005-06 Postseason NBA Schedule
"Tue, May 9", Dallas ,L113-91  ,Duncan  28,Duncan  9,Duncan  3,A,San Antonio Spurs 2005-06 Postseason NBA Schedule
"Sat, May 13",Dallas ,L104-103  ,Duncan  35,Duncan  12,Parker  4,H,San Antonio Spurs 2005-06 Postseason NBA Schedule
"Mon, May 15",Dallas ,L123-118 OT ,Parker  33,Duncan  13,Duncan  6,H,San Antonio Spurs 2005-06 Postseason NBA Schedule
"Wed, May 17", Dallas ,W98-97  ,Duncan  36,Duncan  12,Ginobili  5,A,San Antonio Spurs 2005-06 Postseason NBA Schedule
"Fri, May 19",Dallas ,W91-86  ,Ginobili  30,Ginobili  10,Parker  3,H,San Antonio Spurs 2005-06 Postseason NBA Schedule
"Mon, May 22", Dallas ,L119-111 OT ,Duncan  41,Duncan  15,Duncan  6,A,San Antonio Spurs 2005-06 Postseason NBA Schedule
