DATE,OPPONENT,RESULT,W-L,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Wed, Oct 23",Philadelphia ,L107-93  ,0-1,Hayward  25,Tatum  10,Smart  8,H,Boston Celtics 2019-20 Regular Season NBA Schedule
"Fri, Oct 25", Toronto ,W112-106  ,1-1,Tatum  25,Tatum  9,Tatum  4,A,Boston Celtics 2019-20 Regular Season NBA Schedule
"Sat, Oct 26",New York ,W118-95  ,2-1,Walker  32,Tatum  9,Walker  4,H,Boston Celtics 2019-20 Regular Season NBA Schedule
"Wed, Oct 30", Milwaukee ,W116-105  ,3-1,Walker  32,Hayward  10,Hayward  7,A,Boston Celtics 2019-20 Regular Season NBA Schedule
"Fri, Nov 1", New York ,W104-102  ,4-1,Walker  33,Hayward  9,Walker  5,A,Boston Celtics 2019-20 Regular Season NBA Schedule
"Tue, Nov 5",Cleveland ,W119-113  ,5-1,Hayward  39,Theis  9,Hayward  8,H,Boston Celtics 2019-20 Regular Season NBA Schedule
"Thu, Nov 7",Charlotte ,W108-87  ,6-1,Tatum  23,Hayward  10,Hayward  6,H,Boston Celtics 2019-20 Regular Season NBA Schedule
"Sat, Nov 9",San Antonio ,W135-115  ,7-1,Brown  30,Brown  7,Walker  8,H,Boston Celtics 2019-20 Regular Season NBA Schedule
"Mon, Nov 11", Dallas ,W116-106  ,8-1,Walker  29,Brown  11,Smart  6,A,Boston Celtics 2019-20 Regular Season NBA Schedule
"Wed, Nov 13", Washington ,W140-133  ,9-1,Walker  25,Freedom  9,Walker  5,A,Boston Celtics 2019-20 Regular Season NBA Schedule
"Fri, Nov 15",Golden State ,W105-100  ,10-1,Tatum  24,Tatum  8,Walker  5,H,Boston Celtics 2019-20 Regular Season NBA Schedule
"Sun, Nov 17",Sacramento ,L100-99  ,10-2,Brown  18,Theis  10,Walker  9,H,Boston Celtics 2019-20 Regular Season NBA Schedule
"Mon, Nov 18",Phoenix ,W99-85  ,11-2,Tatum  26,Tatum  11,Wanamaker  6,H,Boston Celtics 2019-20 Regular Season NBA Schedule
"Wed, Nov 20",LA ,L107-104 OT ,11-3,Tatum  30,Theis  14,Smart  8,H,Boston Celtics 2019-20 Regular Season NBA Schedule
"Fri, Nov 22",Denver ,L96-92  ,11-4,Brown  22,Brown  10,Brown  4,H,Boston Celtics 2019-20 Regular Season NBA Schedule
"Mon, Nov 25", Sacramento ,W103-102  ,12-4,Brown  24,Freedom  9,Smart  7,A,Boston Celtics 2019-20 Regular Season NBA Schedule
"Wed, Nov 27", Brooklyn ,W121-110  ,13-4,Walker  39,Brown  10,Tatum  5,A,Boston Celtics 2019-20 Regular Season NBA Schedule
"Fri, Nov 29",Brooklyn ,L112-107  ,13-5,Tatum  26,Tatum  9,Walker  6,H,Boston Celtics 2019-20 Regular Season NBA Schedule
"Sun, Dec 1",New York ,W113-104  ,14-5,Tatum  30,Freedom  11,Walker  10,H,Boston Celtics 2019-20 Regular Season NBA Schedule
"Wed, Dec 4", Miami ,W112-93  ,15-5,Brown  31,Theis  10,Walker  7,A,Boston Celtics 2019-20 Regular Season NBA Schedule
"Fri, Dec 6", Denver ,W108-95  ,16-5,Tatum  26,Tatum  7,Tatum  5,A,Boston Celtics 2019-20 Regular Season NBA Schedule
"Mon, Dec 9", Cleveland ,W110-88  ,17-5,Walker  22,Tatum  11,Walker  7,A,Boston Celtics 2019-20 Regular Season NBA Schedule
"Wed, Dec 11",Indiana ,L122-117  ,17-6,Walker  44,Brown  8,Brown  8,H,Boston Celtics 2019-20 Regular Season NBA Schedule
"Thu, Dec 12", Philadelphia ,L115-109  ,17-7,Walker  29,Freedom  9,Walker  8,A,Boston Celtics 2019-20 Regular Season NBA Schedule
"Wed, Dec 18",Dallas ,W109-103  ,18-7,Walker  32,Freedom  13,Walker  3,H,Boston Celtics 2019-20 Regular Season NBA Schedule
"Fri, Dec 20", Detroit ,W114-93  ,19-7,Brown  26,Freedom  18,Walker  11,A,Boston Celtics 2019-20 Regular Season NBA Schedule
"Sun, Dec 22", Charlotte ,W119-93  ,20-7,Tatum  39,Freedom  13,Wanamaker  8,A,Boston Celtics 2019-20 Regular Season NBA Schedule
"Wed, Dec 25",Toronto ,W118-102  ,21-7,Brown  30,Freedom  11,Hayward  6,H,Boston Celtics 2019-20 Regular Season NBA Schedule
"Fri, Dec 27", Cleveland ,W129-117  ,22-7,Brown  34,Brown  9,Hayward  8,A,Boston Celtics 2019-20 Regular Season NBA Schedule
"Sat, Dec 28", Toronto ,L113-97  ,22-8,Walker  30,Hayward  6,Tatum  4,A,Boston Celtics 2019-20 Regular Season NBA Schedule
"Tue, Dec 31",Charlotte ,W109-92  ,23-8,Tatum  24,Freedom  14,Walker  7,H,Boston Celtics 2019-20 Regular Season NBA Schedule
"Fri, Jan 3", Atlanta ,W109-106  ,24-8,Brown  24,Freedom  11,Smart  9,A,Boston Celtics 2019-20 Regular Season NBA Schedule
"Sat, Jan 4",Chicago ,W111-104  ,25-8,Tatum  28,Freedom  12,Smart  5,H,Boston Celtics 2019-20 Regular Season NBA Schedule
"Mon, Jan 6",Washington ,L99-94  ,25-9,Brown  23,Brown  12,Hayward  4,H,Boston Celtics 2019-20 Regular Season NBA Schedule
"Wed, Jan 8", San Antonio ,L129-114  ,25-10,Hayward  18,Freedom  7,Smart  5,A,Boston Celtics 2019-20 Regular Season NBA Schedule
"Thu, Jan 9",Philadelphia ,L109-98  ,25-11,Walker  26,Freedom  11,Tatum  4,H,Boston Celtics 2019-20 Regular Season NBA Schedule
"Sat, Jan 11", New Orleans ,W140-105  ,26-11,Tatum  41,Freedom  19,Walker  7,A,Boston Celtics 2019-20 Regular Season NBA Schedule
"Mon, Jan 13", Chicago ,W113-101  ,27-11,Tatum  21,Freedom  9,Smart  8,A,Boston Celtics 2019-20 Regular Season NBA Schedule
"Wed, Jan 15", Detroit ,L116-103  ,27-12,Hayward  25,Brown  12,Theis  6,A,Boston Celtics 2019-20 Regular Season NBA Schedule
"Thu, Jan 16",Milwaukee ,L128-123  ,27-13,Walker  40,Walker  11,Wanamaker  4,H,Boston Celtics 2019-20 Regular Season NBA Schedule
"Sat, Jan 18", Phoenix ,L123-119  ,27-14,Smart  37,Tatum  10,Smart  8,A,Boston Celtics 2019-20 Regular Season NBA Schedule
"Mon, Jan 20", Los Angeles ,W139-107  ,28-14,Tatum  27,Freedom  11,Walker  7,A,Boston Celtics 2019-20 Regular Season NBA Schedule
"Wed, Jan 22", Memphis ,W119-95  ,29-14,Tatum  23,Freedom  8,Smart  6,A,Boston Celtics 2019-20 Regular Season NBA Schedule
"Fri, Jan 24",Orlando ,W109-98  ,30-14,Walker  37,Hayward  14,Walker  6,H,Boston Celtics 2019-20 Regular Season NBA Schedule
"Sun, Jan 26",New Orleans ,L123-108  ,30-15,Walker  35,Theis  9,Smart  7,H,Boston Celtics 2019-20 Regular Season NBA Schedule
"Tue, Jan 28",Miami ,W109-101  ,31-15,Hayward  29,Theis  11,Walker  8,H,Boston Celtics 2019-20 Regular Season NBA Schedule
"Thu, Jan 30", Golden State ,W119-104  ,32-15,Hayward  25,Hayward  8,Smart  6,A,Boston Celtics 2019-20 Regular Season NBA Schedule
"Sat, Feb 1", Philadelphia ,W116-95  ,33-15,Brown  32,Brown  9,Tatum  4,A,Boston Celtics 2019-20 Regular Season NBA Schedule
"Mon, Feb 3",Atlanta ,W123-115  ,34-15,Tatum  28,Freedom  9,Hayward  6,H,Boston Celtics 2019-20 Regular Season NBA Schedule
"Wed, Feb 5", Orlando ,W116-100  ,35-15,Tatum  33,Tatum  8,Hayward  7,A,Boston Celtics 2019-20 Regular Season NBA Schedule
"Fri, Feb 7", Atlanta ,W112-107  ,36-15,Tatum  32,Freedom  15,Tatum  6,A,Boston Celtics 2019-20 Regular Season NBA Schedule
"Sun, Feb 9",Oklahoma City ,W112-111  ,37-15,Walker  27,Tatum  11,Theis  5,H,Boston Celtics 2019-20 Regular Season NBA Schedule
"Tue, Feb 11",Houston ,L116-105  ,37-16,Hayward  20,Tatum  9,Hayward  6,H,Boston Celtics 2019-20 Regular Season NBA Schedule
"Thu, Feb 13", LA ,W141-133 2OT ,38-16,Tatum  39,Hayward  13,Walker  7,A,Boston Celtics 2019-20 Regular Season NBA Schedule
"Fri, Feb 21",Minnesota ,W127-117  ,39-16,Hayward  29,Theis  16,Smart  10,H,Boston Celtics 2019-20 Regular Season NBA Schedule
"Sun, Feb 23",Los Angeles ,L114-112  ,39-17,Tatum  41,Theis  9,Hayward  9,H,Boston Celtics 2019-20 Regular Season NBA Schedule
"Tue, Feb 25",Portland ,W118-106  ,40-17,Tatum  36,Theis  9,Wanamaker  4,H,Boston Celtics 2019-20 Regular Season NBA Schedule
"Wed, Feb 26",Utah ,W114-103  ,41-17,Tatum  33,Tatum  11,Smart  9,H,Boston Celtics 2019-20 Regular Season NBA Schedule
"Sat, Feb 29", Houston ,L111-110 OT ,41-18,Tatum  32,Theis  15,Smart  7,A,Boston Celtics 2019-20 Regular Season NBA Schedule
"Tue, Mar 3", Brooklyn ,L129-120 OT ,41-19,Brown  22,Green  8,Smart  10,A,Boston Celtics 2019-20 Regular Season NBA Schedule
