DATE,OPPONENT,RESULT,W-L,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Tue, Oct 30", Dallas ,L99-91  ,0-1,Gasol  23,Gasol  13,Gasol  6,A,Los Angeles Lakers 2012-13 Regular Season NBA Schedule
"Wed, Oct 31",Portland ,L116-106  ,0-2,Howard  33,Howard  14,Howard  5,H,Los Angeles Lakers 2012-13 Regular Season NBA Schedule
"Fri, Nov 2", LA ,L105-95  ,0-3,Bryant  40,Gasol  14,Gasol  3,A,Los Angeles Lakers 2012-13 Regular Season NBA Schedule
"Sun, Nov 4", Detroit ,W108-79  ,1-3,Howard  28,Howard  7,Bryant  8,A,Los Angeles Lakers 2012-13 Regular Season NBA Schedule
"Wed, Nov 7",Utah ,L95-86  ,1-4,Bryant  29,Hill  12,Bryant  4,H,Los Angeles Lakers 2012-13 Regular Season NBA Schedule
"Fri, Nov 9", Golden State ,W101-77  ,2-4,Bryant  27,Gasol  16,Bryant  7,A,Los Angeles Lakers 2012-13 Regular Season NBA Schedule
"Sun, Nov 11", Sacramento ,W103-90  ,3-4,Howard  23,Howard  18,Bryant  6,A,Los Angeles Lakers 2012-13 Regular Season NBA Schedule
"Tue, Nov 13", San Antonio ,L84-82  ,3-5,Bryant  28,Howard  15,Bryant  8,A,Los Angeles Lakers 2012-13 Regular Season NBA Schedule
"Fri, Nov 16", Phoenix ,W114-102  ,4-5,Bryant  31,Howard  12,Bryant  6,A,Los Angeles Lakers 2012-13 Regular Season NBA Schedule
"Sun, Nov 18", Houston ,W119-108  ,5-5,Howard  28,Howard  13,Bryant  11,A,Los Angeles Lakers 2012-13 Regular Season NBA Schedule
"Tue, Nov 20", Brooklyn ,W95-90  ,6-5,Bryant  25,Howard  15,Gasol  7,A,Los Angeles Lakers 2012-13 Regular Season NBA Schedule
"Wed, Nov 21",Sacramento ,L113-97  ,6-6,Bryant  38,Gasol  9,Gasol  4,H,Los Angeles Lakers 2012-13 Regular Season NBA Schedule
"Fri, Nov 23",Memphis ,L106-98  ,6-7,Bryant  30,Jamison  7,Bryant  4,H,Los Angeles Lakers 2012-13 Regular Season NBA Schedule
"Sat, Nov 24",Dallas ,W115-89  ,7-7,Jamison  19,Jamison  15,Bryant  5,H,Los Angeles Lakers 2012-13 Regular Season NBA Schedule
"Tue, Nov 27", Indiana ,L79-77  ,7-8,Bryant  40,World Peace  12,World Peace  4,A,Los Angeles Lakers 2012-13 Regular Season NBA Schedule
"Fri, Nov 30", Denver ,W122-103  ,8-8,Jamison  33,Howard  20,Bryant  8,A,Los Angeles Lakers 2012-13 Regular Season NBA Schedule
"Sun, Dec 2", Orlando ,L113-103  ,8-9,Bryant  34,Howard  15,Bryant  5,A,Los Angeles Lakers 2012-13 Regular Season NBA Schedule
"Tue, Dec 4",Houston ,L107-105  ,8-10,Bryant  39,Howard  12,Duhon  7,H,Los Angeles Lakers 2012-13 Regular Season NBA Schedule
"Wed, Dec 5",New Orleans ,W103-87  ,9-10,Bryant  29,World Peace  9,Duhon  10,H,Los Angeles Lakers 2012-13 Regular Season NBA Schedule
"Fri, Dec 7",Oklahoma City ,L114-108  ,9-11,Bryant  35,Howard  18,Bryant  7,H,Los Angeles Lakers 2012-13 Regular Season NBA Schedule
"Sun, Dec 9", Utah ,L117-110  ,9-12,Bryant  34,Howard  16,Duhon  11,A,Los Angeles Lakers 2012-13 Regular Season NBA Schedule
"Tue, Dec 11",Cleveland ,L100-94  ,9-13,Bryant  42,Howard  20,Howard  3,H,Los Angeles Lakers 2012-13 Regular Season NBA Schedule
"Thu, Dec 13",New York ,L116-107  ,9-14,Bryant  31,Bryant  10,Bryant  6,H,Los Angeles Lakers 2012-13 Regular Season NBA Schedule
"Fri, Dec 14",Washington ,W102-96  ,10-14,Bryant  30,Howard  14,Bryant  7,H,Los Angeles Lakers 2012-13 Regular Season NBA Schedule
