DATE,OPPONENT,RESULT,W-L,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Wed, Oct 29", Houston ,L104-93  ,0-1,Burks  18,Hayward  8,Hayward  7,A,Utah Jazz 2014-15 Regular Season NBA Schedule
"Thu, Oct 30",Dallas ,L120-102  ,0-2,Favors  17,Favors  11,Burke  7,H,Utah Jazz 2014-15 Regular Season NBA Schedule
"Sat, Nov 1", Phoenix ,W118-91  ,1-2,Favors  32,Hayward  10,Burke  4,A,Utah Jazz 2014-15 Regular Season NBA Schedule
"Mon, Nov 3",LA ,L107-101  ,1-3,Hayward  27,Freedom  9,Hayward  5,H,Utah Jazz 2014-15 Regular Season NBA Schedule
"Wed, Nov 5", Cleveland ,W102-100  ,2-3,Favors  21,Favors  10,Hayward  7,A,Utah Jazz 2014-15 Regular Season NBA Schedule
"Fri, Nov 7", Dallas ,L105-82  ,2-4,Burks  14,Freedom  10,Exum  5,A,Utah Jazz 2014-15 Regular Season NBA Schedule
"Sun, Nov 9",Detroit ,W97-96  ,3-4,Hayward  17,Favors  12,Exum  5,H,Utah Jazz 2014-15 Regular Season NBA Schedule
"Mon, Nov 10",Indiana ,L97-86  ,3-5,Hayward  30,Hayward  8,Burke  8,H,Utah Jazz 2014-15 Regular Season NBA Schedule
"Wed, Nov 12",Atlanta ,L100-97  ,3-6,Burks  22,Hayward  7,Burke  11,H,Utah Jazz 2014-15 Regular Season NBA Schedule
"Fri, Nov 14",New York ,W102-100  ,4-6,Hayward  33,Favors  12,Burke  8,H,Utah Jazz 2014-15 Regular Season NBA Schedule
"Sat, Nov 15",Toronto ,L111-93  ,4-7,Favors  18,Burks  10,Burke  5,H,Utah Jazz 2014-15 Regular Season NBA Schedule
"Tue, Nov 18", Oklahoma City ,W98-81  ,5-7,Burks  20,Freedom  15,Burke  9,A,Utah Jazz 2014-15 Regular Season NBA Schedule
"Fri, Nov 21",Golden State ,L101-88  ,5-8,Freedom  18,Favors  9,Ingles  5,H,Utah Jazz 2014-15 Regular Season NBA Schedule
"Sat, Nov 22", New Orleans ,L106-94  ,5-9,Hayward  31,Favors  11,Burke  4,A,Utah Jazz 2014-15 Regular Season NBA Schedule
"Mon, Nov 24", Chicago ,L97-95  ,5-10,Favors  21,Favors  15,Burke  10,A,Utah Jazz 2014-15 Regular Season NBA Schedule
"Wed, Nov 26",Oklahoma City ,L97-82  ,5-11,Hayward  24,Hayward  8,Burks  4,H,Utah Jazz 2014-15 Regular Season NBA Schedule
"Sat, Nov 29", LA ,L112-96  ,5-12,Hayward  30,Booker  9,Burks  4,A,Utah Jazz 2014-15 Regular Season NBA Schedule
"Mon, Dec 1", Denver ,L103-101  ,5-13,Hayward  25,Freedom  15,Burke  8,A,Utah Jazz 2014-15 Regular Season NBA Schedule
"Wed, Dec 3", Toronto ,L123-104  ,5-14,Freedom  19,Freedom  9,Burke  8,A,Utah Jazz 2014-15 Regular Season NBA Schedule
"Fri, Dec 5", Orlando ,L98-93  ,5-15,Favors  21,Favors  13,Burke  11,A,Utah Jazz 2014-15 Regular Season NBA Schedule
"Mon, Dec 8",Sacramento ,L101-92  ,5-16,Hayward  19,Gobert  9,Hayward  7,H,Utah Jazz 2014-15 Regular Season NBA Schedule
"Tue, Dec 9", San Antonio ,W100-96  ,6-16,Favors  21,Freedom  15,Hayward  4,A,Utah Jazz 2014-15 Regular Season NBA Schedule
"Fri, Dec 12", Miami ,L100-95  ,6-17,Freedom  25,Gobert  11,Gobert  4,A,Utah Jazz 2014-15 Regular Season NBA Schedule
"Sun, Dec 14",Washington ,L93-84  ,6-18,Burks  19,Freedom  11,Hayward  3,H,Utah Jazz 2014-15 Regular Season NBA Schedule
"Tue, Dec 16",New Orleans ,L119-111  ,6-19,Freedom  29,Gobert  9,Hayward  5,H,Utah Jazz 2014-15 Regular Season NBA Schedule
"Wed, Dec 17",Miami ,W105-87  ,7-19,Hayward  29,Gobert  9,Hayward  7,H,Utah Jazz 2014-15 Regular Season NBA Schedule
"Fri, Dec 19",Orlando ,W101-94  ,8-19,Favors  23,Favors  10,Hayward  6,H,Utah Jazz 2014-15 Regular Season NBA Schedule
"Sat, Dec 20",Charlotte ,L104-86  ,8-20,Hayward  14,Gobert  12,Hayward  6,H,Utah Jazz 2014-15 Regular Season NBA Schedule
