DATE,OPPONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Sun, Apr 22", Denver ,L95-89  ,Parker  19,Duncan  10,Parker  8,A,San Antonio Spurs 2006-07 Postseason NBA Schedule
"Wed, Apr 25", Denver ,W97-88  ,Duncan  22,Oberto  10,Parker  6,A,San Antonio Spurs 2006-07 Postseason NBA Schedule
"Sat, Apr 28",Denver ,W96-91  ,Parker  21,Duncan  13,Parker  6,H,San Antonio Spurs 2006-07 Postseason NBA Schedule
"Mon, Apr 30",Denver ,W96-89  ,Duncan  22,Duncan  11,Duncan  6,H,San Antonio Spurs 2006-07 Postseason NBA Schedule
"Wed, May 2", Denver ,W93-78  ,Finley  26,Duncan  12,Parker  10,A,San Antonio Spurs 2006-07 Postseason NBA Schedule
DATE,PONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,H,San Antonio Spurs 2006-07 Postseason NBA Schedule
"Sun, May 6",Phoenix ,W111-106  ,Duncan  33,Duncan  16,Parker  8,H,San Antonio Spurs 2006-07 Postseason NBA Schedule
"Tue, May 8",Phoenix ,L101-81  ,Duncan  29,Duncan  11,Ginobili  5,H,San Antonio Spurs 2006-07 Postseason NBA Schedule
"Sat, May 12", Phoenix ,W108-101  ,Duncan  33,Duncan  19,Parker  5,A,San Antonio Spurs 2006-07 Postseason NBA Schedule
"Mon, May 14", Phoenix ,L104-98  ,Parker  23,Duncan  11,Parker  7,A,San Antonio Spurs 2006-07 Postseason NBA Schedule
"Wed, May 16",Phoenix ,W88-85  ,Ginobili  26,Duncan  12,Parker  5,H,San Antonio Spurs 2006-07 Postseason NBA Schedule
"Fri, May 18", Phoenix ,W114-106  ,Ginobili  33,Duncan  13,Ginobili  6,A,San Antonio Spurs 2006-07 Postseason NBA Schedule
DATE,PONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,H,San Antonio Spurs 2006-07 Postseason NBA Schedule
"Sun, May 20", Utah ,W108-100  ,Duncan  27,Duncan  10,Ginobili  10,A,San Antonio Spurs 2006-07 Postseason NBA Schedule
"Tue, May 22", Utah ,W105-96  ,Duncan  26,Duncan  14,Parker  14,A,San Antonio Spurs 2006-07 Postseason NBA Schedule
"Sat, May 26",Utah ,L109-83  ,Parker  25,Duncan  8,Parker  7,H,San Antonio Spurs 2006-07 Postseason NBA Schedule
"Mon, May 28",Utah ,W91-79  ,Ginobili  22,Oberto  11,Vaughn  4,H,San Antonio Spurs 2006-07 Postseason NBA Schedule
"Wed, May 30", Utah ,W109-84  ,Duncan  21,Oberto  10,Vaughn  6,A,San Antonio Spurs 2006-07 Postseason NBA Schedule
DATE,PONENT,RESULT,Hi Points,Hi Rebounds,Hi Assists,H,San Antonio Spurs 2006-07 Postseason NBA Schedule
"Thu, Jun 7", Cleveland ,W85-76  ,Parker  27,Duncan  13,Parker  7,A,San Antonio Spurs 2006-07 Postseason NBA Schedule
"Sun, Jun 10", Cleveland ,W103-92  ,Parker  30,Duncan  9,Duncan  8,A,San Antonio Spurs 2006-07 Postseason NBA Schedule
"Tue, Jun 12",Cleveland ,W75-72  ,Parker  17,Duncan  9,Ginobili  5,H,San Antonio Spurs 2006-07 Postseason NBA Schedule
"Thu, Jun 14",Cleveland ,W83-82  ,Ginobili  27,Duncan  15,Ginobili  3,H,San Antonio Spurs 2006-07 Postseason NBA Schedule
