DATE,OPPONENT,RESULT,W-L,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title
"Fri, Nov 2", Indiana ,W90-89  ,1-0,Walker  30,Haywood  9,Sessions  4,A,Charlotte Hornets 2012-13 Regular Season NBA Schedule
"Sat, Nov 3",Dallas ,L126-99  ,1-1,Sessions  22,Haywood  11,Sessions  5,H,Charlotte Hornets 2012-13 Regular Season NBA Schedule
"Wed, Nov 7", Phoenix ,L117-110  ,1-2,Mullens  24,Mullens  8,Sessions  9,A,Charlotte Hornets 2012-13 Regular Season NBA Schedule
"Fri, Nov 9",New Orleans ,L107-99  ,1-3,Gordon  34,Biyombo  13,Walker  6,H,Charlotte Hornets 2012-13 Regular Season NBA Schedule
"Sat, Nov 10", Dallas ,W101-97 OT ,2-3,Walker  26,Mullens  14,Walker  7,A,Charlotte Hornets 2012-13 Regular Season NBA Schedule
"Tue, Nov 13", Washington ,W92-76  ,3-3,Sessions  21,Haywood  11,Mullens  4,A,Charlotte Hornets 2012-13 Regular Season NBA Schedule
"Wed, Nov 14",Minnesota ,W89-87  ,4-3,Walker  22,Mullens  15,Walker  5,H,Charlotte Hornets 2012-13 Regular Season NBA Schedule
"Sat, Nov 17", Memphis ,L94-87  ,4-4,Mullens  18,Mullens  9,Walker  8,A,Charlotte Hornets 2012-13 Regular Season NBA Schedule
"Mon, Nov 19", Milwaukee ,W102-98  ,5-4,Sessions  23,Haywood  11,Sessions  4,A,Charlotte Hornets 2012-13 Regular Season NBA Schedule
"Wed, Nov 21", Toronto ,W98-97  ,6-4,Walker  19,Biyombo  8,Walker  7,A,Charlotte Hornets 2012-13 Regular Season NBA Schedule
"Fri, Nov 23", Atlanta ,L101-91  ,6-5,Sessions  22,Mullens  8,Walker  9,A,Charlotte Hornets 2012-13 Regular Season NBA Schedule
"Sat, Nov 24",Washington ,W108-106 2OT ,7-5,Mullens  27,Mullens  8,Walker  8,H,Charlotte Hornets 2012-13 Regular Season NBA Schedule
"Mon, Nov 26",Oklahoma City ,L114-69  ,7-6,Taylor  10,Diop  9,Higgins  3,H,Charlotte Hornets 2012-13 Regular Season NBA Schedule
"Wed, Nov 28",Atlanta ,L94-91  ,7-7,Gordon  26,Haywood  11,Sessions  8,H,Charlotte Hornets 2012-13 Regular Season NBA Schedule
